"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717749846121757E9,"2024-06-07 10:44:06.122 UTC+02:00"
"PAUSE",1.513404867916688E2,1.717749997463166E9,"2024-06-07 10:46:37.463 UTC+02:00"
