"event","experiment time","system time","system time text"
"START",0.000000000E0,1717684938.967,"2024-06-06 17:42:18.967 UTC+03:00"
"PAUSE",8.433184325E1,1717685023.299,"2024-06-06 17:43:43.299 UTC+03:00"
