"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.286999999E-3,7.764353943E-1,4.249513092E0,7.097490692E0
8.786999999E-3,1.054407349E0,4.416565704E0,7.410190430E0
1.886100000E-2,1.389710083E0,4.815037079E0,7.614665222E0
2.893500000E-2,1.554667053E0,4.863386536E0,8.012687531E0
3.900800000E-2,1.664239197E0,4.641697540E0,8.556955719E0
4.908200001E-2,1.747166748E0,4.473297729E0,8.709338837E0
5.915600000E-2,1.833088074E0,4.520449677E0,8.803343353E0
6.923000000E-2,1.841171265E0,4.625231781E0,8.795409851E0
7.930400000E-2,1.714235229E0,4.633764038E0,8.767418060E0
8.937800000E-2,1.614542542E0,4.559967499E0,8.723708954E0
9.945100000E-2,1.667232971E0,4.519551544E0,8.411009216E0
1.095250000E-1,1.761237488E0,4.478536835E0,8.147856445E0
1.195990000E-1,1.722019043E0,4.312382355E0,8.070018311E0
1.296730000E-1,1.699715424E0,4.214036865E0,8.472830658E0
1.397470000E-1,1.871408386E0,4.357738037E0,8.716074829E0
1.498210000E-1,1.896705780E0,4.516857147E0,8.553961945E0
1.598950000E-1,1.759740601E0,4.461322632E0,8.533304901E0
1.699680000E-1,1.693578186E0,4.233795776E0,8.632398834E0
1.800420000E-1,1.746268616E0,3.950435028E0,8.929231567E0
1.901160000E-1,1.948049011E0,3.818409576E0,9.202413483E0
2.001900000E-1,2.183209991E0,3.782783661E0,9.079519043E0
2.102640000E-1,2.230361938E0,3.740272064E0,8.995244293E0
2.203380000E-1,2.130818939E0,3.634891205E0,8.944499817E0
2.304110000E-1,2.117496643E0,3.556154938E0,8.777596893E0
2.404850000E-1,2.090402985E0,3.373983765E0,8.594677277E0
2.505590000E-1,2.111359406E0,3.300935669E0,8.441845093E0
2.606330000E-1,2.390678558E0,3.425925751E0,8.427774353E0
2.707070000E-1,2.286794586E0,3.362757111E0,8.247249756E0
2.807810000E-1,1.856738892E0,3.006348267E0,8.104596405E0
2.908550000E-1,1.632355499E0,2.596350861E0,7.950866089E0
3.009280000E-1,1.929038544E0,2.343975677E0,7.905211029E0
3.110020000E-1,2.548749847E0,2.227817230E0,8.250243530E0
3.210760000E-1,3.359913025E0,2.284848633E0,9.469009094E0
3.311500000E-1,4.080514526E0,2.696043549E0,1.051114197E1
3.412240000E-1,4.194577332E0,2.884501648E0,1.105660767E1
3.512980000E-1,4.451742554E0,2.168241119E0,1.140089172E1
3.613720000E-1,4.732109528E0,1.792971497E0,1.141361526E1
3.714450000E-1,4.546794891E0,1.829645233E0,1.128144012E1
3.815190000E-1,3.867956543E0,2.022593994E0,1.107980942E1
3.915930000E-1,3.225791931E0,2.167492676E0,1.035322037E1
4.016670000E-1,2.788700867E0,2.236050110E0,9.239835663E0
4.117410000E-1,2.746638336E0,2.438129883E0,8.168962555E0
4.218150000E-1,2.806064758E0,2.432890778E0,7.887398071E0
4.318880000E-1,2.445314941E0,2.286495209E0,8.198750610E0
4.419620000E-1,2.127675476E0,2.276316376E0,8.804840240E0
4.520360000E-1,1.671723633E0,2.412383423E0,8.636590118E0
4.621100000E-1,7.536827087E-1,2.446961517E0,7.948171692E0
4.721840000E-1,5.658233643E-1,2.401605835E0,8.187823334E0
4.822580000E-1,1.377734985E0,2.373015289E0,9.087003479E0
4.923320000E-1,2.488275604E0,2.671644287E0,1.056502991E1
5.024050000E-1,3.150498505E0,2.664758606E0,1.186732178E1
5.124790000E-1,3.239263916E0,2.189496918E0,1.108968887E1
5.225530000E-1,2.956052856E0,1.814227295E0,9.631720734E0
5.326270000E-1,2.223326569E0,1.690285034E0,9.067543945E0
5.427010000E-1,1.406624908E0,1.831890564E0,9.101822662E0
5.527750000E-1,1.301543427E0,2.093696136E0,9.214388580E0
5.628480000E-1,2.104773102E0,2.456242218E0,8.890761566E0
5.729220000E-1,3.098406830E0,2.488874359E0,9.030570831E0
5.829960000E-1,3.310066681E0,2.210153961E0,9.518855438E0
5.930700000E-1,3.404669952E0,2.148781586E0,9.777218170E0
6.031440000E-1,3.598666534E0,2.573598175E0,9.700128479E0
6.132180000E-1,3.482957153E0,2.943628693E0,9.466913452E0
6.232920000E-1,3.153043213E0,2.876568146E0,9.429042206E0
6.333650000E-1,2.978655853E0,2.550396423E0,9.581575012E0
6.434390000E-1,3.098556519E0,2.312690735E0,9.626481628E0
6.535136250E-1,3.392245789E0,2.251018982E0,9.883497162E0
6.635876250E-1,4.325854340E0,2.842439117E0,9.690398712E0
6.736616250E-1,4.619543610E0,3.691922607E0,8.189769287E0
6.837356250E-1,3.478017426E0,3.469634857E0,8.087831268E0
6.938086250E-1,2.338586884E0,2.942580872E0,8.220455475E0
7.038826250E-1,2.098486176E0,2.941832428E0,8.135432281E0
7.139566250E-1,2.421065369E0,3.425626373E0,7.942034454E0
7.240306250E-1,2.742896118E0,3.640729065E0,7.801327057E0
7.341046250E-1,2.708018646E0,3.480861511E0,7.984096985E0
7.441786250E-1,2.362237701E0,3.025807800E0,8.478967896E0
7.542526250E-1,2.306553497E0,2.565215607E0,8.770411835E0
7.643256250E-1,2.793041840E0,2.732268219E0,8.873098297E0
7.743996250E-1,3.673510895E0,3.346291351E0,8.787925415E0
7.844736250E-1,4.549788666E0,4.031716003E0,8.792865143E0
7.945476250E-1,4.956492920E0,4.543950806E0,8.598718872E0
8.046216250E-1,4.829706573E0,4.623884583E0,8.478069763E0
8.146956250E-1,4.185146942E0,4.274062042E0,8.763077087E0
8.247686250E-1,3.601360931E0,3.569776611E0,8.944649506E0
8.348426250E-1,3.679348755E0,3.071612549E0,8.986861725E0
8.449166250E-1,4.013304291E0,2.741548920E0,8.894354095E0
8.549906250E-1,3.946393433E0,2.458337860E0,8.376131744E0
8.650646250E-1,3.423830109E0,2.057920532E0,8.374485168E0
8.751386250E-1,3.276536407E0,2.136507111E0,8.464298401E0
8.852126250E-1,3.602259064E0,2.636617126E0,8.356223145E0
8.952856250E-1,4.030368805E0,2.798131256E0,8.042026520E0
9.053596250E-1,4.211043091E0,2.649340668E0,7.696844330E0
