Timestamps,Gyro_X,Gyro_Y,Gyro_Z,Label,Set_Time
1.7177026536072384e+18,0.09292593984345,0.2296527957525,0.070991916831445,1,20000000000.0
1.7177026538072384e+18,-0.2929165667084999,0.5067272134299999,0.87700355348,1,20000000000.0
1.7177026540072384e+18,-1.3960371136999998,0.8804033200999999,1.53299931285,1,20000000000.0
1.7177026542072384e+18,-0.8148946620450002,1.980651032185,2.98045390255,1,20000000000.0
1.7177026544072384e+18,-2.8105782687500005,4.121966958,6.5728478193,1,20000000000.0
1.7177026546072384e+18,-0.7553540371949999,2.4888871491000004,5.01647374635,1,20000000000.0
1.7177026548072384e+18,0.8198074012894999,3.2085325301,3.2377634047500004,1,20000000000.0
1.7177026550072384e+18,0.9414459622284996,1.4949952040544998,-0.160996707515,1,20000000000.0
1.7177026552072384e+18,0.8891720105305001,0.270229413559,1.051243250075,1,20000000000.0
1.7177026554072384e+18,0.47310649249,0.0375391842926315,0.4020648535889473,1,20000000000.0
1.7177026556072384e+18,0.09244717546,0.1163465251605,-0.54182108193,1,20000000000.0
1.7177026558072384e+18,-1.052986270135,0.4231668599554999,-0.865434615345,1,20000000000.0
1.7177026560072384e+18,-0.9182451504775,-0.5127291584275,-0.4258169871885499,1,20000000000.0
1.7177026562072384e+18,-0.2734897454855,0.2421752982839999,0.188353831695,1,20000000000.0
1.7177026564072384e+18,-0.0115992492535,-0.0513297154565,-0.3437830651223501,1,20000000000.0
1.7177026566072384e+18,0.035094431536545,-0.1213474198245,-0.21867084756735,1,20000000000.0
1.7177026568072384e+18,-0.1285296916905,0.0660680643338649,-0.0351785900306999,1,20000000000.0
1.7177026570072384e+18,-0.2486563689949999,0.1211843779345,-0.009410984185715,1,20000000000.0
1.7177026572072384e+18,-0.3590465768473684,0.0594338448215789,-0.0576579587421052,1,20000000000.0
1.7177026574072384e+18,-0.769548314805,0.11962837041505,-0.029969432861,1,20000000000.0
1.7177026576072384e+18,-1.1013958097,0.441818591215,-0.1842388782209,1,20000000000.0
1.7177026578072384e+18,-1.0348839999,0.35726687823,0.03631402212285,1,20000000000.0
1.7177026580072384e+18,-0.5479523713515,-0.071982228422415,0.0944045584881149,1,20000000000.0
1.7177026582072384e+18,-0.068363861077,-0.1803702593825,0.0435124676714,1,20000000000.0
1.7177026584072384e+18,-0.191411609765,0.030937311518,0.1058845500253999,1,20000000000.0
1.7177026586072384e+18,-0.7772725746200001,0.3639078747481999,-0.2851969102269999,1,20000000000.0
