"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717772233108437E9,"2024-06-07 17:57:13.108 UTC+03:00"
"PAUSE",6.428636420832481E1,1.717772297393858E9,"2024-06-07 17:58:17.394 UTC+03:00"
