"event","experiment time","system time","system time text"
"START",0.000000000E0,1717699494.507,"2024-06-06 21:44:54.507 UTC+03:00"
"PAUSE",2.687938197E1,1717699521.387,"2024-06-06 21:45:21.387 UTC+03:00"
