"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717716449745592E9,"2024-06-07 01:27:29.746 UTC+02:00"
"PAUSE",1.484438126666668E2,1.717716598189095E9,"2024-06-07 01:29:58.189 UTC+02:00"
