"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.111791688E-3,-8.040235937E-2,-2.471152321E-2,-1.038847417E-1
1.513679168E-2,-5.358462781E-2,-2.972536348E-2,-9.556318820E-2
2.516079167E-2,-2.737512812E-2,-2.680440806E-2,-9.703618288E-2
3.518479169E-2,-1.065875217E-2,-1.642429642E-2,-1.106792837E-1
4.520879168E-2,-5.899150390E-3,-8.251587860E-3,-1.346037984E-1
5.523279167E-2,-1.042646635E-2,-1.927657751E-3,-1.583913714E-1
6.525679168E-2,-2.191774175E-2,-1.001144061E-3,-1.795880049E-1
7.528079167E-2,-3.609961644E-2,8.216874674E-3,-1.911765486E-1
8.530479169E-2,-4.691418260E-2,2.654874511E-2,-1.951025724E-1
9.532979169E-2,-4.561965913E-2,3.748350963E-2,-1.756809652E-1
1.053537917E-1,-4.015298933E-2,3.202509508E-2,-1.499156803E-1
1.153777917E-1,-2.595432848E-2,2.114079706E-2,-1.375291646E-1
1.254017917E-1,-1.668013632E-2,1.134222839E-2,-1.387078762E-1
1.354257917E-1,-1.549345069E-2,2.901781816E-3,-1.407140344E-1
1.454497917E-1,-2.227945253E-2,-1.806687214E-3,-1.408967227E-1
1.554737917E-1,-3.419997543E-2,3.903823439E-3,-1.385283321E-1
1.654977917E-1,-4.278094694E-2,1.363634598E-2,-1.368753016E-1
1.755227917E-1,-3.927037865E-2,2.285185643E-2,-1.390867829E-1
1.855467917E-1,-3.524021804E-2,4.003563523E-2,-1.384209991E-1
1.955707917E-1,-3.174322844E-2,6.030768156E-2,-1.289810687E-1
2.055947917E-1,-3.561386466E-2,7.290576398E-2,-1.181095093E-1
2.156187917E-1,-3.915700316E-2,6.993196905E-2,-1.089588404E-1
2.256427917E-1,-3.589596599E-2,5.587634072E-2,-1.185470223E-1
2.356672917E-1,-2.248821966E-2,3.979847208E-2,-1.459876746E-1
2.456912917E-1,-1.225395687E-2,2.828429639E-2,-1.787264496E-1
2.557162917E-1,-8.166316897E-3,3.325512260E-2,-2.099092305E-1
2.657402917E-1,-1.457734406E-2,4.400150850E-2,-2.390745729E-1
2.757642917E-1,-2.182137780E-2,5.214729533E-2,-2.610152364E-1
2.857882917E-1,-2.607657574E-2,5.036750436E-2,-2.727563083E-1
2.958122917E-1,-2.703024819E-2,3.563287109E-2,-2.751910090E-1
3.058362917E-1,-2.263337001E-2,2.756412374E-3,-2.697922587E-1
3.158602917E-1,-2.392608859E-2,-3.616391122E-2,-2.599973977E-1
3.258842917E-1,-2.776476741E-2,-7.316613942E-2,-2.393320650E-1
3.359092917E-1,-2.271435037E-2,-1.010507643E-1,-2.129888833E-1
3.459332917E-1,-6.654689554E-3,-1.177005842E-1,-1.920076907E-1
3.559572917E-1,9.397525340E-3,-1.258089095E-1,-1.731272936E-1
3.659812917E-1,2.839864604E-2,-1.380298883E-1,-1.357413083E-1
3.760052917E-1,2.702422440E-2,-1.627095938E-1,-9.849906713E-2
3.860292917E-1,4.570629820E-2,-1.480454355E-1,-6.816805899E-2
3.960532917E-1,5.880742520E-2,-1.244079843E-1,-4.739630222E-2
