"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717681824501654E9,"2024-06-06 15:50:24.502 UTC+02:00"
"PAUSE",6.647818762500538E1,1.717681890979149E9,"2024-06-06 15:51:30.979 UTC+02:00"
