"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.398333348E-3,-3.242257690E-1,2.409838715E0,8.114326172E0
1.138433334E-2,-4.444258118E-1,2.113305359E0,8.245453491E0
2.137033336E-2,-3.366499329E-1,1.834135895E0,8.878636780E0
3.135633335E-2,3.891906738E-3,1.613045654E0,9.720935211E0
4.134233334E-2,2.827619934E-1,1.476080475E0,1.048090485E1
5.132733335E-2,4.519102478E-1,1.457070007E0,1.105226669E1
6.131333334E-2,5.915698242E-1,1.542093201E0,1.126736938E1
7.129933336E-2,5.677693176E-1,1.626367950E0,1.113788864E1
8.128533335E-2,3.737727356E-1,1.619631958E0,1.079584991E1
9.127133334E-2,3.730242920E-1,1.689087524E0,1.028466293E1
1.012573334E-1,1.746867371E-1,1.737287292E0,9.673483887E0
1.112423333E-1,-1.646575928E-3,1.760189667E0,9.292675781E0
1.212283334E-1,5.987548828E-2,1.880539398E0,9.062903595E0
1.312143333E-1,2.017803955E-1,1.988614655E0,8.993597717E0
1.412003333E-1,2.459385681E-1,2.062261505E0,8.955876160E0
1.511863334E-1,2.847079468E-1,2.126777344E0,9.108408966E0
1.611713333E-1,4.543052673E-1,2.214794312E0,9.356592865E0
1.711573333E-1,6.041436768E-1,2.302811279E0,9.510023804E0
1.811433333E-1,6.198609924E-1,2.394121399E0,9.486822052E0
1.911293333E-1,6.090834045E-1,2.461181946E0,9.450447693E0
2.011153334E-1,5.029541016E-1,2.514471130E0,9.629774780E0
2.111013333E-1,4.722679138E-1,2.489323425E0,9.709558868E0
2.210863333E-1,3.568579102E-1,2.363734589E0,9.674681396E0
2.310723334E-1,1.904040527E-1,2.186054077E0,9.569899292E0
2.410583333E-1,8.128097534E-2,2.005978546E0,9.469458160E0
2.510443333E-1,1.661544800E-2,1.861678619E0,9.402547302E0
2.610303333E-1,-6.795867920E-2,1.713636475E0,9.367071075E0
2.710163333E-1,-8.532257080E-2,1.625619507E0,9.551637268E0
2.810013334E-1,-2.215393066E-2,1.610950012E0,9.800120544E0
2.909873333E-1,6.735992432E-3,1.632654877E0,9.951006775E0
3.009733333E-1,5.538482666E-2,1.678459625E0,9.969867554E0
3.109593334E-1,8.008346558E-2,1.725611572E0,9.890382843E0
3.209453333E-1,1.359173584E-1,1.805545349E0,9.735904083E0
3.309313334E-1,2.110610962E-1,1.943708038E0,9.441017303E0
3.409163333E-1,2.628533936E-1,2.109413452E0,9.262887726E0
3.509023333E-1,3.644920349E-1,2.248324585E0,9.326804810E0
3.608887500E-1,4.441264343E-1,2.270628204E0,9.652527466E0
3.708747500E-1,6.078858948E-1,2.184257813E0,1.009755203E1
3.808607500E-1,7.435038757E-1,2.059866486E0,1.038495438E1
3.908457500E-1,6.671626282E-1,1.962868195E0,1.030561935E1
4.008317500E-1,2.613565063E-1,1.802102509E0,1.010952713E1
4.108177500E-1,2.544708252E-2,1.763033752E0,9.917775879E0
4.208037500E-1,1.005908203E-1,1.657652893E0,9.582772522E0
4.307897500E-1,1.796264648E-3,1.746418304E0,9.185049591E0
4.407757500E-1,-2.844085693E-3,1.906884613E0,8.673563232E0
4.507607500E-1,-2.468367004E-1,1.679956512E0,8.569978638E0
4.607467500E-1,1.077758789E-1,1.288819885E0,8.739875336E0
4.707327500E-1,4.240681458E-1,9.624984741E-1,9.008416901E0
4.807187500E-1,3.864962769E-1,4.411326599E-1,9.484427032E0
4.907047500E-1,2.673440552E-1,3.757186890E-2,1.003213806E1
5.006907500E-1,3.091072083E-1,-1.848655701E-1,1.022164398E1
5.106757500E-1,3.074606323E-1,-2.368075562E-1,1.024020538E1
5.206617500E-1,1.707948303E-1,-2.342628479E-1,1.042222687E1
5.306477500E-1,9.145980835E-2,-3.065625000E-1,1.064211960E1
5.406337500E-1,1.249900818E-1,-3.588038635E-1,1.082878143E1
5.506197500E-1,5.104385376E-2,-4.068539429E-1,1.111259125E1
5.606047500E-1,-1.053808594E-1,-5.873785400E-1,1.102247864E1
5.705907500E-1,-4.144880676E-1,-8.186476135E-1,1.083402054E1
5.805767500E-1,-5.715115356E-1,-1.197659454E0,1.105047043E1
5.905627500E-1,-5.418731689E-1,-1.864522705E0,1.176014465E1
6.005487500E-1,-3.132984924E-1,-2.601889343E0,1.235740265E1
6.105347500E-1,-3.576063538E-1,-3.211870880E0,1.230141907E1
6.205197500E-1,-1.067729645E0,-3.750899963E0,1.177735886E1
6.305057500E-1,-1.841919708E0,-4.172273712E0,1.105870331E1
6.404917500E-1,-2.546953583E0,-4.208797760E0,1.000998413E1
6.504777500E-1,-3.337010651E0,-3.984414368E0,9.091194763E0
6.604637500E-1,-3.499422913E0,-3.424728241E0,8.106242981E0
6.704497500E-1,-2.997816010E0,-2.494113464E0,6.500083008E0
6.804347500E-1,-2.398462372E0,-1.423689423E0,5.094505920E0
6.904207500E-1,-1.704954529E0,-4.255650330E-1,5.083129578E0
7.004067500E-1,-1.450633392E0,-1.481918335E-2,6.309529266E0
7.103927500E-1,-1.327589264E0,-4.610412598E-1,8.058791656E0
7.203787500E-1,-1.989363098E-1,1.916015625E-1,1.040186920E1
7.303647500E-1,5.734574890E-1,-7.095245361E-2,1.184157532E1
7.403497500E-1,1.165027313E0,-5.481600952E-1,1.211760132E1
7.503357500E-1,1.486858063E0,-8.354127502E-1,1.192315567E1
7.603217500E-1,7.705975342E-1,-1.109492798E0,9.142837372E0
7.703077500E-1,5.333409119E-1,-8.202941895E-1,4.945565643E0
7.802937500E-1,1.983824615E0,-8.885522461E-1,6.344855804E0
7.902787500E-1,3.075953522E0,-1.223256226E0,8.334518280E0
8.002647500E-1,2.883902893E0,-1.248703308E0,9.732610931E0
8.102507500E-1,1.668879547E0,-9.422904968E-1,1.006746460E1
8.202367500E-1,1.085392914E0,-3.966751099E-1,9.958341522E0
8.302227500E-1,1.347797241E0,7.439529419E-2,1.066247726E1
8.402087500E-1,1.427880707E0,-4.511618042E-1,1.115989288E1
8.501937500E-1,1.216071167E0,-1.304986267E0,1.041040146E1
8.601797500E-1,1.341959381E0,-1.144220581E0,9.088650055E0
8.701657500E-1,9.162446594E-1,-7.125183105E-1,7.404951324E0
8.801517500E-1,3.803590393E-1,-1.121168518E0,6.415658569E0
8.901377500E-1,1.480421448E-1,-1.560804291E0,7.145241394E0
9.001237500E-1,4.468208313E-1,-1.175056458E0,9.475146332E0
9.101087500E-1,7.948471069E-1,-8.226892090E-1,1.191522217E1
9.200947500E-1,7.399113464E-1,-7.991880798E-1,1.349084564E1
9.300807500E-1,5.683680725E-1,-8.517288208E-1,1.395024033E1
9.400667500E-1,2.246827698E-1,-8.018824768E-1,1.322469910E1
9.500527500E-1,-4.686753845E-1,-1.099613342E0,1.089973389E1
9.600377500E-1,-4.004173279E-1,-1.281784515E0,9.638157349E0
9.700237500E-1,5.005590820E-1,-4.311035156E-1,1.110540619E1
9.800097500E-1,1.334924011E0,5.514532471E-1,1.344354401E1
9.899957500E-1,2.120191040E0,1.489851837E0,1.458941116E1
9.999817500E-1,3.104095001E0,2.253713379E0,1.480660950E1
1.009967750E0,3.140469360E0,2.386187897E0,1.381387390E1
1.019952750E0,2.259102173E0,2.068249054E0,1.244062958E1
1.029938750E0,1.429377594E0,1.010398865E0,1.054242691E1
1.039924750E0,1.263073425E0,5.839356995E-1,9.590556335E0
1.049910750E0,1.840273132E0,1.197958832E0,9.749525757E0
1.059896750E0,2.122735748E0,1.438508606E0,9.510472870E0
1.069882750E0,2.763253784E0,2.134860535E0,9.657766571E0
1.079867750E0,3.167113953E0,2.149380341E0,9.367819519E0
1.089853750E0,3.112327881E0,2.636168060E0,8.964408417E0
1.099839750E0,2.898123322E0,2.831960907E0,9.019793243E0
1.109825750E0,2.569406891E0,2.123184814E0,8.738677826E0
1.119811750E0,2.467319183E0,1.228794708E0,8.186625824E0
1.129796750E0,2.829715576E0,8.195457458E-1,7.408843231E0
1.139782750E0,3.099754028E0,1.205143890E0,6.691834259E0
1.149768750E0,4.086202698E0,2.387984161E0,6.483168182E0
1.159754750E0,4.972659302E0,3.168760529E0,6.694079590E0
1.169740750E0,6.098917236E0,4.162394257E0,6.840624847E0
1.179726750E0,6.564000092E0,4.602479095E0,7.390132141E0
1.189711750E0,7.441325684E0,4.778513031E0,8.436755676E0
1.199697750E0,8.013735352E0,4.928351440E0,8.494984589E0
1.209683750E0,7.335046692E0,4.193679199E0,7.692952423E0
1.219669750E0,7.576644287E0,3.642076263E0,7.187004547E0
1.229655750E0,7.436385956E0,3.558849335E0,6.898704071E0
1.239641750E0,7.465425568E0,3.607647858E0,6.984326019E0
1.249626750E0,7.627239075E0,3.514092407E0,7.130721588E0
1.259612750E0,7.026238861E0,3.360511780E0,7.331304474E0
1.269598750E0,6.976542206E0,2.979553986E0,7.211703186E0
1.279584750E0,6.981781311E0,3.231330414E0,6.818620605E0
1.289570750E0,7.037615204E0,3.550167389E0,6.745273132E0
1.299555750E0,7.504344635E0,4.038152618E0,7.208859100E0
1.309541750E0,7.841892700E0,4.428241425E0,7.421267395E0
1.319527750E0,7.537575531E0,4.338278503E0,7.121889954E0
1.329513750E0,7.456144867E0,4.159999237E0,6.817872162E0
1.339499750E0,6.812034302E0,3.954476624E0,6.901847534E0
1.349485750E0,6.799011383E0,3.891307983E0,6.868017883E0
1.359470500E0,6.785539398E0,3.878883820E0,6.797065430E0
1.369456500E0,6.237528992E0,3.749253387E0,6.707850952E0
1.379442500E0,6.195017395E0,3.966002655E0,6.390959930E0
1.389428500E0,6.189179535E0,4.622836761E0,6.370302887E0
1.399414500E0,6.082451477E0,5.492378540E0,6.650220795E0
1.409400500E0,6.088588715E0,6.230792999E0,6.998546448E0
1.419385500E0,5.810317383E0,6.638994141E0,7.279512177E0
1.429371500E0,5.866001587E0,7.012317810E0,7.379803619E0
1.439357500E0,5.883664856E0,7.445067902E0,7.218738556E0
1.449343500E0,4.542902985E0,7.666756897E0,6.658753052E0
1.459329500E0,3.542533264E0,7.949219513E0,5.299579468E0
1.469314500E0,3.522474976E0,8.337512054E0,2.945125580E0
1.479300500E0,4.694986725E0,9.049132233E0,1.434616699E0
1.489286500E0,3.395838318E0,8.276738434E0,7.030879211E-1
1.499272500E0,4.523144073E0,8.666827240E0,6.102809143E-1
1.509258500E0,4.295766907E0,8.931027832E0,1.118474121E0
1.519244500E0,4.070186005E0,9.179211731E0,2.174528046E0
1.529229500E0,4.057761841E0,9.103319550E0,3.774999847E0
1.539215500E0,4.180207214E0,8.474327545E0,5.007237396E0
1.549201500E0,4.927902374E0,7.167395325E0,5.613626404E0
1.559187500E0,4.857249298E0,4.204905853E0,6.619235229E0
1.569173500E0,4.627626801E0,1.835932159E0,7.210056610E0
1.579159500E0,4.923711090E0,2.374063110E0,6.455475769E0
1.589144500E0,5.295537872E0,4.859344940E0,5.064867554E0
1.599130500E0,4.568050690E0,6.590494995E0,3.678151245E0
1.609116500E0,3.848047943E0,7.329508209E0,2.135010223E0
1.619102500E0,2.748284912E0,7.181316376E0,6.370751953E-1
1.629088500E0,2.028132477E0,6.981631622E0,-5.563929749E-1
1.639073500E0,1.257385254E0,6.965165863E0,-1.506167908E0
1.649059500E0,6.920109558E-1,7.070696411E0,-1.740430756E0
1.659045500E0,1.497485962E0,8.090226288E0,1.664538574E-1
1.669031500E0,-1.847158813E-1,7.887248383E0,2.860701141E0
1.679017500E0,1.868115234E-1,8.151299286E0,5.430108032E0
1.689003500E0,1.981878662E-1,8.159532166E0,6.913223877E0
1.698988500E0,6.234535217E-1,7.728578339E0,6.870712280E0
1.708974500E0,1.280137939E0,8.773106232E0,5.620661774E0
1.718960500E0,2.025887146E0,1.037851776E1,3.755690002E0
1.728946500E0,1.360221405E0,1.077519287E1,1.168619843E0
1.738932500E0,-1.842668152E-1,1.095691498E1,-9.851014709E-1
1.748917500E0,-1.436712341E0,1.074166260E1,-2.114502869E0
1.758903500E0,-1.953288116E0,1.057880127E1,-2.227517853E0
1.768889500E0,-1.832938385E0,1.038779846E1,-1.901795197E0
1.778875500E0,-8.387059021E-1,1.138023468E1,3.155438232E-1
1.788861500E0,1.606159973E-1,1.221923996E1,2.762804718E0
1.798847500E0,1.172661438E0,1.138712036E1,3.632496185E0
1.808832500E0,1.749412079E0,9.655072174E0,2.871927795E0
1.818818500E0,8.640032959E-1,4.015250244E0,1.335971832E0
1.828804500E0,8.216413879E-1,2.513572998E0,6.159690857E0
1.838790500E0,-1.676064606E0,7.677235107E0,5.288352814E0
1.848776500E0,-8.876541138E-1,1.219633759E1,2.011517029E0
1.858762500E0,-1.996847534E-1,1.395817383E1,-6.391708374E-1
