"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.639333344E-3,-7.496572137E-1,-3.644652963E-1,-2.044684738E-1
1.762533333E-2,-8.278540373E-1,-4.327407479E-1,-1.099305227E-1
2.761133335E-2,-8.166107535E-1,-4.194318354E-1,-3.333378956E-2
3.759733334E-2,-7.203896642E-1,-3.361095190E-1,1.659142599E-2
4.758233335E-2,-5.654298663E-1,-1.827807128E-1,4.270163178E-2
5.756833334E-2,-3.722827733E-1,-2.142232843E-3,4.270322993E-2
6.755433333E-2,-1.600029469E-1,1.372343600E-1,2.892749384E-2
7.754033335E-2,4.013974592E-2,2.222075760E-1,1.167899929E-2
8.752633334E-2,2.013038695E-1,2.325746417E-1,-6.333688274E-3
9.751233333E-2,3.231562674E-1,1.617587954E-1,-6.547006778E-3
1.074973333E-1,3.852782845E-1,5.652328208E-2,3.087732242E-3
1.174833333E-1,3.868045509E-1,-5.097255111E-2,1.785123348E-2
1.274693334E-1,3.343216181E-1,-1.245584562E-1,4.566954076E-2
1.374553333E-1,2.573440075E-1,-1.677967459E-1,8.839783818E-2
1.474413333E-1,1.666549891E-1,-1.749201268E-1,1.237544045E-1
1.574273334E-1,6.431903690E-2,-1.131646261E-1,1.399895698E-1
1.674123333E-1,-3.531768173E-2,-2.608461492E-2,1.150962934E-1
1.773983334E-1,-1.262015104E-1,2.528163604E-2,7.199382782E-2
1.873843333E-1,-1.773848981E-1,3.889695182E-2,1.711469144E-2
1.973703333E-1,-1.871360540E-1,4.394044727E-2,-4.334678873E-2
2.073563334E-1,-1.783249676E-1,6.454093754E-2,-1.064265147E-1
2.173423333E-1,-1.684100181E-1,7.434110343E-2,-1.481707692E-1
2.273273334E-1,-1.595927775E-1,6.714192033E-2,-1.579169482E-1
2.373133333E-1,-1.553873867E-1,4.850405082E-2,-1.488366425E-1
2.472993333E-1,-1.551101208E-1,8.059383370E-3,-1.186970696E-1
2.572853334E-1,-1.409405172E-1,-5.232885852E-2,-7.451469451E-2
2.672713333E-1,-1.080623567E-1,-1.110587344E-1,-2.473218180E-2
2.772563334E-1,-6.021999568E-2,-1.239990368E-1,2.602660283E-2
2.872423333E-1,-3.994785249E-3,-1.144511104E-1,7.413319498E-2
2.972283333E-1,4.882661626E-2,-9.834004939E-2,1.144393384E-1
3.072143334E-1,9.647647291E-2,-8.460181206E-2,1.325605959E-1
3.172003333E-1,1.287577152E-1,-9.031855315E-2,1.327582002E-1
3.271863333E-1,1.375621557E-1,-1.423909366E-1,1.185607985E-1
3.371713333E-1,1.269300282E-1,-2.451958805E-1,1.025461480E-1
3.471573333E-1,1.040463299E-1,-3.155947626E-1,9.305685759E-2
3.571437500E-1,5.549343303E-2,-2.876116037E-1,9.472879022E-2
3.671297500E-1,-5.167867616E-2,-1.303798258E-1,9.835743159E-2
3.771157500E-1,-2.155533582E-1,9.245856851E-2,1.152602509E-1
3.871017500E-1,-4.109166861E-1,2.764873505E-1,1.597941220E-1
3.970867500E-1,-6.002354622E-1,3.614491224E-1,2.278903425E-1
4.070727500E-1,-7.777385712E-1,3.992610276E-1,2.849608064E-1
4.170587500E-1,-9.621139765E-1,4.721206129E-1,2.983613014E-1
4.270447500E-1,-1.139086127E0,4.833697975E-1,2.859640121E-1
4.370307500E-1,-1.274044394E0,3.218472004E-1,2.472474873E-1
4.470167500E-1,-1.439337492E0,2.126799971E-1,2.222692668E-1
4.570017500E-1,-1.680522919E0,1.321934164E-1,2.151045650E-1
4.669877500E-1,-1.913634181E0,-3.930576518E-2,2.613089979E-1
4.769737500E-1,-2.151776075E0,-1.202988774E-1,3.421449959E-1
4.869597500E-1,-2.391465664E0,-2.607495338E-2,4.271656275E-1
4.969457500E-1,-2.598845243E0,1.648577154E-1,5.010731816E-1
5.069307500E-1,-2.734156370E0,3.627533913E-1,5.475847125E-1
5.169167500E-1,-2.769799948E0,4.859560132E-1,5.575068593E-1
5.269027500E-1,-2.716492414E0,5.697404146E-1,5.271816254E-1
5.368887500E-1,-2.611740112E0,7.504864931E-1,4.609341621E-1
5.468747500E-1,-2.490454674E0,1.125275254E0,3.842792213E-1
5.568607500E-1,-2.331702709E0,1.583947182E0,3.312623501E-1
5.668457500E-1,-2.127861738E0,2.019566059E0,3.034302592E-1
