"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.070068200E-2,-9.074779749E-1,4.673182487E0,9.059226990E0
4.306906800E-2,-8.931210637E-1,4.584648132E0,8.956335068E0
4.543750500E-2,-8.620143533E-1,4.546362877E0,8.901300430E0
4.780589100E-2,-8.090731502E-1,4.476971149E0,8.886942863E0
5.017427600E-2,-7.109674215E-1,4.438685894E0,8.908478737E0
5.254271400E-2,-5.793621540E-1,4.443471432E0,8.910871506E0
5.491115100E-2,-4.262215197E-1,4.455435753E0,8.896514893E0
5.727953700E-2,-3.233301640E-1,4.529613495E0,8.934800148E0
5.964797400E-2,-2.994019389E-1,4.737788677E0,9.128618240E0
6.201635900E-2,-2.512463629E-1,5.013262749E0,9.468698502E0
6.438474500E-2,-1.842473447E-1,5.358128071E0,9.839884758E0
6.675318200E-2,-2.826521695E-1,5.791228771E0,1.017966557E1
6.912156800E-2,-4.621138871E-1,6.160022736E0,1.045753193E1
7.149000500E-2,-5.673980713E-1,6.372983932E0,1.080209827E1
7.385839100E-2,-5.697908998E-1,6.543173313E0,1.095075321E1
7.622682800E-2,-4.932205677E-1,6.681957245E0,1.081884861E1
7.859521400E-2,-3.975076675E-1,6.758527756E0,1.061545849E1
8.096365100E-2,-2.273181528E-1,6.758527756E0,1.040010452E1
8.333203700E-2,1.196411327E-1,6.626922131E0,1.026819992E1
8.570047400E-2,3.233301640E-1,6.502495766E0,1.016291618E1
8.806885900E-2,3.903291821E-1,6.457031727E0,1.009830952E1
9.043724500E-2,4.812564552E-1,6.413661957E0,1.007916737E1
9.280568200E-2,6.104688644E-1,6.322734833E0,1.008873844E1
9.517406800E-2,8.138588071E-1,6.179165363E0,1.012702370E1
9.754250500E-2,1.086939692E0,5.980561256E0,1.021795082E1
9.991089100E-2,1.304686546E0,5.705087185E0,1.033519936E1
1.022793280E-1,1.683051586E0,5.187938690E0,1.062024403E1
1.046477140E-1,1.982453585E0,4.491328239E0,1.089541912E1
1.070161510E-1,1.922333837E0,4.031607151E0,1.090977573E1
1.093845370E-1,1.809871197E0,3.734897137E0,1.086431217E1
1.117529740E-1,1.534696579E0,3.638885021E0,1.064417267E1
1.141213590E-1,1.261615753E0,3.626920938E0,1.041685390E1
1.164897970E-1,9.888339639E-1,3.799503326E0,1.015813065E1
1.188581820E-1,6.511468887E-1,4.237689018E0,9.614660263E0
1.212266200E-1,3.783650696E-1,4.661218643E0,9.207581520E0
1.235950050E-1,3.161516786E-1,4.843372345E0,9.267701149E0
1.259633910E-1,5.075774789E-1,4.850550652E0,9.547661781E0
1.283318280E-1,9.361918569E-1,4.704289436E0,9.662516594E0
1.307002140E-1,1.450947881E0,4.424329281E0,9.578767776E0
1.330686510E-1,1.910369754E0,4.029214382E0,9.346664429E0
1.354370370E-1,2.271985054E0,3.591028690E0,9.052047729E0
1.378054740E-1,2.492124796E0,3.167499065E0,8.776873589E0
1.401738590E-1,2.590529680E0,2.834597588E0,8.432007790E0
1.425422970E-1,2.607279301E0,2.566601276E0,8.125427246E0
1.449106820E-1,2.640778780E0,2.343769789E0,7.843074322E0
1.472791200E-1,2.767598391E0,2.188236237E0,7.639684677E0
1.496475050E-1,3.059522867E0,2.020738840E0,7.531708241E0
1.520159430E-1,3.626920938E0,1.812264085E0,7.632505894E0
1.543843280E-1,4.357329845E0,1.577767372E0,7.895716667E0
1.567527660E-1,5.003691196E0,1.364507079E0,8.041678429E0
1.591211510E-1,5.429912567E0,1.216152072E0,7.835896015E0
1.614895890E-1,5.585446358E0,1.065404296E0,7.321139812E0
1.638579740E-1,5.528018475E0,9.290133715E-1,6.562315941E0
1.662264120E-1,5.269294739E0,8.066803217E-1,5.690730572E0
1.685947970E-1,4.831408024E0,6.559324861E-1,4.819443703E0
1.709631820E-1,4.264009953E0,5.243272781E-1,4.074677944E0
1.733316200E-1,3.540779352E0,4.238287210E-1,3.524029493E0
1.757000050E-1,2.688635349E0,3.831507266E-1,3.296711445E0
1.780684430E-1,1.874477386E0,3.616153300E-1,3.244069338E0
1.804368280E-1,1.118046403E0,2.826521695E-1,3.306282759E0
1.828052660E-1,4.621138871E-1,1.579262912E-1,3.440280676E0
1.851736510E-1,2.871387079E-2,1.220339537E-1,3.605385542E0
1.875420890E-1,-9.332008660E-2,1.698904037E-1,3.864109516E0
1.899104740E-1,5.264209956E-2,1.627119333E-1,4.333401680E0
1.922789120E-1,3.041875660E-1,2.392822690E-2,5.027619362E0
1.946472970E-1,4.884349108E-1,-4.908277392E-1,6.372983932E0
1.970157340E-1,5.482555032E-1,-1.249651670E0,8.288438797E0
1.993841200E-1,4.716851711E-1,-2.135594130E0,1.032562828E1
2.017525050E-1,3.329014480E-1,-3.040380239E0,1.210469151E1
