"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-1.400833333E-3,-6.317744963E-3,-4.428939149E-2,-3.141966462E-2
8.533166667E-3,-6.356627215E-3,-4.379510880E-2,-3.100607358E-2
1.846616667E-2,-6.731458474E-3,-3.874423355E-2,-2.719852328E-2
2.839929167E-2,-4.108244553E-3,-3.185250610E-2,-2.465413883E-2
3.833229167E-2,1.979659311E-3,-1.921498589E-2,-2.370305359E-2
4.826629167E-2,1.207608846E-3,-6.278414279E-3,-1.766486838E-2
5.819929167E-2,-5.135299289E-4,-1.056049485E-3,-1.238596532E-2
6.813329167E-2,-6.537866779E-3,1.147449715E-3,-5.249226931E-3
7.806629167E-2,-1.204624679E-2,3.358186688E-3,-3.053842345E-3
8.800029167E-2,-8.359899744E-3,1.182996854E-2,-8.149228524E-4
9.793329167E-2,-1.163176959E-3,2.421357483E-2,-1.711357734E-3
1.078672917E-1,5.112562329E-3,3.706146032E-2,-8.921693079E-4
1.178002917E-1,7.717115805E-4,4.069512710E-2,2.418546705E-3
1.277342917E-1,6.798445247E-3,4.558069631E-2,1.087541506E-2
1.376672917E-1,1.440232247E-2,4.422787949E-2,1.550899446E-2
1.476012917E-1,1.998404227E-2,4.685615376E-2,1.220374368E-2
1.575342917E-1,2.621225454E-2,5.139059946E-2,1.386866719E-2
1.674682917E-1,2.829910815E-2,5.983202159E-2,1.465429924E-2
1.774012917E-1,2.896463312E-2,6.086559594E-2,1.730760746E-2
1.873352917E-1,2.769803256E-2,6.254311651E-2,2.199849859E-2
1.972682917E-1,2.079794556E-2,5.082090199E-2,2.385511436E-2
2.072022917E-1,1.404709928E-2,4.731964692E-2,2.075812593E-2
2.171352917E-1,5.168876611E-3,5.140722916E-2,1.738705486E-2
2.270692917E-1,3.367248457E-3,5.090842023E-2,1.832528599E-2
2.370022917E-1,6.523935124E-3,5.766655877E-2,1.852932572E-2
2.469362917E-1,3.945728764E-3,5.839466676E-2,1.633647829E-2
2.568692917E-1,-5.290803383E-4,5.580376089E-2,1.136807539E-2
2.668032917E-1,-7.046900690E-3,6.022194773E-2,4.890734330E-3
2.767362917E-1,-1.260993630E-2,5.638762936E-2,2.952259267E-3
2.866702917E-1,-8.435164578E-3,4.266089946E-2,3.495277604E-3
2.966032917E-1,-6.346980110E-3,3.645040467E-2,1.263548853E-3
3.065372917E-1,-8.614009712E-4,2.284085378E-2,-4.960258491E-3
3.164702917E-1,-4.023658112E-3,1.920796558E-2,-6.822818425E-3
3.264042917E-1,-3.039353993E-3,1.258068997E-2,-9.332048707E-3
3.363372917E-1,-6.896061823E-3,1.018020092E-3,-1.380915940E-2
3.462712917E-1,-2.508770209E-3,-3.033446614E-3,-9.981397539E-3
3.562042917E-1,6.143758073E-3,1.860135002E-3,-1.200293377E-2
3.661382917E-1,1.691438071E-2,-1.228817459E-2,-1.114033535E-2
3.760722917E-1,2.229154669E-2,-1.521501970E-2,-1.504568942E-2
3.860052917E-1,3.171567619E-2,-1.094144583E-2,-1.983378641E-2
3.959392917E-1,2.629866637E-2,-2.432211768E-4,-2.974195406E-2
4.058722917E-1,4.035243019E-2,-4.586570431E-3,-2.841570228E-2
4.158062917E-1,2.739424445E-2,-1.903614774E-2,-2.935652062E-2
4.257392917E-1,3.486787528E-2,-2.414222620E-2,-1.844821312E-2
4.356732917E-1,3.294677287E-2,-3.945166245E-2,-2.704380546E-3
4.456062917E-1,2.548566088E-2,-4.569677636E-2,6.582061760E-3
4.555402917E-1,1.985588297E-2,-3.076348640E-2,2.821327886E-3
4.654732917E-1,9.205636568E-3,-8.576424792E-3,-5.908514373E-3
4.754072917E-1,4.598736297E-3,6.853710860E-3,-5.031394772E-3
4.853402917E-1,-1.302029821E-3,3.281678073E-4,-4.266268574E-3
4.952742917E-1,-6.795045920E-3,-5.104344338E-3,-8.894361090E-4
5.052072917E-1,-6.511685438E-3,-4.658264574E-3,-5.751831923E-4
5.151412917E-1,-8.690049872E-3,-4.823813215E-4,-8.014112245E-4
5.250742917E-1,-8.550765924E-3,-2.552190097E-3,1.609281870E-3
5.350082917E-1,-1.155794598E-2,-4.346721806E-3,2.353621181E-3
5.449412917E-1,-6.775706541E-3,-1.458098367E-2,3.732339479E-3
5.548752917E-1,2.557259053E-3,-1.240116265E-2,3.754021600E-5
5.648082917E-1,-4.241497372E-4,-4.774135537E-3,-2.965440275E-3
5.747422917E-1,-3.598055919E-4,-5.847930443E-3,-6.070445292E-3
5.846752917E-1,-3.497541882E-3,-5.007436499E-3,-6.322912872E-3
5.946092917E-1,-8.419800550E-3,-8.512517437E-3,-6.546366960E-3
6.045422917E-1,-8.574264124E-3,-1.005688403E-2,-7.887002081E-3
6.144762917E-1,-7.004410028E-3,-8.871792816E-3,-9.179744869E-3
6.244092917E-1,-9.937616065E-3,-1.623197086E-2,-7.320858538E-3
6.343432917E-1,-9.206334129E-3,-2.338818274E-2,-4.871379584E-3
6.442762917E-1,-7.053168491E-3,-1.950662397E-2,-6.560356356E-3
6.542102917E-1,-5.887520034E-3,-1.399106160E-2,-1.111202221E-2
6.641432917E-1,-9.713150561E-3,-9.779006243E-3,-1.027871948E-2
6.740772917E-1,-6.882519461E-3,-9.389221668E-3,-7.951957174E-3
6.840102917E-1,-7.843654603E-3,-1.041160896E-2,-6.440879777E-3
6.939442917E-1,-4.276043735E-3,-1.093025226E-2,-3.751465119E-3
7.038772917E-1,-2.801185474E-3,-9.965920821E-3,-4.447082989E-3
7.138112917E-1,-1.506971195E-3,-1.224875916E-2,-9.902294260E-4
7.237442917E-1,-3.647620091E-3,-1.021197438E-2,2.753047738E-4
7.336782917E-1,-6.984764710E-3,-7.726273499E-3,-1.422935165E-4
7.436112917E-1,-8.082253858E-3,-6.024247035E-3,-1.877076575E-3
7.535452917E-1,-7.725041825E-3,-8.004862815E-3,2.785782097E-3
7.634782917E-1,1.605609548E-3,-1.324676350E-2,1.460326603E-3
7.734122917E-1,6.742929108E-3,-1.513044070E-2,2.339365892E-3
7.833452917E-1,8.067052811E-3,-1.195568591E-2,-2.662050771E-3
7.932792917E-1,9.785158560E-3,-1.010230649E-2,-4.037050530E-3
8.032122917E-1,1.027198415E-2,-8.781645447E-3,-6.508996710E-3
8.131462917E-1,1.003461611E-2,-1.093402691E-2,-5.953507032E-3
8.230792917E-1,1.110547315E-2,-9.974224493E-3,-4.875459243E-3
8.330132917E-1,1.551808417E-2,-1.113635767E-2,-8.646817878E-3
8.429462917E-1,1.481634192E-2,-1.589675806E-2,-5.625727586E-3
8.528802917E-1,2.066552453E-2,-1.642195694E-2,-9.745441377E-3
8.628132917E-1,2.136220783E-2,-1.105701830E-2,-1.129273791E-2
8.727472917E-1,1.839585789E-2,-3.991502803E-3,-1.604310423E-2
8.826802917E-1,1.275874395E-2,5.309853703E-3,-1.747428626E-2
8.926142917E-1,9.991453029E-3,1.287802495E-2,-1.428115554E-2
9.025472917E-1,2.137433551E-2,9.389816783E-3,-8.154554293E-3
9.124812917E-1,3.621035442E-2,4.193166737E-3,-7.695495151E-3
9.224142917E-1,5.097572133E-2,4.211276304E-3,-4.910627380E-3
9.323482917E-1,5.305171385E-2,7.048818748E-3,-3.202909138E-3
9.422822917E-1,5.273186788E-2,6.033888552E-3,5.590722430E-4
9.522152917E-1,4.749783501E-2,5.242545158E-3,8.922910318E-3
9.621492917E-1,4.344344139E-2,7.284923457E-3,9.955684654E-3
9.720822917E-1,4.264096916E-2,5.426358897E-3,7.283902727E-3
9.820162917E-1,5.012525246E-2,2.086923085E-2,8.307888173E-3
9.919492917E-1,5.787004903E-2,2.725600824E-2,6.271317601E-3
1.001883292E0,6.953895837E-2,2.561656758E-2,7.500899024E-3
1.011816292E0,7.165561616E-2,2.190081403E-2,7.426003460E-3
1.021750292E0,7.338587195E-2,1.139464416E-2,9.655069560E-3
1.031683417E0,6.879734248E-2,7.449788973E-3,4.696253221E-3
1.041617417E0,7.056088746E-2,1.901376806E-2,6.742094178E-3
1.051550417E0,7.211868465E-2,2.087661624E-2,7.066911086E-3
1.061484417E0,8.022188395E-2,2.383219451E-2,6.692204624E-3
1.071417417E0,8.415763825E-2,2.612939663E-2,-3.274788614E-4
1.081351417E0,7.986382395E-2,2.327528596E-2,-2.214062260E-3
1.091284417E0,8.038902283E-2,2.298929542E-2,-1.131924102E-3
1.101218417E0,7.267757505E-2,2.822453529E-2,5.663735792E-4
1.111151417E0,6.082928926E-2,2.523609437E-2,3.846791806E-3
1.121085417E0,4.502609372E-2,1.855688542E-2,1.126129925E-2
1.131018417E0,2.702120133E-2,5.692502484E-3,1.561135519E-2
1.140952417E0,7.248028647E-3,-3.436813597E-3,1.363821980E-2
1.150885417E0,-9.906028397E-3,-1.278824545E-2,1.060352102E-2
1.160819417E0,-1.823453233E-2,-1.532703638E-2,6.075081415E-3
1.170752417E0,-2.504472807E-2,-1.880418509E-2,2.413392067E-3
1.180686417E0,-1.964836568E-2,-1.969314925E-2,-4.004293587E-3
1.190619417E0,-1.224799454E-2,-7.702830248E-3,-7.971163839E-3
1.200553417E0,-1.052679308E-2,-1.269357745E-4,-1.306845434E-2
1.210486417E0,-1.484330278E-2,-1.106163952E-3,-1.756861806E-2
