"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.400833333E-3,7.893086243E-1,4.063150635E0,8.922495575E0
8.533166667E-3,8.231382751E-1,4.047283630E0,8.901688843E0
1.846616667E-2,8.214916992E-1,4.047732697E0,8.916208649E0
2.839929167E-2,8.089178467E-1,4.068988495E0,8.878337402E0
3.833229167E-2,7.929011536E-1,4.004772034E0,8.882229309E0
4.826629167E-2,7.406597900E-1,3.970044250E0,8.924890594E0
5.819929167E-2,7.137158203E-1,3.963308258E0,8.915011139E0
6.813329167E-2,6.661148071E-1,3.956871643E0,8.856632538E0
7.806629167E-2,6.560856628E-1,3.993844757E0,8.767268372E0
8.800029167E-2,6.280938721E-1,3.986360321E0,8.766819305E0
9.793329167E-2,6.873706055E-1,4.008065186E0,8.896749115E0
1.078672917E-1,7.155120850E-1,4.049379272E0,8.964408417E0
1.178002917E-1,7.102729797E-1,4.042194214E0,8.900940399E0
1.277342917E-1,6.273454285E-1,4.067790985E0,8.870553589E0
1.376672917E-1,5.719606018E-1,4.118535461E0,8.868757324E0
1.476012917E-1,5.547463989E-1,4.136348419E0,8.897048492E0
1.575342917E-1,5.830375671E-1,4.145329742E0,8.955427094E0
1.674682917E-1,6.656657410E-1,4.124672699E0,8.897497559E0
1.774012917E-1,6.469546509E-1,4.066593475E0,8.857081604E0
1.873352917E-1,6.301895142E-1,4.051923981E0,8.844058685E0
1.972682917E-1,5.613327026E-1,4.061054993E0,8.789721680E0
2.072022917E-1,5.182223511E-1,4.102518768E0,8.763675842E0
2.171352917E-1,5.249583435E-1,4.106410675E0,8.780890045E0
2.270692917E-1,5.242098999E-1,4.085005188E0,8.751101990E0
2.370022917E-1,4.987628174E-1,4.049978027E0,8.809031525E0
2.469362917E-1,4.602928162E-1,4.067790985E0,8.807235260E0
2.568692917E-1,4.794529724E-1,4.092190247E0,8.741072845E0
2.668032917E-1,5.072950745E-1,4.089196472E0,8.707991638E0
2.767362917E-1,5.144801331E-1,4.128265228E0,8.790320435E0
2.866702917E-1,5.046006775E-1,4.159849548E0,8.778045959E0
2.966032917E-1,4.782554626E-1,4.168830872E0,8.817713470E0
3.065372917E-1,4.460723877E-1,4.184997253E0,8.873098297E0
3.164702917E-1,4.273612976E-1,4.202211456E0,8.833281097E0
3.264042917E-1,4.303550720E-1,4.193379822E0,8.814420319E0
3.363372917E-1,4.876858521E-1,4.188889160E0,8.842262421E0
3.462712917E-1,4.867877197E-1,4.196672974E0,8.813821564E0
3.562042917E-1,4.055067444E-1,4.175866241E0,8.808283081E0
3.661382917E-1,2.594105530E-1,4.209695892E0,8.868907013E0
3.760722917E-1,2.062710571E-1,4.200564880E0,8.933871918E0
3.860052917E-1,3.103047180E-1,4.215982819E0,8.949738922E0
3.959392917E-1,4.397854614E-1,4.204157410E0,8.921447754E0
4.058722917E-1,5.484594727E-1,4.113146667E0,8.781937866E0
4.158062917E-1,4.622387695E-1,4.067192230E0,8.938362579E0
4.257392917E-1,4.757107544E-1,4.048331451E0,8.835975494E0
4.356732917E-1,3.236270142E-1,3.874842224E0,8.912616119E0
4.456062917E-1,2.293231201E-1,3.778143311E0,8.937763824E0
4.555402917E-1,3.224295044E-1,3.814817047E0,8.918753357E0
4.654732917E-1,4.429289246E-1,3.920646973E0,8.869655457E0
4.754072917E-1,5.550457764E-1,3.993545380E0,8.789122925E0
4.853402917E-1,5.051994324E-1,4.040996704E0,8.861123199E0
4.952742917E-1,4.926255798E-1,4.092040558E0,8.914262695E0
5.052072917E-1,4.589456177E-1,4.116589508E0,8.905281372E0
5.151412917E-1,4.315525818E-1,4.101171570E0,8.924291840E0
5.250742917E-1,4.417314148E-1,4.111949158E0,8.893006897E0
5.350082917E-1,4.361929321E-1,4.110452271E0,8.882977753E0
5.449412917E-1,4.188290405E-1,4.099974060E0,8.924591217E0
5.548752917E-1,4.492158508E-1,4.097878418E0,8.950038300E0
5.648082917E-1,4.599934387E-1,4.075574799E0,8.973389740E0
5.747422917E-1,4.698728943E-1,4.029021606E0,8.945996704E0
5.846752917E-1,4.926255798E-1,4.004173279E0,8.927884369E0
5.946092917E-1,4.790039062E-1,4.031266937E0,8.902137909E0
6.045422917E-1,4.981640625E-1,4.078568573E0,8.865763550E0
6.144762917E-1,4.999603271E-1,4.092789001E0,8.871152344E0
6.244092917E-1,4.537065125E-1,4.101470947E0,8.818761292E0
6.343432917E-1,4.373904419E-1,4.111949158E0,8.788524170E0
6.442762917E-1,4.590953064E-1,4.126468964E0,8.814570007E0
6.542102917E-1,5.043013000E-1,4.117787018E0,8.882828064E0
6.641432917E-1,5.421725464E-1,4.099375305E0,8.836274872E0
6.740772917E-1,5.385800171E-1,4.087849274E0,8.776100006E0
6.840102917E-1,5.144801331E-1,4.107009430E0,8.794362030E0
6.939442917E-1,4.981640625E-1,4.106710052E0,8.741671600E0
7.038772917E-1,5.093907166E-1,4.107757874E0,8.744365997E0
7.138112917E-1,4.941224670E-1,4.103416901E0,8.752149811E0
7.237442917E-1,4.998106384E-1,4.105362854E0,8.749754791E0
7.336782917E-1,5.233117676E-1,4.120631104E0,8.759484558E0
7.436112917E-1,5.397775269E-1,4.141587524E0,8.723708954E0
7.535452917E-1,5.041516113E-1,4.174519043E0,8.708889771E0
7.634782917E-1,5.114863586E-1,4.184847565E0,8.696465607E0
7.734122917E-1,5.281018066E-1,4.217180328E0,8.726403351E0
7.833452917E-1,5.653742981E-1,4.215533752E0,8.719367981E0
7.932792917E-1,5.948629761E-1,4.193529510E0,8.677006073E0
8.032122917E-1,5.638774109E-1,4.166585541E0,8.683742065E0
8.131462917E-1,5.209167480E-1,4.156855774E0,8.655450897E0
8.230792917E-1,5.174739075E-1,4.142335968E0,8.627010040E0
8.330132917E-1,5.430706787E-1,4.148323517E0,8.635093231E0
8.429462917E-1,5.490582275E-1,4.148024139E0,8.603957977E0
8.528802917E-1,5.520520020E-1,4.158502350E0,8.598868561E0
8.628132917E-1,5.950126648E-1,4.193828888E0,8.605754242E0
8.727472917E-1,6.222560120E-1,4.212390289E0,8.545429688E0
8.826802917E-1,6.252497864E-1,4.207001495E0,8.435408478E0
8.926142917E-1,6.102809143E-1,4.243525543E0,8.422684937E0
9.025472917E-1,6.081852722E-1,4.290527802E0,8.504714355E0
9.124812917E-1,6.135740662E-1,4.335883484E0,8.708440704E0
9.224142917E-1,5.827381897E-1,4.285288696E0,8.874295807E0
9.323482917E-1,5.278024292E-1,4.215084686E0,8.932225342E0
9.422822917E-1,4.876858521E-1,4.133354645E0,8.840915222E0
9.522152917E-1,4.376898193E-1,4.086502075E0,8.793763275E0
9.621492917E-1,4.528083801E-1,4.104315033E0,8.734187164E0
9.720822917E-1,5.942642212E-1,4.298012238E0,8.719367981E0
9.820162917E-1,5.610333252E-1,4.126618652E0,8.815019073E0
9.919492917E-1,6.131250000E-1,4.039200439E0,9.014404449E0
1.001883292E0,6.322851562E-1,4.110302582E0,9.044192505E0
1.011816292E0,5.894741821E-1,4.079466705E0,9.050180054E0
1.021750292E0,5.046006775E-1,4.038451996E0,9.109307098E0
1.031683417E0,4.981640625E-1,4.144132233E0,9.072184296E0
1.041617417E0,4.776567078E-1,4.093088379E0,8.980275421E0
1.051550417E0,4.183799744E-1,3.860771484E0,9.140142975E0
1.061484417E0,4.836442566E-1,3.877985687E0,9.260642395E0
1.071417417E0,5.848338318E-1,4.010011139E0,9.290729828E0
1.081351417E0,5.942642212E-1,4.031566315E0,9.258247375E0
1.091284417E0,5.833369446E-1,4.011657715E0,9.219328308E0
1.101218417E0,5.224136353E-1,3.971092072E0,9.185498657E0
1.111151417E0,4.680766296E-1,3.986210632E0,9.209448853E0
1.121085417E0,4.601431274E-1,3.977977753E0,9.168284454E0
1.131018417E0,4.291575623E-1,4.016896820E0,9.113049316E0
1.140952417E0,3.911366272E-1,4.067192230E0,9.081614685E0
1.150885417E0,4.108955383E-1,4.109105072E0,9.083111572E0
1.160819417E0,4.489164734E-1,4.129911804E0,9.013955383E0
1.170752417E0,4.857398987E-1,4.103416901E0,8.946745148E0
1.180686417E0,4.772076416E-1,4.085903320E0,9.000333710E0
1.190619417E0,5.135820007E-1,4.082759857E0,9.076674957E0
1.200553417E0,5.731581116E-1,4.068389740E0,9.087302856E0
1.210486417E0,5.974076843E-1,4.038302307E0,9.023385773E0
1.220420417E0,5.616320801E-1,4.058360596E0,8.975635071E0
1.230353417E0,5.056484985E-1,4.103566589E0,8.910370789E0
1.240287417E0,4.673281860E-1,4.148473206E0,8.815617828E0
1.250220417E0,4.402345276E-1,4.208797760E0,8.778045959E0
1.260154417E0,4.260140991E-1,4.244423676E0,8.673712921E0
1.270087417E0,4.447251892E-1,4.266427917E0,8.618777161E0
1.280021417E0,4.812492371E-1,4.292174377E0,8.534053345E0
1.289954417E0,5.170248413E-1,4.309837646E0,8.519832916E0
1.299888417E0,5.034031677E-1,4.347409515E0,8.543633423E0
1.309821417E0,5.272036743E-1,4.347409515E0,8.417445831E0
1.319755417E0,5.655239868E-1,4.330794067E0,8.348888397E0
1.329688417E0,5.719606018E-1,4.357288971E0,8.399034119E0
1.339622417E0,5.240602112E-1,4.356989594E0,8.342451782E0
1.349555417E0,4.948709106E-1,4.353097687E0,8.204438782E0
1.359489417E0,4.932243347E-1,4.384682007E0,8.020770721E0
1.369422417E0,5.049000549E-1,4.427193604E0,7.817343750E0
1.379356417E0,5.053491211E-1,4.496200104E0,7.711513824E0
1.389289417E0,5.424719238E-1,4.550986176E0,7.617060242E0
1.399223417E0,5.837860107E-1,4.602928162E0,7.423812103E0
1.409156417E0,6.004014587E-1,4.646786957E0,7.285499725E0
1.419090417E0,6.050418091E-1,4.679419098E0,7.164700928E0
1.429023417E0,5.912704468E-1,4.719535675E0,6.941065979E0
1.438957417E0,5.680686951E-1,4.748724976E0,6.729406128E0
1.448890417E0,5.318440247E-1,4.771178284E0,6.558760986E0
1.458824417E0,4.950205994E-1,4.776567078E0,6.463409271E0
1.468757417E0,4.460723877E-1,4.795577545E0,6.706354065E0
1.478691417E0,4.442761230E-1,4.734055481E0,6.966662750E0
1.488625417E0,4.326004028E-1,4.609215088E0,7.030280457E0
1.498558417E0,4.351451111E-1,4.487218781E0,7.066505127E0
1.508492417E0,4.819976807E-1,4.426145782E0,6.980434113E0
1.518425417E0,5.632786560E-1,4.387077026E0,6.878196716E0
1.528359417E0,6.168672180E-1,4.355043640E0,6.997049561E0
1.538292417E0,6.474037170E-1,4.315974884E0,7.307204590E0
1.548226417E0,6.042933655E-1,4.228706360E0,7.413932648E0
1.558159417E0,4.740641785E-1,4.178560638E0,7.402556305E0
1.568093417E0,3.855981445E-1,4.180356903E0,7.381300507E0
1.578026417E0,3.757186890E-1,4.205504608E0,7.232360229E0
1.587960417E0,3.617976379E-1,4.195924530E0,7.317682800E0
1.597893417E0,2.791694641E-1,4.149371338E0,7.533234558E0
1.607827417E0,2.339634705E-1,4.075125732E0,7.750133514E0
1.617760417E0,3.135978699E-1,3.986809387E0,7.956105194E0
1.627694417E0,3.890409851E-1,3.825145569E0,7.904462585E0
1.637627417E0,4.840933228E-1,3.673810272E0,7.754474487E0
1.647561417E0,5.195695496E-1,3.521127777E0,7.775131531E0
1.657494417E0,4.971162415E-1,3.380869446E0,7.833809509E0
1.667428417E0,5.821394348E-1,3.257226562E0,8.063132629E0
1.677361417E0,8.099656677E-1,3.198548584E0,8.592581635E0
1.687295417E0,9.015751648E-1,3.127147064E0,8.695417786E0
1.697228417E0,7.141648865E-1,2.612966309E0,8.478369141E0
