Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-8.582805040350479,1.737310343108738,-11.5759526835,3.68138452155,-0.7466797574564704,2.658319233532606,-4.7605952912,10.0414037939,-3.0560989221176764,1.4944514715896318,-5.362905281150001,2.5915383682000006
