"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.602495200E-2,-8.013018966E-1,-1.558621526E0,-4.856374860E-2
2.835781700E-2,-8.342885971E-1,-1.563508391E0,-4.489856213E-2
3.069068200E-2,-8.672752976E-1,-1.565951824E0,-4.123337194E-2
3.302354600E-2,-9.027054310E-1,-1.567173600E0,-3.756818548E-2
3.535641100E-2,-9.369138479E-1,-1.565951824E0,-3.268126398E-2
3.768927500E-2,-9.650136232E-1,-1.559843183E0,-2.535088919E-2
4.002214000E-2,-9.943351150E-1,-1.551291108E0,-1.557705179E-2
4.235495200E-2,-1.022434950E0,-1.539073825E0,-7.024944760E-3
4.468781700E-2,-1.045647740E0,-1.520747900E0,3.970621154E-3
4.702068200E-2,-1.067638874E0,-1.499978423E0,1.618791744E-2
4.935354600E-2,-1.088408351E0,-1.477987289E0,2.718348242E-2
5.168641100E-2,-1.107956052E0,-1.452331066E0,3.940077871E-2
5.401927500E-2,-1.126281977E0,-1.427896380E0,5.161807314E-2
5.635214000E-2,-1.143386126E0,-1.403461814E0,6.505709887E-2
5.868500500E-2,-1.161712050E0,-1.380249023E0,7.849612087E-2
6.101786900E-2,-1.175151110E0,-1.355814338E0,9.071341902E-2
6.335073400E-2,-1.192255378E0,-1.336266756E0,1.004872546E-1
6.568359800E-2,-1.206916094E0,-1.319162488E0,1.102610901E-1
6.801646300E-2,-1.222798586E0,-1.309388638E0,1.163697392E-1
7.034927500E-2,-1.238681078E0,-1.305723429E0,1.224783882E-1
7.268214000E-2,-1.255785227E0,-1.309388638E0,1.237001196E-1
7.501500500E-2,-1.276554704E0,-1.320384264E0,1.237001196E-1
7.734786900E-2,-1.298545837E0,-1.338710189E0,1.200349256E-1
7.968073400E-2,-1.324202180E0,-1.363144755E0,1.139262840E-1
8.201359800E-2,-1.354745388E0,-1.392466307E0,1.041524485E-1
8.434646300E-2,-1.388953805E0,-1.427896380E0,9.315688163E-2
8.667932700E-2,-1.424383998E0,-1.469435215E0,7.971785218E-2
8.901219200E-2,-1.464701056E0,-1.515860915E0,6.505709887E-2
9.134505700E-2,-1.507461548E0,-1.564730167E0,5.161807314E-2
9.367792100E-2,-1.549000382E0,-1.611155868E0,3.940077871E-2
9.601078600E-2,-1.589317441E0,-1.646586061E0,2.596175298E-2
9.834365000E-2,-1.629634500E0,-1.669798851E0,1.618791744E-2
1.006764630E-1,-1.669951558E0,-1.682016134E0,8.857538924E-3
1.030093270E-1,-1.710268617E0,-1.685681343E0,-9.162971983E-4
1.053421920E-1,-1.745698810E0,-1.684459686E0,-7.024944760E-3
1.076750570E-1,-1.779907227E0,-1.675907493E0,-1.191186346E-2
1.100079210E-1,-1.815337420E0,-1.660025001E0,-1.679878123E-2
1.123407860E-1,-1.850767612E0,-1.629481792E0,-1.802051067E-2
1.146736500E-1,-1.882532477E0,-1.581834316E0,-1.679878123E-2
1.170065150E-1,-1.906967163E0,-1.510974050E0,-1.557705179E-2
1.193393800E-1,-1.924071312E0,-1.423009515E0,-1.313359290E-2
1.216722440E-1,-1.938732147E0,-1.310610414E0,-5.803215317E-3
1.240051090E-1,-1.946062446E0,-1.176220179E0,5.192350596E-3
1.263379730E-1,-1.948505878E0,-1.036942959E0,1.740964688E-2
1.286708380E-1,-1.948505878E0,-9.086613655E-1,3.207040206E-2
1.310036500E-1,-1.942397237E0,-7.974839807E-1,4.917461425E-2
1.333365150E-1,-1.931401730E0,-6.948586702E-1,6.872228533E-2
1.356693800E-1,-1.913075805E0,-6.081159115E-1,9.315688163E-2
1.380022440E-1,-1.889862895E0,-5.421425104E-1,1.188132018E-1
1.403351090E-1,-1.861763120E0,-4.957167804E-1,1.456912458E-1
1.426679730E-1,-1.832441568E0,-4.712821841E-1,1.725693047E-1
1.450008380E-1,-1.797011495E0,-4.700604379E-1,1.982256174E-1
1.473337020E-1,-1.757916093E0,-4.896081090E-1,2.226602137E-1
1.496665670E-1,-1.716377258E0,-5.250383019E-1,2.446513474E-1
1.519994320E-1,-1.673616767E0,-5.702422857E-1,2.617555559E-1
