"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717671948785085E9,"2024-06-06 13:05:48.785 UTC+02:00"
"PAUSE",9.218354229169199E1,1.717672040967594E9,"2024-06-06 13:07:20.968 UTC+02:00"
