"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717615560217804E9,"2024-06-05 21:26:00.218 UTC+02:00"
"PAUSE",1.687530656250892E2,1.717615728971660E9,"2024-06-05 21:28:48.972 UTC+02:00"
