Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-1.014641292146314,0.637002194024748,-2.4894955673,0.65364573669,-0.2746902005295114,2.011768603742301,-3.98912207785,3.51894980615,9.532889670542747,0.7781708186025614,7.999477500850001,11.297209831
