Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-1.044244906534301,0.7816887312162549,-3.918940521099999,2.7066265411,0.6801605862808481,1.245381571474934,-2.36180360423,4.7101876144500014,9.686792389812265,1.9420048911379437,2.995744002526316,14.583243988499998
