"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717692058872367E9,"2024-06-06 18:40:58.872 UTC+02:00"
"PAUSE",4.588541458333202E1,1.717692104757592E9,"2024-06-06 18:41:44.758 UTC+02:00"
