Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-0.5600209932782714,0.7273460422345527,-2.79417947385,1.576132415825,-0.5028069331090222,2.0497171406647046,-4.9262333451,4.023834892349999,9.523928557025055,0.8276454890765123,7.611286533904762,12.704134117349998
