"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.261916620E-3,-7.463055104E-2,1.833127886E-1,-2.599234320E-2
1.425291662E-2,-1.122809500E-1,2.834601998E-1,-5.859580636E-2
2.424291667E-2,-1.267259270E-1,3.037050068E-1,-7.766137272E-2
3.423391667E-2,-1.227712855E-1,2.942420244E-1,-7.982806116E-2
4.422391666E-2,-8.531152457E-2,2.686628997E-1,-5.983438343E-2
5.421491666E-2,-1.825524867E-2,2.013530433E-1,-4.420280829E-2
6.420491665E-2,4.792882875E-2,1.250747889E-1,-4.730698839E-2
7.419591665E-2,8.158080280E-2,8.660090715E-2,-6.107579544E-2
8.418691665E-2,8.932634443E-2,4.509846866E-2,-8.099624515E-2
9.417691664E-2,8.541377634E-2,-7.519371575E-4,-9.609163553E-2
1.041679166E-1,8.032340556E-2,-2.726138337E-3,-9.835425764E-2
1.141579166E-1,7.677392662E-2,4.737731442E-2,-8.546401560E-2
1.241489166E-1,7.255520672E-2,1.372898966E-1,-5.895491317E-2
1.341389166E-1,7.558193803E-2,2.257159799E-1,-2.435445599E-2
1.441299166E-1,7.773909718E-2,2.458420098E-1,4.662548658E-3
1.541199167E-1,7.295424491E-2,2.162805647E-1,1.148946024E-2
1.641109167E-1,7.749599963E-2,1.860616803E-1,-7.115455810E-4
1.741019167E-1,9.270558506E-2,1.406305581E-1,-1.549375942E-3
1.840919167E-1,1.095399559E-1,6.143187359E-2,-2.374689793E-3
1.940829167E-1,1.071374789E-1,-2.533611841E-4,3.446429037E-4
2.040730833E-1,9.467442334E-2,-3.129649907E-2,2.093806863E-2
2.140640833E-1,8.048825711E-2,-8.920650929E-3,4.783357680E-2
2.240540833E-1,6.409730017E-2,7.833249122E-2,6.176057830E-2
2.340450833E-1,5.383666977E-2,2.109021991E-1,5.174484476E-2
2.440350833E-1,5.580181628E-2,3.366835713E-1,2.920251712E-2
2.540260833E-1,6.914495677E-2,4.187196493E-1,9.432887658E-3
2.640160833E-1,8.530075848E-2,4.703468978E-1,-2.182755386E-3
2.740070833E-1,9.080050886E-2,4.588416815E-1,-2.716543712E-2
2.839980833E-1,8.378335088E-2,3.747473061E-1,-5.329743773E-2
2.939880833E-1,7.946487516E-2,2.631649971E-1,-7.046958804E-2
3.039790833E-1,9.127839655E-2,1.731983423E-1,-5.967819318E-2
3.139690833E-1,1.193879917E-1,1.548043042E-1,-3.361302242E-2
3.239600833E-1,1.394767463E-1,2.003137320E-1,-1.996698417E-2
3.339500833E-1,1.365746856E-1,2.916246057E-1,-4.235143587E-2
3.439410833E-1,1.117372364E-1,4.225200415E-1,-1.007790565E-1
3.539310833E-1,8.818341792E-2,5.771904588E-1,-1.811285168E-1
3.639220833E-1,8.308612555E-2,7.667177916E-1,-2.640700042E-1
3.739130833E-1,9.013248980E-2,1.013788342E0,-3.361196220E-1
3.839030833E-1,1.022432148E-1,1.310901165E0,-3.798380494E-1
3.938940833E-1,1.108026132E-1,1.625144362E0,-4.157550633E-1
4.038840833E-1,1.232065484E-1,1.952952027E0,-4.617960453E-1
4.138750833E-1,1.407569647E-1,2.299149752E0,-5.081481338E-1
4.238650833E-1,1.897221059E-1,2.668805122E0,-5.410203338E-1
4.338560833E-1,2.791068554E-1,2.996577263E0,-5.750510097E-1
4.438460833E-1,3.141215742E-1,3.106353521E0,-5.997398496E-1
4.538370833E-1,3.272094131E-1,2.946445227E0,-6.465635300E-1
4.638270833E-1,3.705358505E-1,2.660138607E0,-7.153806686E-1
4.738180833E-1,3.883486688E-1,2.421637297E0,-7.976284027E-1
4.838090833E-1,3.926384747E-1,2.255994081E0,-8.872004151E-1
4.937990833E-1,3.992384672E-1,2.134926558E0,-9.473318458E-1
5.037900833E-1,3.882276118E-1,2.008827925E0,-9.439637065E-1
5.137800833E-1,3.506680727E-1,1.875516295E0,-8.655179739E-1
5.237710833E-1,3.079384565E-1,1.733527660E0,-7.603747845E-1
5.337610833E-1,2.764069140E-1,1.492832184E0,-6.868088245E-1
5.437520833E-1,2.744428217E-1,1.182805538E0,-6.534234285E-1
5.537420833E-1,3.054015040E-1,8.719365001E-1,-6.511822343E-1
5.637330833E-1,3.528824747E-1,6.506406069E-1,-6.651473641E-1
