"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717698511667151E9,"2024-06-06 20:28:31.667 UTC+02:00"
"PAUSE",1.491156597083318E2,1.717698660782010E9,"2024-06-06 20:31:00.782 UTC+02:00"
