"event","experiment time","system time","system time text"
"START",0.000000000E0,1717674973.544,"2024-06-06 14:56:13.544 UTC+03:00"
"PAUSE",1.743746384E2,1717675147.919,"2024-06-06 14:59:07.919 UTC+03:00"
