Timestamps,Acc_X_cleaned,Acc_Y_cleaned,Acc_Z_cleaned,Gyro_X_cleaned,Gyro_Y_cleaned,Gyro_Z_cleaned,Label,Gender
1717747502559000000,-1.0648926871614286,-1.3428004891933334,11.341308485238097,-0.5954389822095238,0.1181334995375142,-0.0213650786534761,1.0,M
1717747502568000000,-1.0648926871614286,-1.3428004891933334,11.341308485238097,-0.5954389822095238,0.1181334995375142,-0.0213650786534761,1.0,M
1717747502959000000,-0.420483100895,-0.481803085345,10.33412008715,0.093713260067,-0.2266914930125,0.01236509001805,1.0,M
1717747502968000000,-0.420483100895,-0.481803085345,10.33412008715,0.093713260067,-0.2266914930125,0.01236509001805,1.0,M
1717747503159000000,0.41354502861965,-0.0006212081734999,10.2191217277,0.61628782079,-0.057088570106,0.12232118738035,1.0,M
1717747503168000000,0.41354502861965,-0.0006212081734999,10.2191217277,0.61628782079,-0.057088570106,0.12232118738035,1.0,M
1717747503359000000,-0.0192873917279999,1.649599639855,9.87894662505,0.4964660644600001,-0.1700141696264999,-0.1409026574711999,1.0,M
1717747503368000000,-0.0192873917279999,1.649599639855,9.87894662505,0.4964660644600001,-0.1700141696264999,-0.1409026574711999,1.0,M
1717747503559000000,-0.5413193206735001,2.74230484775,7.577639717149999,0.5883755412,0.126176260976,-0.1027775862946999,1.0,M
1717747503568000000,-0.5413193206735001,2.74230484775,7.577639717149999,0.5883755412,0.126176260976,-0.1027775862946999,1.0,M
1717747503959000000,-0.4991762433947619,1.2321377563999998,9.633759351333335,-0.815854041347619,0.0135284673469999,0.0214784218993333,1.0,M
1717747503968000000,-0.4991762433947619,1.2321377563999998,9.633759351333335,-0.815854041347619,0.0135284673469999,0.0214784218993333,1.0,M
1717747504159000000,-0.2819461898515,-0.97137501537285,13.0820756845,-0.2649795319970001,0.0843930428598499,0.04216905367,1.0,M
1717747504168000000,-0.2819461898515,-0.97137501537285,13.0820756845,-0.2649795319970001,0.0843930428598499,0.04216905367,1.0,M
1717747504559000000,0.3135754165649999,0.4823793869349999,9.99043478405,0.57428499312,0.155099512655,0.04551651962735,1.0,M
1717747504568000000,0.3135754165649999,0.4823793869349999,9.99043478405,0.57428499312,0.155099512655,0.04551651962735,1.0,M
1717747504759000000,-0.86511847685,1.7201329650549997,10.5390140068,0.653523030885,-0.0267380842429,0.0367893381025,1.0,M
1717747504768000000,-0.86511847685,1.7201329650549997,10.5390140068,0.653523030885,-0.0267380842429,0.0367893381025,1.0,M
1717747504959000000,0.3429667968555,2.8849058076,7.699815651,0.3750603735465,-0.1036946771887,-0.00782753661915,1.0,M
1717747504968000000,0.3429667968555,2.8849058076,7.699815651,0.3750603735465,-0.1036946771887,-0.00782753661915,1.0,M
1717747505359000000,-0.2447695704866667,1.7675671823,9.401642042095238,-0.6701097956761904,0.0035486458280476,0.0053380829139047,1.0,M
1717747505368000000,-0.2447695704866667,1.7675671823,9.401642042095238,-0.6701097956761904,0.0035486458280476,0.0053380829139047,1.0,M
1717747505559000000,0.1183064803539999,-0.34381253815065,11.796144790499998,-0.30794788243984,-0.15437031094075,-0.00781595642095,1.0,M
1717747505568000000,0.1183064803539999,-0.34381253815065,11.796144790499998,-0.30794788243984,-0.15437031094075,-0.00781595642095,1.0,M
1717747505759000000,0.361079132115,0.419480186409,12.787271231999998,-0.1234243581114999,0.2427269686939999,0.00985657879375,1.0,M
1717747505768000000,0.361079132115,0.419480186409,12.787271231999998,-0.1234243581114999,0.2427269686939999,0.00985657879375,1.0,M
1717747505959000000,-0.6544465713914999,-0.08799451444055,9.392218781,0.1940639218365,0.093678323081,0.113076750662,1.0,M
1717747505968000000,-0.6544465713914999,-0.08799451444055,9.392218781,0.1940639218365,0.093678323081,0.113076750662,1.0,M
1717747506359000000,0.523843162498,1.7473014677499996,10.701291549249998,0.374568890541,-0.0758805341009999,-0.111873780196,1.0,M
1717747506368000000,0.523843162498,1.7473014677499996,10.701291549249998,0.374568890541,-0.0758805341009999,-0.111873780196,1.0,M
1717747506559000000,0.728340408315,2.8442952576,6.295548340000001,0.1604258999189999,0.151151533278,-0.00020106702485,1.0,M
1717747506568000000,0.728340408315,2.8442952576,6.295548340000001,0.1604258999189999,0.151151533278,-0.00020106702485,1.0,M
1717747506759000000,-0.1413286056635,2.6974356537000004,6.4190789564,-0.5445747166899999,-0.003855170961,0.0761883565503999,1.0,M
1717747506768000000,-0.1413286056635,2.6974356537000004,6.4190789564,-0.5445747166899999,-0.003855170961,0.0761883565503999,1.0,M
1717747506959000000,0.2391312953285713,0.7015197535504762,10.235137351428572,-0.5721761442428571,0.1668981853061904,-0.0265969624080952,1.0,M
1717747506968000000,0.2391312953285713,0.7015197535504762,10.235137351428572,-0.5721761442428571,0.1668981853061904,-0.0265969624080952,1.0,M
1717747507159000000,-0.5506898346207,-0.7938890991600001,11.94763726,-0.2232850099406999,0.1174896865076499,0.01468797181805,1.0,M
1717747507168000000,-0.5506898346207,-0.7938890991600001,11.94763726,-0.2232850099406999,0.1174896865076499,0.01468797181805,1.0,M
1717747507359000000,-0.5569468230910001,-0.3517011337335,11.9819234615,-0.038198526112,0.1958356119664999,0.0255974128971,1.0,M
1717747507368000000,-0.5569468230910001,-0.3517011337335,11.9819234615,-0.038198526112,0.1958356119664999,0.0255974128971,1.0,M
1717747507559000000,-1.212321464495,-0.137062477115,9.8348109059,0.2801128809182,0.0574505306875,0.0665343041416915,1.0,M
1717747507568000000,-1.212321464495,-0.137062477115,9.8348109059,0.2801128809182,0.0574505306875,0.0665343041416915,1.0,M
1717747507759000000,-0.8402177582849999,0.7055278473000001,9.976880469849998,0.5263190569345,-0.1669110634295,0.0992586797518499,1.0,M
1717747507768000000,-0.8402177582849999,0.7055278473000001,9.976880469849998,0.5263190569345,-0.1669110634295,0.0992586797518499,1.0,M
