"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.291500000E-3,-4.697233066E-2,4.252837971E-2,1.489930786E-2
1.622550000E-2,-4.748994857E-2,7.111395895E-2,5.252419040E-2
2.615850000E-2,-4.244964942E-2,9.007992595E-2,6.470868737E-2
3.609250000E-2,-2.987135202E-2,1.056999639E-1,7.119715214E-2
4.602550000E-2,-1.785650104E-2,1.238198429E-1,7.504169643E-2
5.595950000E-2,-1.086443383E-2,1.429890990E-1,7.339268923E-2
6.589250000E-2,-1.030516997E-2,1.561509818E-1,7.393224537E-2
7.582650000E-2,-1.697063074E-2,1.563940793E-1,7.303594798E-2
8.575950000E-2,-2.283518016E-2,1.544001698E-1,7.179038227E-2
9.569350000E-2,-2.834372409E-2,1.516294777E-1,7.034762949E-2
1.056265000E-1,-3.615450859E-2,1.458956897E-1,7.130024582E-2
1.155605000E-1,-3.123888746E-2,1.323408931E-1,7.458975166E-2
1.254935000E-1,-3.043514490E-2,1.158878878E-1,7.956454158E-2
1.354275000E-1,-2.771263756E-2,9.542694688E-2,7.848925143E-2
1.453605000E-1,-2.580181882E-2,7.722476870E-2,7.538028061E-2
1.552945000E-1,-2.143556625E-2,7.537680119E-2,6.968457252E-2
1.652275000E-1,-2.429313771E-2,7.878005505E-2,5.196496472E-2
1.751615000E-1,-2.942547947E-2,8.302359283E-2,3.819284216E-2
1.850945000E-1,-3.351929039E-2,1.058809683E-1,2.458169125E-2
1.950275000E-1,-3.818981722E-2,1.202118173E-1,6.279476453E-3
2.049615000E-1,-5.109176785E-2,1.241178736E-1,-8.012110367E-3
2.148945000E-1,-5.653231964E-2,1.222784668E-1,-2.309058420E-2
2.248285000E-1,-5.663218722E-2,1.198832169E-1,-4.100220650E-2
2.347615000E-1,-4.193477705E-2,1.213880628E-1,-6.674408168E-2
2.446955000E-1,-2.832495794E-2,1.188069284E-1,-8.269215375E-2
2.546285000E-1,-2.486487851E-2,1.310843825E-1,-6.962721050E-2
2.645625000E-1,-1.779578254E-2,1.288017929E-1,-6.003876776E-2
2.744955000E-1,-1.332486793E-2,1.125628874E-1,-5.551325902E-2
2.844295000E-1,-5.741782952E-3,8.906555176E-2,-5.514813960E-2
2.943625000E-1,5.217637867E-3,8.250136673E-2,-5.524196103E-2
3.042965000E-1,2.300355770E-2,7.714415342E-2,-4.922721162E-2
3.142295000E-1,3.427382931E-2,7.543264329E-2,-4.792916030E-2
3.241635000E-1,3.963850066E-2,6.880136579E-2,-3.596943617E-2
3.340965000E-1,4.238973185E-2,6.843840331E-2,-2.805444971E-2
