"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717689890156501E9,"2024-06-06 19:04:50.157 UTC+03:00"
"PAUSE",1.051908601249961E2,1.717689995347704E9,"2024-06-06 19:06:35.348 UTC+03:00"
