Timestamps,Acc_X,Acc_Y,Acc_Z
1.7176115064483968e+18,3.6346517028500003,8.7165089264,2.37337454225
1.7176115066483968e+18,3.68138452155,8.7331168899,2.5915383682000006
1.7176115068483968e+18,3.6359539948,9.190520713800002,2.58623190315
1.7176115070483968e+18,0.9698257370669999,10.041403793899999,2.0985535355
1.7176115072483968e+18,-2.6600883178650006,9.016747077900002,1.38938825225
1.7176115074483968e+18,-5.1406624374500005,7.6038202744,0.8980874176199999
1.7176115076483968e+18,-5.277777305599999,7.745837448200001,0.914186439525
1.7176115078483968e+18,-5.5275553894,8.2467108765,1.30391599275
1.7176115080483968e+18,-4.615749000399999,8.044653556900002,1.45177102665
1.7176115082483968e+18,-6.4350058364,6.791938590949999,-1.67655857848
1.7176115084483968e+18,-7.0143610611,7.153242256099999,-2.043745010375
1.7176115086483968e+18,-6.944157051350001,8.0038334429,-2.14737451168
1.7176115088483968e+18,-5.9787695847,6.0571241454,-0.76671311184
1.7176115090483968e+18,-8.5818489533,2.9412860640999994,-1.7916317825499999
1.7176115092483968e+18,-7.540464523350001,3.070834167335,-1.2681852950249999
1.7176115094483968e+18,-8.53882093055,2.2304292984450003,-1.9344797286749997
1.7176115096483968e+18,-10.551131309450001,2.7651922531499995,-2.2515279235
1.7176115098483968e+18,-11.5759526835,2.231522026,-2.09935437025
1.7176115100483968e+18,-10.75359042368421,2.5729915418947367,-2.2350889508421052
1.7176115102483968e+18,-8.02641398615,1.9970196762300005,-2.2767429885999997
1.7176115104483968e+18,-8.407940597499998,1.6013774184599998,-1.8363887101
1.7176115106483968e+18,-7.20126988235,1.5006144562209998,-1.7554744719749997
1.7176115108483968e+18,-8.35383560915,1.4385385437400002,-2.7662400740999997
1.7176115110483968e+18,-10.281751487,0.563585517886,-3.33992209615
1.7176115112483968e+18,-10.534650581100001,0.1131272506675,-2.9318407058
1.7176115114483968e+18,-11.0699075094,-0.003367996205599999,-2.4953334275000008
1.7176115116483968e+18,-9.9638800053,-0.08088430024250001,-2.4542064513500006
1.7176115118483968e+18,-9.80151264945,1.059826080205,-2.06845113365
1.7176115120483968e+18,-7.350996025100001,2.0707488555499998,-1.5265779648
1.7176115122483968e+18,-7.1769080429,2.5685461807000003,-1.4037059783499999
1.7176115124483968e+18,-8.99942060895,1.1098221130400003,-2.16012799065
1.7176115126483968e+18,-10.343984572900002,-0.0347726898175,-2.5811649398000003
1.7176115128483968e+18,-10.508634681599998,-0.517765800505,-2.5048311767499998
1.7176115130483968e+18,-10.78908398475,-0.6936874694800002,-2.29586572275
1.7176115132483968e+18,-10.38502922,-0.1358574829075,-2.2521191940499996
1.7176115134483968e+18,-9.536638458699999,0.67858387754175,-1.9834204560000004
1.7176115136483968e+18,-8.137894661050002,1.6279621353,-2.20162918855
1.7176115138483968e+18,-7.949802511,2.290591952736842,-1.9099099009473686
