Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-0.7582771821703655,0.6062449941363781,-2.050982459935,1.4722634125099998,0.28485463291107466,1.8745875479665959,-3.894593650850001,4.49320632945,9.546319251020005,0.9734511413243716,6.86623658755,12.479477364285716
