"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717751421789586E9,"2024-06-07 11:10:21.790 UTC+02:00"
"PAUSE",3.938073433341924E1,1.717751461170668E9,"2024-06-07 11:11:01.171 UTC+02:00"
