"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.124958334E-3,-1.319771539E-2,5.687098019E-3,-1.263379771E-2
1.405795833E-2,-6.311579607E-3,1.412723912E-3,-8.565552533E-3
2.399095833E-2,-2.796526998E-3,-3.958081361E-3,-3.324870719E-3
3.392395833E-2,2.270136960E-3,-7.523521781E-3,-1.240092330E-2
4.385795834E-2,-3.667728743E-4,-1.599708572E-2,-1.459552441E-2
5.379095833E-2,-3.758308478E-3,-2.409842238E-2,-2.432831377E-2
6.372395833E-2,-1.009569503E-2,-3.523605689E-2,-3.346757963E-2
7.365695834E-2,-2.024553530E-2,-4.072243720E-2,-4.468534514E-2
8.359095833E-2,-2.350654453E-2,-4.628848657E-2,-4.567084089E-2
9.352395833E-2,-2.436488308E-2,-4.893619940E-2,-5.213859677E-2
1.034569583E-1,-2.648872323E-2,-4.803609848E-2,-6.018706411E-2
1.133909583E-1,-3.069305606E-2,-4.374015331E-2,-6.354105473E-2
1.233239583E-1,-3.109803051E-2,-4.109785706E-2,-6.526854634E-2
1.332569583E-1,-3.453883529E-2,-3.674305603E-2,-6.549997628E-2
1.431899583E-1,-3.438873962E-2,-4.013593867E-2,-6.168795750E-2
1.531239583E-1,-3.401163593E-2,-3.551189229E-2,-5.562873557E-2
1.630569583E-1,-2.774122357E-2,-3.425354883E-2,-4.633510113E-2
1.729899583E-1,-2.312623151E-2,-2.328532189E-2,-3.447577730E-2
1.829229583E-1,-1.736839302E-2,-1.469027158E-2,-1.819079183E-2
1.928569583E-1,-1.297444385E-2,3.222149098E-3,3.852457972E-3
2.027899583E-1,-2.725657076E-3,1.795862429E-2,2.402379550E-2
2.127229583E-1,7.458803244E-3,2.777263708E-2,3.794813529E-2
2.226569583E-1,1.157462876E-2,4.155090451E-2,5.221747980E-2
2.325899583E-1,1.402873173E-2,4.679360241E-2,6.722652167E-2
2.425229583E-1,8.913939819E-3,5.417031422E-2,6.972236931E-2
2.524559583E-1,6.837739609E-3,5.924363434E-2,7.098071277E-2
2.623899583E-1,4.903386813E-3,6.184600294E-2,6.954585016E-2
2.723229583E-1,3.591779619E-3,6.465350837E-2,6.409276277E-2
2.822559583E-1,3.274414688E-3,6.432483345E-2,5.907938257E-2
2.921899583E-1,6.546907127E-3,6.098043919E-2,5.596242100E-2
3.021229583E-1,1.244123653E-2,5.140098184E-2,9.493745118E-2
3.120559583E-1,1.445085742E-2,4.765418172E-2,6.381708384E-2
3.219889583E-1,3.707765136E-3,3.699175641E-2,2.009059489E-2
3.319229583E-1,2.565535251E-3,1.409789361E-2,1.189977489E-2
3.418559583E-1,-3.221271094E-3,1.956664026E-2,1.541432831E-2
3.517889583E-1,-6.238632835E-3,2.474009804E-2,2.084158547E-2
3.617222083E-1,-5.064361263E-3,1.926167123E-2,2.497882769E-2
3.716562083E-1,-3.070452716E-3,1.766297594E-2,2.507603355E-2
