"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717671559869472E9,"2024-06-06 12:59:19.869 UTC+02:00"
"PAUSE",1.401629169166554E2,1.717671700030818E9,"2024-06-06 13:01:40.031 UTC+02:00"
