"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717834558616768E9,"2024-06-08 11:15:58.617 UTC+03:00"
"PAUSE",4.147495354164857E1,1.717834600090607E9,"2024-06-08 11:16:40.091 UTC+03:00"
