Timestamps,Acc_X,Acc_Y,Acc_Z
1.7177641718391165e+18,0.5377745492238096,2.554445146809524,9.53441593709524
1.7177641720391165e+18,0.49720605468500007,2.6912909318,9.44134661855
1.7177641722391165e+18,0.5307812347395001,2.7164086989999996,9.349400321999997
1.7177641724391165e+18,0.1901944885245,3.1568827286000003,8.95994769285
1.7177641726391165e+18,0.40276744079654997,3.5189498061499997,8.14106057735
1.7177641728391165e+18,0.17619859314414002,1.3847029953649999,9.687696829650003
1.7177641730391165e+18,-0.451618354789,0.48889833067225,9.2976753845
1.7177641732391165e+18,-0.2075042070604762,-0.6920893641833334,10.05643040347619
1.7177641734391165e+18,-0.6995028763105,-2.4929009856,10.825630485
1.7177641736391165e+18,-0.2556309127815,-2.6875786515,10.7954607239
1.7177641738391165e+18,-0.6793023834545001,-1.4367273102150002,9.70048024735
1.7177641740391165e+18,0.516411117562,-0.312662315336,10.2268007576
1.7177641742391165e+18,0.08237370300150001,1.3831237792600002,8.822406211799997
1.7177641744391165e+18,-0.048791038508800004,2.9385542449999997,8.394483581699998
1.7177641746391165e+18,-0.2722766549259524,2.8732250976190477,8.667112361333333
1.7177641748391165e+18,0.06143225097400001,1.592845161395,9.19017643015
1.7177641750391165e+18,-0.08085436248310002,0.16058605958025,9.3178908459
1.7177641752391165e+18,-0.016877403258000002,-1.6624953231200004,10.34991973065
1.7177641754391165e+18,0.65364573669,-2.9784238356499997,11.2811033255
1.7177641756391165e+18,0.4357588348453,-2.16323403165,10.4588332451
1.7177641758391165e+18,-0.3008219375405,-0.7663987655799998,9.71140004
1.7177641760391165e+18,-0.3937037887705,0.6234310684050001,9.467991211
1.7177641762391165e+18,-0.2751349967014286,2.24073322847619,8.913222002380953
1.7177641764391165e+18,-0.9491462402999999,3.1475496368,7.999477500850001
1.7177641766391165e+18,-0.9272018737150001,2.1313278809,8.911710502500002
1.7177641768391165e+18,-0.7510257338999999,0.42287812048999995,9.15030683875
1.7177641770391165e+18,-0.8479267272700002,-1.414925148035,9.607778022300002
1.7177641772391165e+18,-0.25584047698,-3.0313537673499997,10.622255904500001
1.7177641774391165e+18,-0.1110765152003,-3.9891220778499994,10.72307125775
1.7177641776391165e+18,-0.2890916878776191,-2.8089516120904765,9.81993647952381
1.7177641778391165e+18,-1.30209727472,-1.0271041259550002,9.8840135884
1.7177641780391165e+18,-1.6989370423099999,0.23346949765299999,9.1730670088
1.7177641782391165e+18,-0.8943302306899998,0.826356582665,9.48446445455
1.7177641784391165e+18,-0.7906408538829501,2.9752504349,8.183018325900001
1.7177641786391165e+18,-0.643100166343,2.4174878081,8.615573822
1.7177641788391165e+18,-1.40679705059,0.9987081755770001,9.10340936275
1.7177641790391165e+18,-1.1451400975,-0.8838334873228572,9.936116310571427
1.7177641792391165e+18,-1.5920817489999999,-1.9512373810000003,9.893256866749999
1.7177641794391165e+18,-0.9102645950701401,-3.2966396027,10.756451842999999
1.7177641796391165e+18,-1.0038724365299998,-2.8052863769,10.5569616845
1.7177641798391165e+18,-1.37081936648965,-1.149018104545,9.66299819175
1.7177641800391165e+18,-0.944086761338,0.3571872253353,9.096381477299998
1.7177641802391165e+18,-1.222043746995,1.9163224869,9.0807988816
1.7177641804391165e+18,-1.2719349976349998,3.0099183426000002,8.2062425308
1.7177641806391165e+18,-0.8375155204285715,2.325620989142857,8.528415069523808
1.7177641808391165e+18,-1.36343971249,-0.092313034142,9.5704905623
1.7177641810391165e+18,-1.5668741684,-1.247438438445,9.759345336950002
1.7177641812391165e+18,-1.8774333570499997,-2.4383244782,10.128215766699999
1.7177641814391165e+18,-0.9649907913949998,-3.48250060265,10.4030442581
1.7177641816391165e+18,-1.1164458389050003,-2.6464591598,10.681143448450003
1.7177641818391165e+18,-1.05131627658,-1.5026502227149998,9.500683227700002
1.7177641820391165e+18,-0.6361129106166666,0.15651024954336665,9.215578962095238
1.7177641822391165e+18,-0.38925054931299996,1.4762825546,9.21414907855
1.7177641824391165e+18,-0.3121907959035,2.96076805115,8.22293282325
1.7177641826391165e+18,-0.666586326625,1.9186875685900002,8.761759826650003
1.7177641828391165e+18,-1.4160627822099998,0.275427246096,9.277489860500001
1.7177641830391165e+18,-1.44471320347,-1.30655051424,9.8553407138
1.7177641832391165e+18,-1.8570008468499999,-2.4491993637,10.32552795455
1.7177641834391165e+18,-1.525058624225,-2.8860808639999997,10.8809928595
1.7177641836391165e+18,-1.8928566414761907,-2.0051873342714286,9.685573032714286
1.7177641838391165e+18,-2.4894955673,-0.6742803268249999,9.903944640899999
1.7177641840391165e+18,-1.5976651382649998,0.29124934388850005,9.069437507750001
1.7177641842391165e+18,-0.908386001665,1.9722461928950001,8.920616981399998
1.7177641844391165e+18,-0.93394535066,2.5292079849499998,8.2351773605
1.7177641846391165e+18,-1.3739852827749997,1.3003234634799998,9.0117250214
1.7177641848391165e+18,-1.560931526215,-0.1884356460775,9.423593536450001
1.7177641850391165e+18,-1.892507367809524,-1.6509739249333333,9.65153666909524
1.7177641852391165e+18,-1.7444573822150002,-3.19263587945,10.709067878
1.7177641854391165e+18,-2.11340265655,-3.1813867721000006,10.259455353499998
1.7177641856391165e+18,-2.0476967926119998,-1.9726428681499997,9.8856451949
1.7177641858391165e+18,-1.2139830093592499,-0.9510547713750004,9.7437926788
1.7177641860391165e+18,-0.7900196456899999,0.7834557953340001,9.027113021900002
1.7177641862391165e+18,-0.9005497971299998,2.2876029053000004,8.566401077200002
1.7177641864391165e+18,-0.7869563729571428,2.750480346619048,8.428815045999999
1.7177641866391165e+18,-0.7552694091950001,1.523052795465,8.860449600149998
1.7177641868391165e+18,-0.825218948385,-0.434920578007,9.37390436565
1.7177641870391165e+18,-1.0185344466700001,-2.2444326781,10.51402347615
1.7177641872391165e+18,-1.0138117676845,-3.8423672560999997,11.210555031
1.7177641874391165e+18,-1.3735212478689998,-2.32436645506,10.207446006999998
1.7177641876391165e+18,-1.05886058815,-0.9538015594679999,9.4070978395
1.7177641878391165e+18,-1.2176129607675,-0.3047737197845001,9.48135092955
1.7177641880391165e+18,-1.033058885895238,1.5375740269285716,8.782087554952382
1.7177641882391165e+18,-0.6438037033765,2.77990665445,8.4408346939
1.7177641884391165e+18,-0.848473091115,1.67093028253,8.6852239838
1.7177641886391165e+18,-0.9780211944899999,-0.475650878927,9.715808372
1.7177641888391165e+18,-1.10336304476,-1.8600021057,9.815291496399999
1.7177641890391165e+18,-1.320845787055,-3.1613883591,11.297209831
1.7177641892391165e+18,-1.172661437936,-2.7104286347000004,10.138484413099999
1.7177641894391165e+18,-1.0332085745161905,-1.247156524595238,10.12644908295238
1.7177641896391165e+18,-1.0441611557450001,0.15017520904865,9.3447450029
1.7177641898391165e+18,-0.9874216460499998,1.64809526829,8.7159625625
1.7177641900391165e+18,-0.5738915862720001,2.8704383927500006,8.39119791415
1.7177641902391165e+18,-0.368316581721,1.9604956283000003,8.6204611587
1.7177641904391165e+18,-0.8945622482120001,-0.07791297919,9.41574236325
