Timestamps,Gyro_X,Gyro_Y,Gyro_Z,Label,Set_Time
1.717764603560283e+18,-0.0179775425711095,-0.0243797063868095,-0.0330833379138095,1,15800000000.0
1.717764603760283e+18,0.00488670491625,0.039177392889,0.0454677233015,1,15800000000.0
1.717764603960283e+18,-0.0017360710598815,0.00582771752965,0.01042723543985,1,15800000000.0
1.717764604160283e+18,-0.0356431420204,-0.0197068496609499,-0.0183882612502,1,15800000000.0
1.717764604360283e+18,-0.61315855236,0.0292277523759259,0.0146573764272,1,15800000000.0
1.717764604560283e+18,-0.583147224785,0.2082058459449999,0.1663253744154,1,15800000000.0
1.717764604760283e+18,-1.09784460963,0.1131139714288999,0.1171796883485,1,15800000000.0
1.717764604960283e+18,-0.6199780404619049,0.3447337100785714,0.0713133894944762,1,15800000000.0
1.717764605160283e+18,0.17237090852375,0.05395036599665,0.030332157411,1,15800000000.0
1.717764605360283e+18,0.47473059148,0.04039398486245,0.1337166275824999,1,15800000000.0
1.717764605560283e+18,0.354635882758,-0.31028020481835,-0.0239233292159999,1,15800000000.0
1.717764605760283e+18,0.7047534376350001,0.2873675378074999,0.302832226363,1,15800000000.0
1.717764605960283e+18,0.530103603005,-0.3952421378375,-0.2496105851307499,1,15800000000.0
1.717764606160283e+18,-0.19327490179855,-0.0075945398656499,-0.014012710457935,1,15800000000.0
1.717764606360283e+18,-0.5978831024380953,0.0746087303909523,-0.0596328890411428,1,15800000000.0
1.717764606560283e+18,-0.6985572040099999,-0.06272734140315,-0.1060901402981999,1,15800000000.0
1.717764606760283e+18,-0.5394778117450001,-0.060942078009,-0.079304084372,1,15800000000.0
1.717764606960283e+18,0.15342829282556,0.1474432768345,0.0879711286169999,1,15800000000.0
1.717764607160283e+18,0.6239131063200001,0.101841633024,0.1563923360805,1,15800000000.0
1.717764607360283e+18,0.6991706997199999,-0.161203993033,0.0409579074697,1,15800000000.0
1.717764607560283e+18,0.622342295945,-0.1016853562546999,0.117723820961,1,15800000000.0
1.717764607760283e+18,0.1730439950237,-0.04045975022645,-0.08450920996615,1,15800000000.0
1.717764607960283e+18,-0.1190885649761904,0.0345772960924285,-0.0125404956221428,1,15800000000.0
1.717764608160283e+18,-0.46712422073,0.180405770602,0.0127010068859999,1,15800000000.0
1.717764608360283e+18,-0.7411037802649999,0.126354121794,-0.05289963330205,1,15800000000.0
1.717764608560283e+18,-0.57603307069,-0.0290764623339499,-0.0810881370685,1,15800000000.0
1.717764608760283e+18,-0.136747340861,0.1418257082814999,-0.0383757457205,1,15800000000.0
1.717764608960283e+18,0.350510301435,0.18103857747865,0.1357526978003,1,15800000000.0
1.717764609160283e+18,0.5105612307749999,-0.0696951863475,0.1431840791345,1,15800000000.0
1.717764609360283e+18,0.7004660424761904,-0.2979254837957142,0.0722058183888571,1,15800000000.0
1.717764609560283e+18,0.4837253563150001,-0.1149661551265499,-0.0114600104754999,1,15800000000.0
1.717764609760283e+18,-0.0595624883471,-0.03291422385975,-0.059058290162,1,15800000000.0
1.717764609960283e+18,-0.4034644192145,0.01702333949455,-0.0300148090590499,1,15800000000.0
1.717764610160283e+18,-0.894941875405,0.0798295757764999,-0.1909567972215,1,15800000000.0
1.717764610360283e+18,-0.771295103435,0.0658815069671499,-0.0677613488049999,1,15800000000.0
1.717764610560283e+18,-0.773181082305,-0.0234077163639999,-0.1329249002084999,1,15800000000.0
