"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717699448653779E9,"2024-06-06 20:44:08.654 UTC+02:00"
"PAUSE",4.147338574999594E1,1.717699490126942E9,"2024-06-06 20:44:50.127 UTC+02:00"
