Mean Gyro_X,Std Dev Gyro_X,Min Gyro_X,Max Gyro_X,Mean Gyro_Y,Std Dev Gyro_Y,Min Gyro_Y,Max Gyro_Y,Mean Gyro_Z,Std Dev Gyro_Z,Min Gyro_Z,Max Gyro_Z
-0.0034154907729307678,0.3572112990815878,-0.747008290895,1.21132274569,-0.0007622579417748481,0.08606640804785283,-0.28118043765,0.2595433749379999,-0.0023850947128500064,0.03682613770852783,-0.1713471608249999,0.101805587113
