"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717763543058880E9,"2024-06-07 14:32:23.059 UTC+02:00"
"PAUSE",9.137656862500080E1,1.717763634435136E9,"2024-06-07 14:33:54.435 UTC+02:00"
