"event","experiment time","system time","system time text"
"START",0.000000000E0,1717677185.862,"2024-06-06 15:33:05.862 UTC+03:00"
"PAUSE",3.626104285E1,1717677222.123,"2024-06-06 15:33:42.123 UTC+03:00"
