Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
1.0030975693539264,2.491221450327046,-11.010654335105883,12.470213038583337,-1.2217509510076194,3.3783273996651295,-12.283843499988096,6.666838299607142,8.713863542139643,3.161929985593183,-4.895869953407884,13.136008807619046
