"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.960033342E-2,-2.551015317E-1,-1.690961868E-1,7.243061811E-2
3.962933342E-2,-2.684503794E-1,-1.537449211E-1,6.674396992E-2
4.965833342E-2,-2.769069672E-1,-2.039188594E-1,8.906734735E-2
5.968733341E-2,-2.521784604E-1,-2.406957895E-1,9.679477662E-2
6.971633341E-2,-1.844237745E-1,-2.946014106E-1,7.586567849E-2
7.974533341E-2,-7.690422982E-2,-3.575116694E-1,6.816142052E-2
8.977433341E-2,6.776682101E-3,-3.515070677E-1,7.352829725E-2
9.980333340E-2,3.233503923E-2,-3.302864730E-1,8.931098878E-2
1.098333334E-1,2.996229753E-2,-3.333480060E-1,1.237919331E-1
1.198623334E-1,2.349427715E-2,-3.121764064E-1,1.288996041E-1
1.298913334E-1,-1.173523720E-3,-2.476323992E-1,9.846583009E-2
1.399203334E-1,-5.219382793E-2,-1.592759043E-1,5.297904462E-2
1.499493334E-1,-1.318065077E-1,-8.377052844E-2,2.134555764E-2
1.599783334E-1,-1.729209125E-1,-1.347833723E-1,4.968182649E-3
1.700083334E-1,-4.090028629E-2,-2.558387816E-1,2.057103999E-2
1.800373334E-1,1.762149781E-1,-2.084257156E-1,7.074606419E-2
1.900663334E-1,2.993660569E-1,-1.550151706E-1,1.387335062E-1
2.000953334E-1,1.958186328E-1,-2.029059976E-1,1.396371126E-1
2.101243334E-1,-8.890322596E-2,-2.774824500E-1,1.837203465E-2
2.201533334E-1,-3.910492361E-1,-2.705510557E-1,-1.620856225E-1
2.301823334E-1,-6.149595976E-1,-1.486943960E-1,-3.451368213E-1
2.402123334E-1,-7.506705523E-1,7.993611693E-2,-4.835453033E-1
2.502413334E-1,-8.556104302E-1,2.738280892E-1,-5.954563022E-1
2.602703334E-1,-9.407687187E-1,4.624398053E-1,-6.574621797E-1
2.702993334E-1,-9.578715563E-1,5.892264843E-1,-6.428261995E-1
2.803283334E-1,-8.181692958E-1,5.508702993E-1,-6.473109722E-1
2.903573334E-1,-5.781843662E-1,5.426580310E-1,-6.857121587E-1
3.003863334E-1,-3.377967775E-1,5.862590075E-1,-7.009769082E-1
3.104163334E-1,-2.009943575E-1,5.592691302E-1,-6.600409150E-1
3.204453334E-1,-1.999605149E-1,3.871434629E-1,-6.346412897E-1
3.304743334E-1,-2.796886265E-1,7.656531781E-2,-6.382658482E-1
3.405033334E-1,-3.923206329E-1,-2.330133170E-1,-6.559430957E-1
3.505323334E-1,-5.178914666E-1,-4.854371846E-1,-6.960722208E-1
3.605642084E-1,-6.518623233E-1,-6.820559502E-1,-7.545802593E-1
3.705932084E-1,-7.830864787E-1,-8.359133601E-1,-8.038643003E-1
3.806232084E-1,-8.836562634E-1,-6.331647635E-1,-7.783570886E-1
3.906522084E-1,-9.355993271E-1,-4.873562455E-1,-7.070002556E-1
