"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717672299088879E9,"2024-06-06 13:11:39.089 UTC+02:00"
"PAUSE",3.400247633329127E1,1.717672333090975E9,"2024-06-06 13:12:13.091 UTC+02:00"
