"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.799583337E-3,3.375831246E-2,6.768321246E-2,7.917069830E-3
1.278558333E-2,5.018122867E-2,1.190172359E-1,9.891005233E-3
2.277158335E-2,6.758764386E-2,1.698764116E-1,1.405778714E-2
3.275758334E-2,6.796155870E-2,1.725653410E-1,2.451848239E-2
4.274358333E-2,4.227243736E-2,1.190145165E-1,2.247610502E-2
5.272958335E-2,-1.973543316E-3,-3.193264827E-2,-6.990565918E-3
6.271558334E-2,-1.269479692E-1,-2.568557858E-1,-5.349228531E-2
7.270158335E-2,-6.701178104E-2,-1.486520469E-1,-1.018936038E-1
8.268758334E-2,-8.908532560E-3,1.049659401E-2,-2.924416587E-2
9.267358333E-2,1.974875666E-2,3.151342645E-2,4.789261729E-4
1.026595834E-1,5.770888645E-3,7.849110290E-3,3.267521970E-3
1.126455833E-1,2.081460785E-3,1.626729500E-3,-6.373762153E-4
1.226315833E-1,9.287847206E-5,-2.238582354E-3,7.852844428E-4
1.326175834E-1,6.404205924E-4,4.281036090E-4,1.476575853E-3
1.426035833E-1,-3.785048611E-4,1.373525709E-3,3.383408184E-4
1.525895833E-1,-1.967875753E-3,1.093298430E-3,-8.477026131E-5
1.625755834E-1,-5.345623358E-4,-8.742449572E-4,3.027828643E-5
1.725615833E-1,6.204585079E-4,-7.893558359E-4,-3.548679408E-3
1.825475833E-1,-2.599303145E-3,-7.310326910E-4,1.141679939E-3
1.925335834E-1,1.362734474E-5,-7.220194675E-4,-8.586553158E-4
2.025195833E-1,-3.275235649E-4,1.730690710E-4,-4.306853516E-4
2.125055833E-1,8.875235217E-4,-1.847579726E-3,-1.228805631E-3
2.224915834E-1,-6.757520023E-4,-1.949578756E-3,1.197067904E-3
2.324775833E-1,-1.647271216E-3,-1.120331930E-3,-1.540372614E-5
2.424635833E-1,-3.407088108E-3,2.826206619E-3,-1.867898623E-3
2.524495833E-1,1.692709047E-4,-3.128888085E-3,1.073562773E-3
2.624355833E-1,-1.579094329E-3,6.181795616E-4,-2.284566872E-4
2.724215833E-1,1.007861109E-3,7.910674904E-4,-1.969729783E-4
2.824075833E-1,-5.748556578E-4,-1.916834619E-3,-1.796467579E-3
2.923935833E-1,-1.172278309E-3,8.864677511E-5,5.387052661E-4
3.023795833E-1,-1.086524455E-3,-1.678155968E-4,-2.304156078E-4
3.123655833E-1,-5.780058564E-4,-1.024522586E-3,1.369504724E-3
3.223515833E-1,2.861898392E-4,2.818685258E-3,2.488565166E-3
3.323375833E-1,5.737040192E-4,-4.374573473E-4,1.430194709E-3
3.423235833E-1,1.028571278E-4,1.700096764E-4,-1.935346518E-4
3.523095833E-1,-1.857654774E-3,-1.238108031E-3,-2.696708543E-4
3.622955833E-1,1.951097511E-4,1.792262774E-4,1.178556122E-3
3.722815833E-1,-8.675731369E-4,-5.441089161E-4,2.184690093E-4
