"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.799583337E-3,1.101708984E-1,4.999603271E-2,9.936486969E0
1.278558333E-2,1.308279419E-1,3.637435913E-2,1.001986359E1
2.277158335E-2,1.832189941E-1,3.622467041E-2,1.014171021E1
3.275758334E-2,1.330732727E-1,-1.736389160E-2,1.011701157E1
4.274358333E-2,4.715194702E-2,-6.885681152E-3,9.673184509E0
5.272958335E-2,3.008743286E-2,1.728904724E-1,9.306896210E0
6.271558334E-2,1.348695374E-1,5.251080322E-1,8.574768677E0
7.270158335E-2,6.746470642E-1,1.086740112E-1,9.317374420E0
8.268758334E-2,6.526428223E-2,-1.755848694E-1,1.078926361E1
9.267358333E-2,-5.267546082E-1,1.800755310E-1,1.039663010E1
1.026595834E-1,-2.948867798E-2,4.745132446E-2,9.497449951E0
1.126455833E-1,9.460327148E-2,6.376739502E-2,9.840386810E0
1.226315833E-1,8.202941895E-2,8.247848511E-2,9.846524048E0
1.326175834E-1,9.071136475E-2,7.948471069E-2,9.819729767E0
1.426035833E-1,8.472381592E-2,8.442443848E-2,9.812544708E0
1.525895833E-1,7.993377686E-2,7.828720093E-2,9.823621674E0
1.625755834E-1,7.170089722E-2,8.098159790E-2,9.835746460E0
1.725615833E-1,7.694000244E-2,7.903564453E-2,9.833052063E0
1.825475833E-1,9.101074219E-2,7.619155884E-2,9.816286926E0
1.925335834E-1,8.936416626E-2,7.888595581E-2,9.829609222E0
2.025195833E-1,8.158035278E-2,7.304809570E-2,9.817035370E0
2.125055833E-1,8.352630615E-2,8.083190918E-2,9.825717316E0
2.224915834E-1,7.798782349E-2,8.217910767E-2,9.814041595E0
2.324775833E-1,9.355545044E-2,8.098159790E-2,9.835297394E0
2.424635833E-1,7.185058594E-2,8.083190918E-2,9.819430389E0
2.524495833E-1,7.574249268E-2,8.681945801E-2,9.819580078E0
2.624355833E-1,8.517288208E-2,6.855743408E-2,9.817035370E0
2.724215833E-1,8.217910767E-2,7.514373779E-2,9.809101868E0
2.824075833E-1,7.993377686E-2,7.214996338E-2,9.830207977E0
2.923935833E-1,8.023315430E-2,8.592132568E-2,9.827663269E0
3.023795833E-1,8.023315430E-2,7.888595581E-2,9.838889923E0
3.123655833E-1,9.624984741E-2,7.948471069E-2,9.822124786E0
3.223515833E-1,8.622070312E-2,7.110214233E-2,9.819280701E0
3.323375833E-1,8.352630615E-2,9.520202637E-2,9.828411713E0
3.423235833E-1,8.292755127E-2,7.349716187E-2,9.836345215E0
3.523095833E-1,8.187973022E-2,7.708969116E-2,9.823322296E0
3.622955833E-1,7.649093628E-2,7.798782349E-2,9.823921051E0
3.722815833E-1,1.050814819E-1,9.086105347E-2,9.837542725E0
3.822675833E-1,8.412506104E-2,7.828720093E-2,9.832602997E0
3.922535833E-1,9.939331055E-2,8.726852417E-2,9.832602997E0
4.022395833E-1,1.040336609E-1,7.050338745E-2,9.842931519E0
4.122255833E-1,8.187973022E-2,7.589218140E-2,9.815089417E0
4.222115834E-1,9.699829102E-2,7.723937988E-2,9.818083191E0
4.321975833E-1,9.849517822E-2,7.694000244E-2,9.829609222E0
4.421835833E-1,9.415420532E-2,7.798782349E-2,9.827812958E0
4.521695834E-1,7.978408813E-2,6.975494385E-2,9.821226654E0
4.621555833E-1,7.080276489E-2,9.624984741E-2,9.818681946E0
4.721415833E-1,7.274871826E-2,8.173004150E-2,9.816885681E0
4.821275834E-1,7.634124756E-2,9.699829102E-2,9.807455292E0
4.921135833E-1,7.753875732E-2,9.131011963E-2,9.841584320E0
5.020995833E-1,8.367599487E-2,7.544311523E-2,9.808802490E0
5.120855834E-1,8.173004150E-2,8.397537231E-2,9.780511322E0
5.220715833E-1,7.649093628E-2,5.763015747E-2,9.875863037E0
5.320575833E-1,1.100212097E-1,7.783813477E-2,9.787247314E0
5.420435834E-1,1.028361511E-1,6.017486572E-2,9.853110352E0
