"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717615786045750E9,"2024-06-05 21:29:46.046 UTC+02:00"
"PAUSE",3.274049533333346E1,1.717615818786159E9,"2024-06-05 21:30:18.786 UTC+02:00"
