"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717615559077525E9,"2024-06-05 21:25:59.078 UTC+02:00"
"PAUSE",1.665063705416687E2,1.717615725582790E9,"2024-06-05 21:28:45.583 UTC+02:00"
