"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-2.834208310E-3,2.138303375E0,9.606573029E0,6.177653503E-1
7.187791693E-3,2.149380341E0,9.619446259E0,7.030879211E-1
1.721079167E-2,2.141446838E0,9.516011353E0,8.695417786E-1
2.723379168E-2,2.069596252E0,9.353150024E0,1.059945831E0
3.725679169E-2,1.981728973E0,9.271120605E0,1.262474670E0
4.727879167E-2,1.936672668E0,9.269174652E0,1.437161407E0
5.730179168E-2,1.937121735E0,9.331894226E0,1.541943512E0
6.732479169E-2,1.966760101E0,9.372459869E0,1.553319855E0
7.734679169E-2,1.952389984E0,9.433981934E0,1.482966156E0
8.736979167E-2,1.945803680E0,9.464219055E0,1.350491638E0
9.739279168E-2,1.970352631E0,9.481732635E0,1.211580505E0
1.074147917E-1,1.999990997E0,9.493707733E0,1.131047974E0
1.174377917E-1,2.064207458E0,9.517059174E0,1.082997894E0
1.274597917E-1,2.102976837E0,9.549391937E0,1.069675598E0
1.374827917E-1,2.153421936E0,9.605076141E0,1.102008362E0
1.475057917E-1,2.204465790E0,9.581724701E0,1.132694550E0
1.575287917E-1,2.179767151E0,9.525591431E0,1.181642761E0
1.675507917E-1,2.125879211E0,9.473499756E0,1.221609650E0
1.775737917E-1,2.056423645E0,9.416019287E0,1.268162842E0
1.875967917E-1,1.935774536E0,9.396260376E0,1.279239807E0
1.976187917E-1,1.827399902E0,9.397008820E0,1.269210663E0
2.076417917E-1,1.791773987E0,9.412426758E0,1.238973541E0
2.176649167E-1,1.846110992E0,9.423653412E0,1.204694824E0
2.276869167E-1,1.974094849E0,9.429790649E0,1.158590698E0
2.377099167E-1,2.098037109E0,9.442963257E0,1.171613617E0
2.477329167E-1,2.182611237E0,9.421108704E0,1.202599182E0
2.577549167E-1,2.247725830E0,9.423952789E0,1.216819611E0
2.677779167E-1,2.301763458E0,9.454489288E0,1.212179260E0
2.778009167E-1,2.366578674E0,9.500743103E0,1.215771790E0
2.878229167E-1,2.416275330E0,9.540709991E0,1.231189728E0
2.978459167E-1,2.442470856E0,9.569450226E0,1.268013153E0
