"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.751670833E-2,1.706004608E-3,-5.892722681E-2,-2.509371564E-2
3.744970833E-2,3.971555736E-3,-4.420100898E-2,-2.283642069E-2
4.738170833E-2,7.633541245E-3,-3.990061581E-2,-1.796212047E-2
5.731470833E-2,1.668083109E-2,-3.281687573E-2,-1.167999022E-2
6.724670833E-2,2.743959799E-2,-2.459801175E-2,-4.818005487E-3
7.717970833E-2,2.029167302E-2,-1.845649630E-2,9.613398463E-3
8.711170833E-2,5.111520644E-3,-9.887333959E-3,2.119042538E-2
9.704470833E-2,-6.446598098E-3,1.161130052E-2,2.454094775E-2
1.069767083E-1,-1.487377845E-2,2.338468470E-2,2.422731183E-2
1.169097083E-1,-1.159409620E-2,4.068590701E-2,2.368216217E-2
1.268417083E-1,-5.306228413E-4,5.912559852E-2,1.384109631E-2
1.367747083E-1,-7.220483385E-3,5.661263689E-2,5.350671709E-3
1.467067083E-1,-2.758979797E-2,4.927501455E-2,-8.909573779E-3
1.566397083E-1,-4.150987417E-2,4.619959369E-2,-1.639944687E-2
1.665717083E-1,-4.429873079E-2,3.835686296E-2,-1.234380342E-2
1.765047083E-1,-4.688465968E-2,2.955804579E-2,-2.033109777E-3
1.864367083E-1,-4.795217142E-2,2.811507322E-2,4.658713005E-3
1.963697083E-1,-3.727396205E-2,2.621304430E-2,1.085242722E-2
2.063017083E-1,-8.403173648E-3,2.944371477E-2,3.068356775E-3
2.162347083E-1,2.290308475E-2,2.959817648E-2,-4.170647357E-3
2.261667083E-1,3.729003668E-2,2.965652943E-2,-1.439797040E-2
2.360997083E-1,3.603275493E-2,2.917236835E-2,-1.468718983E-2
2.460317083E-1,2.772442810E-2,2.753701247E-2,-1.383102592E-2
2.559647083E-1,2.623225935E-2,2.606321871E-2,-8.891128004E-3
2.658967083E-1,2.685422078E-2,3.295128047E-2,-6.239964627E-3
2.758297083E-1,3.330545872E-2,3.631218895E-2,-6.816272624E-3
2.857617083E-1,3.974062577E-2,3.411344439E-2,-6.844390649E-3
2.956947083E-1,4.023783654E-2,3.027289920E-2,-9.017797187E-3
3.056267083E-1,3.995600715E-2,2.331946604E-2,-1.379919332E-2
3.155597083E-1,2.495734766E-2,2.733151987E-2,-1.381384116E-2
3.254917083E-1,1.163110789E-2,2.115869150E-2,-8.326607756E-3
3.354247083E-1,6.444334518E-3,1.372740790E-2,6.506419741E-4
3.453567083E-1,4.006556235E-3,8.454540744E-3,1.265284978E-2
3.552897083E-1,-4.135526251E-3,4.853947088E-3,2.025297843E-2
3.652217083E-1,-1.705336571E-2,8.302239701E-3,1.294363942E-2
3.751547083E-1,-2.622848935E-2,4.976750351E-3,-4.127223045E-3
3.850867083E-1,-2.988543548E-2,-1.028870419E-2,-1.926669106E-2
3.950197083E-1,-3.248494864E-2,-2.132431045E-2,-2.787988633E-2
4.049527083E-1,-2.870374918E-2,-3.184152395E-2,-1.988851279E-2
4.148847083E-1,-1.401109062E-2,-3.353209794E-2,-1.142045762E-2
4.248167083E-1,-1.574757695E-2,-3.366663679E-2,-2.418777440E-3
4.347497083E-1,-1.349693909E-2,-3.326956183E-2,4.099841695E-3
4.446827083E-1,-8.694809861E-3,-3.399129957E-2,8.628756739E-3
4.546147083E-1,-5.650283769E-3,-3.923612833E-2,6.421528757E-3
4.645477083E-1,-8.608282660E-4,-4.628219455E-2,5.630375817E-4
4.744797083E-1,2.055599354E-3,-5.391161889E-2,-3.125706688E-3
4.844127083E-1,-3.227369161E-3,-6.121523678E-2,-4.108272959E-3
4.943447083E-1,3.399108071E-3,-6.593595445E-2,2.146693412E-3
5.042777083E-1,7.432858460E-3,-6.118559465E-2,3.459449857E-3
5.142097083E-1,2.122297324E-2,-5.772215500E-2,6.809737533E-4
5.241427083E-1,2.236386389E-2,-4.942748323E-2,-1.287816791E-3
5.340747083E-1,3.105082922E-2,-3.303306177E-2,-1.136015821E-2
5.440077083E-1,2.725869603E-2,-2.796842717E-2,-1.923258789E-2
5.539397083E-1,1.599112898E-2,-2.272626013E-2,-2.842661925E-2
5.638727083E-1,-3.135415027E-4,-2.506611310E-2,-3.404722363E-2
5.738047083E-1,-1.995115913E-2,-3.631956503E-2,-2.835764363E-2
5.837377083E-1,-3.683235496E-2,-4.605113715E-2,-2.098101005E-2
5.936697083E-1,-3.263974190E-2,-5.645770207E-2,-1.544802636E-2
6.036027083E-1,-1.352769043E-2,-5.821759999E-2,-1.517353952E-2
6.135347083E-1,1.908458024E-2,-5.761998892E-2,-1.262862235E-2
6.234677083E-1,3.693439439E-2,-4.715707526E-2,-6.148898974E-3
6.333997083E-1,3.073509224E-2,-3.602452949E-2,-2.826072974E-3
6.433327083E-1,1.017744932E-2,-2.343119867E-2,-1.481821528E-3
6.532647083E-1,-6.642277353E-3,-1.520788949E-2,-5.537815858E-3
6.631977083E-1,-9.287063032E-3,-6.914273370E-3,-3.091436112E-3
6.731297083E-1,-5.408701021E-3,-5.556593649E-3,-4.983972758E-5
6.830627083E-1,-6.583719514E-4,-4.705294035E-3,6.739034783E-3
6.929947083E-1,1.910894178E-2,3.625340527E-3,1.158625446E-2
7.029277083E-1,2.520470694E-2,1.371648721E-2,1.272062119E-2
7.128597083E-1,1.726688817E-2,1.736501791E-2,8.072871715E-3
7.227927083E-1,9.766200557E-3,1.780502312E-2,-1.413504360E-3
7.327247083E-1,-8.395493031E-3,2.522485703E-2,-1.148930844E-2
7.426577083E-1,-1.438255794E-2,2.654017322E-2,-8.444614708E-3
7.525897083E-1,-1.578524522E-2,3.662157059E-2,-1.012933068E-2
7.625227083E-1,-1.530410349E-2,4.278542101E-2,-8.172410540E-3
7.724547083E-1,-2.192099392E-2,3.346488997E-2,-5.760119297E-3
7.823877083E-1,-1.854523458E-2,2.575220540E-2,-7.946980186E-4
7.923197083E-1,-2.107017674E-2,2.078248002E-2,8.675502613E-3
8.022527083E-1,-1.676361449E-2,1.465787273E-2,1.847555861E-2
8.121847083E-1,-1.599262841E-2,1.264186110E-2,2.669646963E-2
8.221177083E-1,-1.155501790E-2,6.738145836E-3,2.447875589E-2
8.320497083E-1,3.273729235E-3,-1.001000404E-3,1.237868518E-2
8.419827083E-1,1.224283595E-2,-9.211198427E-3,-4.547049291E-3
8.519147083E-1,2.697464451E-2,-2.195761912E-2,-1.449209172E-2
8.618477083E-1,4.063749313E-2,-2.351383679E-2,-1.872587390E-2
8.717797083E-1,4.060953110E-2,-2.209330723E-2,-1.138646808E-2
8.817127083E-1,3.240465000E-2,-2.831642888E-2,3.874187125E-3
8.916447083E-1,2.663038112E-2,-2.503488213E-2,2.008058690E-2
9.015777083E-1,3.188533708E-2,-1.609277539E-2,2.974990755E-2
9.115097083E-1,2.637845278E-2,-9.723292664E-3,3.177710623E-2
9.214427083E-1,2.407242171E-2,-4.559423774E-3,3.120372817E-2
9.313747083E-1,3.207335621E-2,8.731613867E-3,2.288268134E-2
9.413077083E-1,3.329027072E-2,1.615364850E-2,1.436233334E-2
9.512397083E-1,3.272408620E-2,1.762318052E-2,7.807494607E-3
9.611727083E-1,2.475723252E-2,1.975370012E-2,8.896545507E-3
9.711047083E-1,8.200893179E-3,2.815144509E-2,1.348889992E-2
9.810377917E-1,5.902114790E-3,4.075849056E-2,1.739979535E-2
9.909697917E-1,1.616114378E-2,5.459947139E-2,2.251785621E-2
1.000902792E0,2.857147530E-2,5.555447936E-2,2.628836036E-2
1.010834792E0,3.407622874E-2,5.454540998E-2,2.596771717E-2
1.020767792E0,3.355087712E-2,6.022569910E-2,1.967170835E-2
1.030699792E0,2.150992863E-2,6.376557052E-2,1.273044571E-2
1.040632792E0,2.822310198E-3,7.057436556E-2,9.518084116E-3
1.050564792E0,-1.650851034E-2,7.812841982E-2,1.175487321E-2
1.060497792E0,-4.316679761E-2,8.622881025E-2,1.253781468E-2
1.070429792E0,-6.669449061E-2,9.311041981E-2,1.467367075E-2
1.080362792E0,-9.906468540E-2,9.902981669E-2,1.824052446E-2
1.090294792E0,-1.453224570E-1,9.661059827E-2,2.250957303E-2
1.100227792E0,-2.003012747E-1,9.182917327E-2,2.452550083E-2
1.110159792E0,-2.522182763E-1,8.401386440E-2,2.920866944E-2
1.120092792E0,-2.997501194E-1,6.581410021E-2,4.045138881E-2
1.130025792E0,-3.425377905E-1,5.617078766E-2,4.899933562E-2
1.139957792E0,-3.809438348E-1,6.419470161E-2,4.941837490E-2
1.149890792E0,-4.093627036E-1,7.379300147E-2,4.502469301E-2
1.159822792E0,-4.319412112E-1,8.745132387E-2,2.841209248E-2
1.169755792E0,-4.504158199E-1,1.021450534E-1,1.681349240E-2
1.179687792E0,-4.664604962E-1,9.559927136E-2,2.972650342E-3
1.189620792E0,-4.849907756E-1,1.080375686E-1,-3.046626225E-3
1.199552792E0,-4.884879589E-1,1.089911833E-1,-6.634378806E-3
1.209485792E0,-4.975885153E-1,9.830845147E-2,-2.144555794E-3
1.219417792E0,-5.091211796E-1,8.658072352E-2,2.606144873E-3
1.229350792E0,-5.288110375E-1,6.132251397E-2,1.055461541E-2
1.239282792E0,-5.734261870E-1,4.419225827E-2,1.943306066E-2
1.249215792E0,-6.154943109E-1,6.721977144E-2,2.440658212E-2
1.259147792E0,-6.436052918E-1,8.296854794E-2,1.090870239E-2
1.269080792E0,-6.741115451E-1,1.046671867E-1,-6.032196805E-3
1.279012792E0,-7.004190087E-1,1.200894266E-1,-2.445165627E-2
1.288945792E0,-7.133675814E-1,1.133391187E-1,-3.226510435E-2
1.298877792E0,-7.190192342E-1,1.153867394E-1,-3.424631432E-2
1.308810792E0,-7.234438062E-1,1.073330715E-1,-2.186980471E-2
1.318742792E0,-7.301323414E-1,8.031956106E-2,-5.311517976E-3
1.328675792E0,-7.467557788E-1,6.727166474E-2,1.772908680E-2
1.338607792E0,-7.379803061E-1,3.394237533E-2,3.795876727E-2
1.348540792E0,-7.063579559E-1,2.374331234E-3,6.063451990E-2
1.358472792E0,-7.049014568E-1,4.408730194E-3,6.209836900E-2
1.368405792E0,-7.255393267E-1,1.354976464E-2,5.415575951E-2
1.378337792E0,-7.500915527E-1,2.330491319E-2,3.264150023E-2
1.388270792E0,-7.580770254E-1,4.033103585E-2,3.927030601E-3
1.398202792E0,-7.411721945E-1,3.605366126E-2,-1.960030198E-2
1.408135792E0,-7.117775679E-1,1.890263706E-2,-2.922496758E-2
1.418067792E0,-6.701942682E-1,-4.284339026E-3,-2.003346011E-2
1.428000792E0,-6.643931270E-1,-2.624742873E-2,9.009110741E-3
1.437932792E0,-6.891710758E-1,-2.225001343E-2,4.075098038E-2
1.447865792E0,-7.227189541E-1,-8.361096494E-3,6.015184149E-2
1.457797792E0,-7.481272221E-1,6.184628233E-3,5.341128260E-2
1.467730792E0,-7.548463941E-1,1.183905173E-2,3.549380228E-2
1.477662792E0,-7.696123719E-1,1.205619238E-2,2.585311607E-2
1.487595792E0,-7.730830312E-1,-2.274013869E-2,4.120357707E-2
1.497527792E0,-7.883759141E-1,-8.417058736E-2,6.334610283E-2
1.507460792E0,-7.953163981E-1,-1.315330416E-1,8.519814163E-2
1.517392792E0,-7.760200500E-1,-1.694310904E-1,9.476979077E-2
1.527325792E0,-7.529437542E-1,-1.829591542E-1,9.314526618E-2
