"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717747198114282E9,"2024-06-07 09:59:58.114 UTC+02:00"
"PAUSE",2.894277374999729E1,1.717747227056706E9,"2024-06-07 10:00:27.057 UTC+02:00"
