"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.182833316E-3,-1.532455385E-1,-8.196221292E-2,6.833301485E-2
1.323683339E-2,-1.767811030E-1,-9.626437724E-2,-5.076728761E-2
2.329083334E-2,-1.997010708E-1,-1.757847667E-1,-1.387219131E-1
3.334483330E-2,-2.049202621E-1,-2.841764092E-1,-1.748610139E-1
4.339883337E-2,-2.006906420E-1,-3.787889481E-1,-1.664315760E-1
5.345283332E-2,-1.925125122E-1,-4.573028684E-1,-1.192115471E-1
6.350683339E-2,-1.967272311E-1,-5.140036941E-1,-5.613404885E-2
7.356083335E-2,-2.225372791E-1,-5.541006327E-1,1.947824471E-2
8.361483330E-2,-2.785629928E-1,-5.912807584E-1,1.122207046E-1
9.366883337E-2,-3.583081663E-1,-6.563075781E-1,2.194668502E-1
1.037228333E-1,-4.627280533E-1,-7.488074303E-1,3.315795362E-1
1.137768333E-1,-5.703347921E-1,-8.926314116E-1,4.315015078E-1
1.238308334E-1,-6.537146568E-1,-1.091596484E0,5.086482167E-1
1.338858333E-1,-6.849398017E-1,-1.356917143E0,5.569493771E-1
1.439398334E-1,-6.302384734E-1,-1.697687745E0,5.123318434E-1
1.539938333E-1,-5.180063248E-1,-2.043433666E0,3.989476264E-1
1.640478333E-1,-3.638002872E-1,-2.298994780E0,2.346369922E-1
1.741018334E-1,-1.651557982E-1,-2.375276804E0,-2.037692349E-3
1.841558333E-1,1.235694736E-1,-2.212665796E0,-3.093765974E-1
1.942098333E-1,5.196226239E-1,-2.009706259E0,-8.023201227E-1
2.042638334E-1,9.754489660E-1,-1.949061513E0,-1.247396946E0
2.143178333E-1,1.454778075E0,-1.930907845E0,-1.589788198E0
2.243718334E-1,1.902641058E0,-1.760063410E0,-1.839196682E0
2.344258333E-1,2.278657913E0,-1.712379575E0,-1.965290189E0
2.444798333E-1,2.496238232E0,-1.835190415E0,-1.997215629E0
2.545338334E-1,2.657116413E0,-1.909104347E0,-1.947067618E0
2.645888333E-1,2.831990242E0,-2.295029163E0,-1.880249500E0
2.746428334E-1,3.196984768E0,-3.338638306E0,-1.901899815E0
2.846968333E-1,3.548027992E0,-4.577607632E0,-1.943000317E0
2.947508333E-1,3.854774714E0,-5.217796326E0,-2.080790758E0
3.048048334E-1,3.923808813E0,-3.717095137E0,-2.402777433E0
3.148588333E-1,3.467980862E0,-1.660089016E0,-2.744260788E0
