"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717692906556870E9,"2024-06-06 19:55:06.557 UTC+03:00"
"PAUSE",6.572253408333200E1,1.717692972278881E9,"2024-06-06 19:56:12.279 UTC+03:00"
