Timestamps,Acc_X,Acc_Y,Acc_Z,Label
1.7177635430629307e+18,-0.6211868068190477,2.297600686142857,9.465929783285713,30s-1
1.7177635432629307e+18,-0.779713577265,2.3726859741499995,9.465192031849998,30s-1
1.7177635434629307e+18,-0.72628218842,2.26542652125,9.5200454635,30s-1
1.7177635436629307e+18,-0.641012008665,2.3113061141,9.503542282,30s-1
1.7177635438629307e+18,-0.6503525848399999,2.31218927765,9.48292266095,30s-1
1.7177635440629307e+18,-0.5123246154800001,2.3461012574,9.4651546096,30s-1
1.7177635442629307e+18,-0.519434829715,2.3538476485999995,9.4489508056,30s-1
1.7177635444629307e+18,-0.4038102722333334,2.742867606047619,8.872898712190475,30s-1
1.7177635446629307e+18,-0.30008846283,2.6490637435,8.65874404905,30s-1
1.7177635448629307e+18,-0.72774165342805,1.3228665847699996,8.887378601150001,30s-1
1.7177635450629307e+18,-0.7254963226231499,-0.529995368921,9.8851362535,30s-1
1.7177635452629307e+18,-0.766084419233,-2.1726943587299994,10.243730552750002,30s-1
1.7177635454629307e+18,-1.0760298844199998,-3.0748832473,11.554487319999998,30s-1
1.7177635456629307e+18,-0.3509901123209999,-2.2351145554,10.4608465571,30s-1
1.7177635458629307e+18,-0.6594500950480954,-0.5679689025952381,9.83444203004762,30s-1
1.7177635460629307e+18,-0.5896612930415001,0.6659800872813999,9.404665397699995,30s-1
1.7177635462629307e+18,-0.63136457063105,2.60067686465,8.32784216305,30s-1
1.7177635464629307e+18,0.1068777466151,3.9270985566,7.4135733947,30s-1
1.7177635466629307e+18,-0.4545522537175001,2.1483699417,8.2075448227,30s-1
1.7177635468629307e+18,-0.691958564731,-0.5167104949345,9.95313235435,30s-1
1.7177635470629307e+18,-1.14819481663,-2.2218371659,11.109051108999996,30s-1
1.7177635472629307e+18,-0.328918510385,-2.9170364913,11.471200515,30s-1
1.7177635474629307e+18,-0.6095110866652381,-1.5529064287438092,10.461922891047616,30s-1
1.7177635476629307e+18,-0.3214864654125,0.4185745697,9.32205967715,30s-1
1.7177635478629307e+18,0.268534080498,1.2328812102700002,9.3246268383,30s-1
1.7177635480629307e+18,0.6314019927945,2.7466607895000004,8.386430328349999,30s-1
1.7177635482629307e+18,-0.1569261703355,3.3803904417499995,7.4903637085,30s-1
1.7177635484629307e+18,0.721926246614,1.2302766265040002,9.287623787,30s-1
1.7177635486629307e+18,-0.2979179763825,-0.341312736507,9.65720523855,30s-1
1.7177635488629307e+18,-0.5692733329238095,-2.0768026952,10.397471204190476,30s-1
1.7177635490629307e+18,-0.9530306624755,-2.87019889075,11.525851868,30s-1
1.7177635492629307e+18,-0.3555855560124999,-2.0808603286400005,10.8182208945,30s-1
1.7177635494629307e+18,-0.94750714875,-0.1344653777999999,9.6578264468,30s-1
1.7177635496629307e+18,-0.69112779236565,1.2184886398407,9.1190218963,30s-1
1.7177635498629307e+18,-0.4343592452785,2.435195984,8.3168624955,30s-1
1.7177635500629307e+18,-0.276609786997,3.774752861,8.0375732804,30s-1
1.7177635502629307e+18,0.0718655548114999,2.71506150075,8.14524437715,30s-1
1.7177635504629307e+18,-0.275398733957619,0.6694364711202857,9.70558855347619,30s-1
1.7177635506629307e+18,-0.5372253341740001,-0.4042718124175,10.08806176715,30s-1
1.7177635508629307e+18,-0.32324530793,-1.26919569404,11.305188238499998,30s-1
1.7177635510629307e+18,-0.4367243271369999,-1.9581529998999996,10.945553604,30s-1
1.7177635512629307e+18,-0.5794974288824999,-0.6462062072830002,10.2558403704,30s-1
1.7177635514629307e+18,-1.4022539978,0.760111839184,9.148398308,30s-1
1.7177635516629307e+18,-0.8185652847490001,0.87383036052595,9.920417884549998,30s-1
1.7177635518629307e+18,-0.7026388550238094,2.708995187,8.694804774857142,30s-1
1.7177635520629307e+18,-0.6693630523300002,3.75953700265,7.50989808655,30s-1
1.7177635522629307e+18,-0.94862981409,2.79747262565,8.376296401950002,30s-1
1.7177635524629307e+18,-1.3666430512,0.9563762054679998,9.0597002564,30s-1
1.7177635526629307e+18,-2.223581039415,-1.8493068466450004,9.8812742847,30s-1
1.7177635528629307e+18,-2.27605442045,-3.2365171279500005,11.5505280535,30s-1
1.7177635530629307e+18,-1.8484087142,-2.49028891755,10.461692299050002,30s-1
1.7177635532629307e+18,-1.6981543841190476,-0.1813371930742857,9.600328870761905,30s-1
1.7177635534629307e+18,-1.58027130898,0.5490956496714999,9.79042071455,30s-1
1.7177635536629307e+18,-0.817809356647,2.11822263331,8.64496520235,30s-1
1.7177635538629307e+18,-0.6795044631951499,3.6907176132,7.143969039949999,30s-1
1.7177635540629307e+18,-0.71595366661,3.64610289,7.5467664184,30s-1
1.7177635542629307e+18,-0.577259582493,0.41387434386015,9.793601601,30s-1
1.7177635544629307e+18,-1.89567292795,-1.776924865725,10.317796532,30s-1
