Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
-0.7905996835954529,3.525505688262384,-7.8017312164,14.005325775050002,0.46909554828846245,4.366997407450801,-8.782918327249998,10.557627800750002,6.622710742713023,5.138708022876406,-8.24934539855,13.64574353
