Mean Acc_X,Std Dev Acc_X,Min Acc_X,Max Acc_X,Mean Acc_Y,Std Dev Acc_Y,Min Acc_Y,Max Acc_Y,Mean Acc_Z,Std Dev Acc_Z,Min Acc_Z,Max Acc_Z
1.098393816482662,2.907732876228064,-2.07327859498,16.7379981535,-0.37270058875473616,2.489292432665993,-4.747392746049999,8.21144421375,9.024515196026243,2.2119306354339945,1.005391777052,12.608752464999998
