"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717848635408000E9,"2024-06-08 14:10:35.408 UTC+02:00"
"PAUSE",1.048901775416744E2,1.717848740296000E9,"2024-06-08 14:12:20.296 UTC+02:00"
