"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.741666683E-5,-3.745211792E-1,4.578528900E0,8.594976654E0
9.971416667E-3,-5.625302124E-1,4.626279602E0,8.752000122E0
1.990441667E-2,-6.590794373E-1,4.614304504E0,8.762029266E0
2.983741667E-2,-6.991960144E-1,4.612358551E0,8.833281097E0
3.977141667E-2,-7.048841858E-1,4.585414581E0,8.916807404E0
4.970441667E-2,-6.227050781E-1,4.567601624E0,8.997938690E0
5.963741667E-2,-4.950205994E-1,4.538112946E0,8.937015381E0
6.957141667E-2,-4.680766296E-1,4.503235474E0,8.735384674E0
7.950441667E-2,-5.219645691E-1,4.425996094E0,8.619375916E0
8.943741667E-2,-4.999603271E-1,4.379143524E0,8.686885529E0
9.937141667E-2,-3.112028503E-1,4.384831696E0,8.764573975E0
1.093044167E-1,-8.981323242E-2,4.397255859E0,8.887468414E0
1.192374167E-1,1.356179810E-1,4.428540802E0,9.097032623E0
1.291710833E-1,3.597019958E-1,4.465663605E0,9.317973175E0
1.391040833E-1,4.867877197E-1,4.495152283E0,9.376351776E0
1.490370833E-1,5.773493958E-1,4.508923645E0,9.235195312E0
1.589700833E-1,7.360194397E-1,4.502786407E0,9.126970367E0
1.689040833E-1,9.306147766E-1,4.476740570E0,9.146130524E0
1.788370833E-1,1.067879333E0,4.411176910E0,9.150621185E0
1.887700833E-1,1.107995911E0,4.341721344E0,8.989556122E0
1.987040833E-1,1.119072876E0,4.259392548E0,8.767418060E0
2.086370833E-1,1.171463928E0,4.210294647E0,8.626710663E0
2.185700833E-1,1.112336884E0,4.150718536E0,8.460256805E0
2.285040833E-1,9.544152832E-1,4.143832855E0,8.248147888E0
2.384370833E-1,6.556365967E-1,4.229754181E0,8.206684113E0
2.483700833E-1,3.960763550E-1,4.360582123E0,8.382119293E0
2.583040833E-1,2.691403198E-1,4.510420532E0,8.518485718E0
2.682370833E-1,3.710783386E-1,4.600533142E0,8.497529297E0
2.781700833E-1,6.021977234E-1,4.586462402E0,8.451125793E0
2.881040833E-1,7.689509583E-1,4.512366486E0,8.443192291E0
2.980370833E-1,8.044271851E-1,4.430337067E0,8.525072021E0
3.079700833E-1,7.183561707E-1,4.353247375E0,8.559949493E0
3.179040833E-1,5.959107971E-1,4.289629669E0,8.548573151E0
3.278370833E-1,3.318598938E-1,4.197571106E0,8.669521637E0
3.377700833E-1,1.972897339E-1,4.175417175E0,8.839268646E0
3.477040833E-1,2.112107849E-1,4.218527527E0,8.824299774E0
3.576370833E-1,3.362008667E-1,4.220922546E0,8.719667358E0
3.675700833E-1,4.854405212E-1,4.227957916E0,8.721463623E0
3.775030833E-1,3.863465881E-1,4.214336243E0,8.776399384E0
3.874370833E-1,-3.329077148E-1,4.104464722E0,8.750203857E0
3.973700833E-1,-7.216493225E-1,4.053869934E0,8.659342804E0
4.073030833E-1,-3.186872864E-1,4.102818146E0,8.317004700E0
4.172370833E-1,-1.594184875E-1,4.157753906E0,8.547375641E0
4.271700833E-1,-1.652563477E-1,4.268673248E0,9.197473755E0
4.371030833E-1,-1.999841309E-1,4.378544769E0,9.430539093E0
