"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.004416667E-3,-4.545662180E-2,-1.507592648E-1,-1.145664603E-1
1.493741667E-2,-4.444230720E-2,-2.293163538E-1,-1.030311659E-1
2.487141667E-2,-5.072177574E-2,-2.591179311E-1,-1.047118902E-1
3.480441667E-2,-5.350233614E-2,-2.474795133E-1,-1.167555153E-1
4.473741667E-2,-4.693471640E-2,-2.413952649E-1,-1.424049437E-1
5.467141667E-2,-3.604097292E-2,-2.578797340E-1,-1.714337617E-1
6.460441667E-2,-3.790518641E-2,-2.812199295E-1,-1.856204122E-1
7.453741667E-2,-5.795418099E-2,-2.980066240E-1,-1.767761409E-1
8.447141667E-2,-7.141246647E-2,-3.142913282E-1,-1.577167064E-1
9.440441667E-2,-7.565770298E-2,-3.400480747E-1,-1.324407309E-1
1.043374167E-1,-7.489737123E-2,-3.413852453E-1,-1.143600047E-1
1.142714167E-1,-7.001880556E-2,-3.278853893E-1,-1.068332866E-1
1.242044167E-1,-5.779569969E-2,-3.094951808E-1,-1.129202098E-1
1.341370833E-1,-4.096003622E-2,-2.757697999E-1,-1.255318075E-1
1.440700833E-1,-2.671691775E-2,-2.314460278E-1,-1.338728219E-1
1.540040833E-1,-2.842507139E-2,-1.858442277E-1,-1.404221207E-1
1.639370833E-1,-2.364709601E-2,-1.393355876E-1,-1.509080529E-1
1.738700833E-1,-7.070738822E-3,-1.033753082E-1,-1.547960192E-1
1.838040833E-1,8.216604590E-3,-6.399407983E-2,-1.498886049E-1
1.937370833E-1,4.325359128E-3,-2.539502457E-2,-1.394659132E-1
2.036700833E-1,-2.127213636E-3,-3.469484625E-3,-1.292505562E-1
2.136040833E-1,-1.407483406E-2,4.347339272E-4,-1.148510650E-1
2.235370833E-1,-4.174108058E-2,7.816749625E-3,-1.000036746E-1
2.334700833E-1,-7.862598449E-2,2.870890871E-2,-8.172252029E-2
2.434040833E-1,-1.032666191E-1,5.769475549E-2,-5.881853029E-2
2.533370833E-1,-1.045389101E-1,8.503796160E-2,-3.333885223E-2
2.632700833E-1,-1.116833761E-1,1.383749545E-1,-1.858680323E-2
2.732040833E-1,-1.360739917E-1,1.941948533E-1,-1.616969891E-2
2.831370833E-1,-1.534159780E-1,2.218214273E-1,-1.425914746E-2
2.930700833E-1,-1.574709415E-1,2.327149361E-1,-6.886969320E-3
3.030040833E-1,-1.500881165E-1,2.402820438E-1,1.069601905E-2
3.129370833E-1,-1.465798020E-1,2.590471506E-1,3.232317790E-2
3.228700833E-1,-1.419046223E-1,2.970975935E-1,4.298620671E-2
3.328030833E-1,-1.150575131E-1,3.226464689E-1,5.777200311E-2
3.427370833E-1,-8.344259858E-2,3.209143281E-1,7.211498916E-2
3.526700833E-1,-6.503212452E-2,2.915568650E-1,6.694924086E-2
3.626030833E-1,-5.457948148E-2,2.719197869E-1,4.582744464E-2
3.725370833E-1,-4.046462476E-2,2.715602815E-1,1.995554194E-2
3.824700833E-1,-1.759659685E-2,2.536507845E-1,4.589312896E-2
3.924030833E-1,-3.283908125E-3,1.804582477E-1,7.757534832E-2
4.023370833E-1,-4.157217592E-2,1.835033000E-1,5.891590565E-2
4.122700833E-1,-7.441063225E-2,1.733657867E-1,2.513945475E-2
4.222030833E-1,-5.510697141E-2,1.116209328E-1,9.969024919E-3
4.321370833E-1,-4.273609817E-2,7.993716747E-2,7.592696231E-3
4.420700833E-1,-4.891543090E-2,8.768243343E-2,7.573787589E-3
4.520030833E-1,-6.693765521E-2,7.722768933E-2,9.070570581E-3
4.619370833E-1,-9.047227353E-2,4.546283185E-2,1.902360283E-2
4.718700833E-1,-1.097815707E-1,2.598565817E-2,3.307818249E-2
4.818030833E-1,-1.350387186E-1,3.294194117E-3,5.762746558E-2
4.917370833E-1,-1.714931875E-1,-1.340404339E-2,9.105947614E-2
5.016700833E-1,-1.990971267E-1,-4.133261368E-2,1.187662110E-1
5.116030833E-1,-2.234081179E-1,-7.364811003E-2,1.305081695E-1
5.215370833E-1,-2.476452887E-1,-7.893662155E-2,1.215695292E-1
5.314700833E-1,-2.664234638E-1,-7.207863778E-2,9.712436795E-2
5.414030833E-1,-2.692392170E-1,-7.766009122E-2,7.440041006E-2
5.513360833E-1,-2.554808557E-1,-8.067514747E-2,6.632898003E-2
5.612700833E-1,-2.584414780E-1,-7.854701579E-2,6.251586229E-2
5.712030833E-1,-2.783453166E-1,-8.620566130E-2,5.843760818E-2
5.811360833E-1,-3.206435144E-1,-7.051325589E-2,4.567281157E-2
5.910700833E-1,-3.595269918E-1,-4.638531059E-2,3.318291530E-2
6.010030833E-1,-3.952817917E-1,-3.939530998E-2,1.482681558E-2
6.109360833E-1,-4.160084724E-1,-2.725400776E-2,6.854467560E-3
6.208700833E-1,-4.186897576E-1,-1.077796333E-3,4.337514285E-3
6.308030833E-1,-3.933835924E-1,1.635927334E-2,1.033275574E-2
6.407360833E-1,-3.673514426E-1,3.035791218E-2,2.247756906E-2
6.506700833E-1,-3.539917767E-1,6.068659946E-2,3.155883029E-2
6.606030833E-1,-3.611074686E-1,9.649147093E-2,3.842845559E-2
6.705360833E-1,-3.683488369E-1,1.229506284E-1,4.059080034E-2
6.804700833E-1,-3.704202473E-1,1.335894167E-1,5.229885504E-2
6.904030833E-1,-3.562887609E-1,1.333996505E-1,6.522399187E-2
7.003360833E-1,-3.306619525E-1,1.168659553E-1,8.918578178E-2
7.102700833E-1,-2.994341850E-1,1.086023673E-1,1.030861959E-1
7.202030833E-1,-2.728960514E-1,1.009220779E-1,1.185495704E-1
7.301360833E-1,-2.698733807E-1,1.013926566E-1,1.263920516E-1
7.400700833E-1,-2.795276046E-1,9.085212648E-2,1.304107606E-1
7.500030833E-1,-3.123906255E-1,6.247328594E-2,1.391343176E-1
7.599360833E-1,-3.866741955E-1,2.179510146E-2,1.485406011E-1
7.698690833E-1,-4.893515706E-1,-1.126431488E-2,1.604585201E-1
7.798030833E-1,-5.655890703E-1,-2.685765550E-2,1.689390838E-1
7.897360833E-1,-6.055546999E-1,-3.934308514E-2,1.685584038E-1
7.996690833E-1,-6.105782390E-1,-2.285306156E-2,1.532116681E-1
8.096030833E-1,-5.907977819E-1,-8.390667848E-3,1.281685531E-1
8.195360833E-1,-5.646862984E-1,-1.127640717E-4,9.706471115E-2
8.294690833E-1,-5.633769035E-1,1.132563408E-2,5.423815921E-2
8.394030833E-1,-6.068583131E-1,4.098339379E-2,5.192854907E-3
8.493360833E-1,-6.819469929E-1,7.501465082E-2,-4.480130970E-2
8.592690833E-1,-7.469052076E-1,1.013589054E-1,-7.837099582E-2
8.692030833E-1,-7.600491643E-1,1.172073260E-1,-8.786305040E-2
8.791360833E-1,-7.446057796E-1,8.997517079E-2,-6.724006683E-2
8.890690833E-1,-7.228974700E-1,2.881909162E-2,-2.787483670E-2
8.990030833E-1,-7.148805857E-1,9.052311070E-3,1.444066130E-2
9.089360833E-1,-7.290272117E-1,3.651623428E-2,4.415818304E-2
9.188690833E-1,-7.400569320E-1,5.313196033E-2,5.896855518E-2
9.288030833E-1,-7.209818363E-1,2.550168708E-2,6.865748763E-2
9.387360833E-1,-6.908034682E-1,-2.982548252E-2,7.078614831E-2
9.486690833E-1,-6.964507103E-1,-3.625186160E-2,7.638207078E-2
9.586030833E-1,-7.390490174E-1,-1.047299337E-2,8.491882682E-2
9.685360833E-1,-7.735250592E-1,9.244107641E-3,1.055713966E-1
9.784690833E-1,-7.796820402E-1,9.322936647E-3,1.307688951E-1
9.884020833E-1,-8.092135787E-1,-1.245082542E-2,1.330182552E-1
9.983360833E-1,-8.637106419E-1,-8.337840438E-3,1.126591936E-1
1.008269083E0,-9.089114666E-1,6.238415837E-3,6.931920350E-2
1.018202083E0,-9.337795377E-1,1.009387337E-2,3.154519573E-2
1.028136083E0,-9.265992045E-1,1.919922233E-2,3.523032647E-3
1.038069083E0,-8.976131082E-1,3.297895193E-2,-1.312092505E-2
1.048002083E0,-8.599288464E-1,-1.396083832E-2,-2.060420811E-2
1.057936083E0,-8.745415807E-1,-4.744076729E-2,-2.871246822E-2
1.067869083E0,-9.278279543E-1,-8.723925799E-3,-3.462735564E-2
1.077802083E0,-9.444788694E-1,7.668685168E-2,-2.502745949E-2
1.087736083E0,-9.166284800E-1,1.802712679E-1,9.194340557E-3
1.097669083E0,-9.152966738E-1,2.818945646E-1,5.543906614E-2
1.107602083E0,-8.887632489E-1,3.058265746E-1,1.124567166E-1
1.117536083E0,-8.426522017E-1,3.350145519E-1,1.646363139E-1
1.127469458E0,-7.859532237E-1,3.727880716E-1,1.962029487E-1
1.137402458E0,-6.968457103E-1,3.703704476E-1,2.010387182E-1
1.147336458E0,-6.014041305E-1,3.260849118E-1,1.979492605E-1
1.157269458E0,-5.129675269E-1,2.687731683E-1,1.874864995E-1
1.167202458E0,-4.726333618E-1,2.796362638E-1,1.546451896E-1
1.177135458E0,-4.197818637E-1,2.586966157E-1,1.149947122E-1
1.187069458E0,-3.582345843E-1,1.388288289E-1,9.397485107E-2
1.197002458E0,-3.919070661E-1,1.487235427E-1,9.713895619E-2
1.206935458E0,-3.851905167E-1,1.626178026E-1,8.199912310E-2
1.216869458E0,-3.314186335E-1,1.183962822E-1,4.842944071E-2
1.226802458E0,-3.682242334E-1,1.969443113E-1,-2.287591621E-2
1.236735458E0,-3.439010382E-1,2.177265584E-1,-8.194429427E-2
1.246669458E0,-2.597450018E-1,1.102288291E-1,-1.056882218E-1
1.256602458E0,-2.582648098E-1,1.614041254E-2,-9.278786927E-2
1.266535458E0,-2.956157923E-1,-3.160043061E-2,-6.088275462E-2
1.276469458E0,-2.677271664E-1,-5.958279595E-2,-7.217662875E-3
1.286402458E0,-2.406576127E-1,-7.240074128E-2,6.070802733E-2
1.296335458E0,-2.128297091E-1,-5.292264000E-2,9.561140835E-2
1.306269458E0,-1.480837166E-1,-3.984245658E-2,8.348230273E-2
1.316202458E0,-1.379000545E-1,1.217414159E-2,3.311021253E-2
1.326135458E0,-1.736115515E-1,1.016429365E-1,-3.032571822E-2
1.336069458E0,-1.596350223E-1,1.674312651E-1,-7.867407799E-2
1.346002458E0,-1.227893904E-1,1.704100668E-1,-9.520985186E-2
1.355935458E0,-1.224825904E-1,1.215708926E-1,-7.607637346E-2
1.365869458E0,-9.628446400E-2,8.285564929E-2,-2.423781715E-2
1.375802458E0,-7.058949023E-2,1.526222285E-2,4.236038774E-2
1.385735458E0,-6.035690382E-2,-7.771255914E-4,8.932111412E-2
1.395668458E0,-3.153936937E-2,-2.514571883E-3,9.897187352E-2
1.405602458E0,-6.721803918E-3,-9.808171540E-3,8.187236637E-2
1.415535458E0,-2.105147392E-2,3.007825650E-2,3.230641037E-2
1.425468458E0,-5.780770630E-2,7.064647973E-2,-2.837069891E-2
1.435402458E0,-5.541405827E-2,2.272529528E-2,-6.818655133E-2
1.445335458E0,-1.109164022E-2,-3.602652997E-2,-7.353436947E-2
1.455268458E0,-1.582557103E-3,-8.094393462E-2,-6.853588670E-2
1.465202458E0,-1.822159858E-3,-1.265708357E-1,-6.240884215E-2
1.475135458E0,6.739103701E-3,-1.762662232E-1,-3.447920457E-2
1.485068458E0,-8.204446174E-3,-1.954580992E-1,8.177718148E-3
1.495002458E0,-5.238415673E-2,-2.488574088E-1,4.771021381E-2
1.504935458E0,-1.161113232E-1,-2.573689818E-1,4.895880446E-2
1.514868458E0,-1.498136371E-1,-2.089926600E-1,-8.007808588E-3
1.524802458E0,-1.587974727E-1,-2.278079540E-1,-7.899545133E-2
1.534735458E0,-1.610382646E-1,-2.725868821E-1,-1.358752549E-1
1.544668458E0,-1.729127616E-1,-2.917315364E-1,-1.538411975E-1
1.554602458E0,-1.755634099E-1,-3.380095661E-1,-1.240366921E-1
1.564535458E0,-1.666494608E-1,-3.280272782E-1,-7.989648730E-2
1.574468458E0,-1.653317362E-1,-2.838078737E-1,-4.782670364E-2
1.584402458E0,-1.855839640E-1,-2.623757124E-1,-3.208030015E-2
1.594335458E0,-2.417020947E-1,-2.351563424E-1,-3.377699852E-2
1.604268458E0,-2.941093445E-1,-1.924920827E-1,-4.066980630E-2
1.614201458E0,-3.214024603E-1,-2.210134864E-1,-5.252273753E-2
1.624135458E0,-3.337987661E-1,-2.956877053E-1,-6.216835976E-2
1.634068458E0,-2.954220772E-1,-3.111052811E-1,-7.848714292E-2
1.644001458E0,-2.234875709E-1,-3.398326337E-1,-8.207538724E-2
1.653935458E0,-1.707604527E-1,-3.586992919E-1,-7.501854748E-2
1.663868458E0,-1.059613600E-1,-3.599676788E-1,-7.306574285E-2
1.673801458E0,-4.112937301E-2,-3.332343400E-1,-6.649997830E-2
1.683735458E0,4.363214225E-2,-3.584853113E-1,-5.549287796E-2
1.693668458E0,9.566764534E-2,-4.509249628E-1,-4.571614787E-2
1.703601458E0,9.181845933E-2,-5.189807415E-1,-2.700701170E-2
1.713535458E0,1.024415419E-1,-5.720772743E-1,-4.134834744E-4
1.723468458E0,1.963852793E-1,-6.673350334E-1,3.131037578E-2
1.733401458E0,3.172307312E-1,-7.612330317E-1,4.949710146E-2
1.743335458E0,4.083794653E-1,-8.745017648E-1,4.315627366E-2
1.753268458E0,4.865112901E-1,-8.981106877E-1,-1.670439914E-2
1.763201458E0,5.443825126E-1,-7.883778214E-1,-1.179399192E-1
1.773135458E0,5.885227919E-1,-6.394317150E-1,-2.116744071E-1
1.783068458E0,6.137085557E-1,-5.341657996E-1,-2.891156077E-1
1.793001458E0,6.252624393E-1,-4.048291147E-1,-3.377806246E-1
1.802934458E0,6.108660102E-1,-3.977257609E-1,-3.516089618E-1
1.812868458E0,5.437248349E-1,-6.438900232E-1,-3.159822524E-1
1.822801458E0,4.463004172E-1,-8.040435910E-1,-2.308022976E-1
1.832734458E0,3.791663647E-1,-7.214800119E-1,-1.321260482E-1
1.842668458E0,3.307891190E-1,-5.903227329E-1,-3.823346645E-2
1.852601458E0,3.043468595E-1,-4.999510050E-1,4.186722636E-2
1.862534458E0,3.082823753E-1,-3.212414086E-1,6.537503004E-2
1.872468458E0,3.463237584E-1,-5.351144448E-2,5.393409729E-2
1.882401458E0,3.668962419E-1,1.352118552E-1,4.095136374E-2
1.892334458E0,3.264912963E-1,2.165008485E-1,4.118013009E-2
1.902268458E0,2.528492510E-1,2.229156941E-1,4.074371979E-2
1.912201458E0,2.140120864E-1,2.399926782E-1,-3.302264586E-2
1.922134458E0,2.121461779E-1,2.605993748E-1,-1.447200626E-1
1.932068458E0,2.122521698E-1,2.711888850E-1,-1.553671062E-1
1.942001458E0,2.438513935E-1,2.982227206E-1,-9.653735161E-2
1.951934458E0,2.984302342E-1,3.469833434E-1,-5.184120964E-4
1.961868458E0,3.362126648E-1,4.263473749E-1,6.733975559E-2
1.971801458E0,3.661172986E-1,5.102840662E-1,4.168472439E-2
1.981734458E0,3.845921457E-1,5.822487473E-1,-3.145279363E-2
1.991667458E0,4.082335532E-1,5.879862309E-1,-8.762312680E-2
2.001601458E0,4.211318493E-1,4.919941127E-1,-8.217683434E-2
2.011534458E0,4.271452725E-1,3.945059180E-1,-1.401083171E-2
2.021467458E0,4.324469864E-1,3.569473028E-1,5.685470998E-2
2.031401458E0,4.476400614E-1,3.737158775E-1,1.074331999E-1
2.041334458E0,4.522792399E-1,3.836850822E-1,1.205759719E-1
2.051267458E0,4.444074631E-1,3.879983425E-1,9.425621480E-2
2.061201458E0,4.522463083E-1,4.138028026E-1,3.801735491E-2
2.071134458E0,4.980894327E-1,4.371619225E-1,-2.521141432E-2
2.081067458E0,5.775642395E-1,4.056467116E-1,-8.154597878E-2
2.091001458E0,6.469424963E-1,3.048876226E-1,-8.949524909E-2
2.100934458E0,6.838939190E-1,1.704681963E-1,-2.386632189E-2
