Timestamps,Acc_X_cleaned,Acc_Y_cleaned,Acc_Z_cleaned,Gyro_X_cleaned,Gyro_Y_cleaned,Gyro_Z_cleaned,Label,Gender
1717764172439000000,0.1901944885245,3.1568827286000003,8.95994769285,-0.0487814657838,0.0127404689095,-0.00842540409665,1.0,F
1717764172442000000,0.1901944885245,3.1568827286000003,8.95994769285,-0.0487814657838,0.0127404689095,-0.00842540409665,1.0,F
1717764172639000000,0.4027674407965499,3.51894980615,8.14106057735,-0.41393269151,0.0183360467890499,0.00635635728384,1.0,F
1717764172642000000,0.4027674407965499,3.51894980615,8.14106057735,-0.41393269151,0.0183360467890499,0.00635635728384,1.0,F
1717764172839000000,0.17619859314414,1.384702995365,9.687696829650005,-0.48179208637,0.20115338825,0.0525030914056499,1.0,F
1717764172842000000,0.17619859314414,1.384702995365,9.687696829650005,-0.48179208637,0.20115338825,0.0525030914056499,1.0,F
1717764173039000000,-0.451618354789,0.48889833067225,9.2976753845,-0.57786621749,0.1440318603024999,0.1010870609483,1.0,F
1717764173042000000,-0.451618354789,0.48889833067225,9.2976753845,-0.57786621749,0.1440318603024999,0.1010870609483,1.0,F
1717764173239000000,-0.2075042070604762,-0.6920893641833334,10.05643040347619,-0.4879394457428571,-0.0144158577401761,-0.0145376757939047,1.0,F
1717764173242000000,-0.2075042070604762,-0.6920893641833334,10.05643040347619,-0.4879394457428571,-0.0144158577401761,-0.0145376757939047,1.0,F
1717764173439000000,-0.6995028763105,-2.4929009856,10.825630485,-0.3059468138757,0.04393131561584,-0.0327894687647499,1.0,F
1717764173442000000,-0.6995028763105,-2.4929009856,10.825630485,-0.3059468138757,0.04393131561584,-0.0327894687647499,1.0,F
1717764173639000000,-0.2556309127815,-2.6875786515,10.7954607239,0.1489392418209,0.0281052261595,-0.0382159454962,1.0,F
1717764173642000000,-0.2556309127815,-2.6875786515,10.7954607239,0.1489392418209,0.0281052261595,-0.0382159454962,1.0,F
1717764174239000000,0.0823737030015,1.3831237792600002,8.822406211799997,0.5371137887199999,0.06916761803655,0.02542854894608,1.0,F
1717764174242000000,0.0823737030015,1.3831237792600002,8.822406211799997,0.5371137887199999,0.06916761803655,0.02542854894608,1.0,F
1717764174439000000,-0.0487910385088,2.938554245,8.394483581699998,0.1635452334729999,0.00712223587475,0.0097124543095,1.0,F
1717764174442000000,-0.0487910385088,2.938554245,8.394483581699998,0.1635452334729999,0.00712223587475,0.0097124543095,1.0,F
1717764174639000000,-0.2722766549259524,2.873225097619048,8.667112361333333,-0.1823022142000476,0.0050625338919047,-0.0106622111123809,1.0,F
1717764174642000000,-0.2722766549259524,2.873225097619048,8.667112361333333,-0.1823022142000476,0.0050625338919047,-0.0106622111123809,1.0,F
1717764174839000000,0.061432250974,1.592845161395,9.19017643015,-0.49890586286,-0.07228856905135,-0.03498608038125,1.0,F
1717764174842000000,0.061432250974,1.592845161395,9.19017643015,-0.49890586286,-0.07228856905135,-0.03498608038125,1.0,F
1717764175039000000,-0.0808543624831,0.16058605958025,9.3178908459,-0.62448486686,0.00202892393615,0.0036768557734849,1.0,F
1717764175042000000,-0.0808543624831,0.16058605958025,9.3178908459,-0.62448486686,0.00202892393615,0.0036768557734849,1.0,F
1717764175239000000,-0.016877403258,-1.6624953231200004,10.34991973065,-0.5777920693199999,-0.0916075143945,-0.02003326941105,1.0,F
1717764175242000000,-0.016877403258,-1.6624953231200004,10.34991973065,-0.5777920693199999,-0.0916075143945,-0.02003326941105,1.0,F
1717764175839000000,-0.3008219375405,-0.7663987655799998,9.71140004,0.5573580250150001,0.1825707566099999,0.0666825794867,1.0,F
1717764175842000000,-0.3008219375405,-0.7663987655799998,9.71140004,0.5573580250150001,0.1825707566099999,0.0666825794867,1.0,F
1717764176039000000,-0.3937037887705,0.6234310684050001,9.467991211,0.5950513988699999,0.17645816742965,0.091285350784525,1.0,F
1717764176042000000,-0.3937037887705,0.6234310684050001,9.467991211,0.5950513988699999,0.17645816742965,0.091285350784525,1.0,F
1717764176239000000,-0.2751349967014286,2.24073322847619,8.913222002380953,0.4193844809428572,0.0363626387517142,-0.0655159132015238,1.0,F
1717764176242000000,-0.2751349967014286,2.24073322847619,8.913222002380953,0.4193844809428572,0.0363626387517142,-0.0655159132015238,1.0,F
1717764176439000000,-0.9491462403,3.1475496368,7.999477500850001,-0.1688990925432,0.0013826609149499,-0.0030927091485599,1.0,F
1717764176442000000,-0.9491462403,3.1475496368,7.999477500850001,-0.1688990925432,0.0013826609149499,-0.0030927091485599,1.0,F
1717764176639000000,-0.927201873715,2.1313278809,8.911710502500002,-0.4108681857599999,0.0928175851735,0.0629323227299999,1.0,F
1717764176642000000,-0.927201873715,2.1313278809,8.911710502500002,-0.4108681857599999,0.0928175851735,0.0629323227299999,1.0,F
1717764176839000000,-0.7510257338999999,0.4228781204899999,9.15030683875,-0.7815862983449999,-0.0330154916384,-0.00556815785265,1.0,F
1717764176842000000,-0.7510257338999999,0.4228781204899999,9.15030683875,-0.7815862983449999,-0.0330154916384,-0.00556815785265,1.0,F
1717764177039000000,-0.8479267272700002,-1.414925148035,9.607778022300002,-0.7166839629299999,-0.086019577647,-0.049442882976,1.0,F
1717764177042000000,-0.8479267272700002,-1.414925148035,9.607778022300002,-0.7166839629299999,-0.086019577647,-0.049442882976,1.0,F
1717764177239000000,-0.25584047698,-3.03135376735,10.6222559045,-0.389013082535,-0.1718205183785,-0.07423336707165,1.0,F
1717764177242000000,-0.25584047698,-3.03135376735,10.6222559045,-0.389013082535,-0.1718205183785,-0.07423336707165,1.0,F
1717764177439000000,-0.1110765152003,-3.98912207785,10.72307125775,0.026336117362,-0.0511953560628999,-0.0341020146857,1.0,F
