Timestamps,Gyro_X,Gyro_Y,Gyro_Z,Label
1.717697548761322e+18,0.02855352625605,0.0115389607602,-0.00149048165105,0s-1
1.717697548961322e+18,-0.0043056308402999,-0.0324905696445,0.0039951286048,0s-1
1.717697549161322e+18,-0.0210418567305,-0.00618665055595,0.0049533900803999,0s-1
1.717697549361322e+18,-0.4740719269845,0.0279451700882999,-0.030300499569995,0s-1
1.717697549561322e+18,-1.15779534577,-0.20428346975262,-0.1015167249435,0s-1
1.717697549761322e+18,-0.2951782228475,0.2167711278375,0.0052972075721999,0s-1
1.717697549961322e+18,0.4642152838449999,0.0157638821914999,0.0179928131624,0s-1
1.717697550161322e+18,0.6694720795210527,-0.1793005957908421,0.0532237864856315,0s-1
1.717697550361322e+18,0.0439698322914,-0.0369912486565,-0.01638544406905,0s-1
1.717697550561322e+18,-0.8293269681895001,-0.02003552691,-0.0703776096412499,0s-1
1.717697550761322e+18,-0.2459371020969999,0.1448947309475,-0.0536546091989,0s-1
1.717697550961322e+18,0.44943892844,0.1426411162174499,0.0427553061627,0s-1
1.717697551161322e+18,0.54578582049,-0.142095254545,0.13775116791485,0s-1
1.717697551361322e+18,-0.0014159493059999,0.0320387064509,0.0195506800895,0s-1
1.717697551561322e+18,-0.6553571859526315,-0.1971780821636841,-0.0256351312303684,0s-1
1.717697551761322e+18,-0.41467838319815,0.148136379984,-0.030573264041,0s-1
1.717697551961322e+18,0.264169589809,0.1691510261338,0.1095123951392499,0s-1
1.717697552161322e+18,0.5107171535499999,-0.2116386011229999,-0.0338387822969,0s-1
1.717697552361322e+18,0.4418838456295,-0.04626195691455,0.08710135968605,0s-1
1.717697552561322e+18,-0.51684495953,0.0836849069124999,-0.096499700762825,0s-1
1.717697552761322e+18,-0.744319927675,0.221964040867,-0.0065302921365,0s-1
1.717697552961322e+18,-0.0247299944626315,-0.0064328909882105,0.0338410635947368,0s-1
1.717697553161322e+18,0.4194032005899999,0.167816267811,0.1177715464251,0s-1
1.717697553361322e+18,0.60328654497,-0.1710263450616999,0.02858299138025,0s-1
1.717697553561322e+18,0.008444333908,-0.08334575355435,-0.1315508611459999,0s-1
1.717697553761322e+18,-0.5768493711989999,0.0087917627724999,-0.0218143135325,0s-1
1.717697553961322e+18,-0.5235846474800001,-0.0006125655059999,-0.053908069846,0s-1
1.717697554161322e+18,0.1479309540295,0.0809016120852499,0.0502333540265999,0s-1
1.717697554361322e+18,0.4746543937473684,-0.161033828010421,0.0071730367038947,0s-1
1.717697554561322e+18,0.376801363755,-0.4077466936785,-0.0789131071322,0s-1
1.717697554761322e+18,0.2661348683616,0.2783648162075,0.130400599165,0s-1
1.717697554961322e+18,-0.526021574435,0.119775262937,-0.08795210160345,0s-1
1.717697555161322e+18,-0.72832009789,0.07880665105675,-0.0402141213431,0s-1
1.717697555361322e+18,-0.0391669010675,0.0249453835174999,-0.0184969250079999,0s-1
1.717697555561322e+18,0.4405024014499999,0.007248118895,0.0117067857605499,0s-1
1.717697555761322e+18,0.4387843451894736,0.1191010023234737,0.2426817530778947,0s-1
1.717697555961322e+18,0.490056315999,-0.1187175058825,-0.0254619475484999,0s-1
1.717697556161322e+18,-0.441224746405,0.07834915409465,-0.0920842983773,0s-1
1.717697556361322e+18,-0.6595921829350001,0.0651405725825499,-0.0337362365310999,0s-1
1.717697556561322e+18,-0.26559488942355,0.0019982804501,-0.0396467889810499,0s-1
1.717697556761322e+18,0.31788408533,-0.0090842595328,0.0088870979879999,0s-1
1.717697556961322e+18,0.465067219745,0.0120160111249999,0.0810133655102,0s-2
1.717697557161322e+18,0.5201177267526316,-0.0970230886836842,0.1232497702889474,0s-2
1.717697557361322e+18,-0.2666670311275,0.0055674922445,-0.1467404704425,0s-2
1.717697557561322e+18,-0.6514581426999999,-0.0460977990134999,-0.0867466636019,0s-2
1.717697557761322e+18,-0.38379185303215,-0.0185028828665,-0.06838749810175,0s-2
1.717697557961322e+18,0.2847125411,0.0825655463796999,0.065103098379,0s-2
1.717697558161322e+18,0.4265365216894999,-0.152332683514,0.04178575361005,0s-2
1.717697558361322e+18,0.4797911122449999,0.0749550242969999,0.21946337698735,0s-2
1.717697558561322e+18,0.214793669746842,-0.1016653078386315,-0.1060897325631579,0s-2
1.717697558761322e+18,-0.64798496589,0.0278139413151499,-0.0629951696855,0s-2
1.717697558961322e+18,-0.6469189033000001,-0.1295780058875,-0.1908545801355,0s-2
1.717697559161322e+18,0.0149221849173,0.289159564118,0.10998140460525,0s-2
1.717697559361322e+18,0.3897861041099999,-0.2309996924415,-0.0268767582244999,0s-2
1.717697559561322e+18,0.3880431324249999,0.0195273577741999,0.1282204836609999,0s-2
1.717697559761322e+18,0.415304061893505,-0.061598811207,-0.0509373297074,0s-2
1.717697559961322e+18,-0.5294414743052631,0.0434895877257894,0.0092171305599473,0s-2
1.717697560161322e+18,-0.586283738905,0.0321018854612,-0.0722114751757199,0s-2
1.717697560361322e+18,-0.1459028712529999,0.1269742980121,0.007802207112,0s-2
1.717697560561322e+18,0.2856665112044999,-0.0185225885819499,0.0068347838712,0s-2
1.717697560761322e+18,0.33933705985,-0.1553532527745,0.03128461669995,0s-2
1.717697560961322e+18,0.62136551589,-0.1127807462914999,0.02216796018375,0s-2
1.717697561161322e+18,-0.203553090102,0.173839350421,-0.0315342665178,0s-2
1.717697561361322e+18,-0.6486144097315789,0.1621331319852105,-0.0130870783410526,0s-2
1.717697561561322e+18,-0.4946426339399999,0.03751201875145,-0.12801040755165,0s-2
1.717697561761322e+18,0.05143936938575,-0.052533231319,0.014473887206,0s-2
1.717697561961322e+18,0.3560972213749999,0.014690542406,0.05449712262661,0s-2
1.717697562161322e+18,0.27089846209,-0.20713557788,0.0660257466041,0s-2
1.717697562361322e+18,0.5640928432350001,-0.060222799009201,0.0751114975451,0s-2
1.717697562561322e+18,-0.1216769262259999,0.10733094611155,-0.055641065524,0s-2
1.717697562761322e+18,-0.6093435130631579,0.0431876993017105,-0.0764961333794737,0s-2
1.717697562961322e+18,-0.58838552535,0.134792601695,0.01198221724985,0s-2
