Mean Gyro_X,Std Dev Gyro_X,Min Gyro_X,Max Gyro_X,Mean Gyro_Y,Std Dev Gyro_Y,Min Gyro_Y,Max Gyro_Y,Mean Gyro_Z,Std Dev Gyro_Z,Min Gyro_Z,Max Gyro_Z
0.015712337992942464,0.6533232181049592,-3.15970880975,4.99227485655,-0.0756173218963872,0.7241228245467681,-6.2796529769500005,1.59366554035,0.015828651611057627,0.6083015811353527,-4.1422681809,3.506901538400001
