"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717764603556158E9,"2024-06-07 14:50:03.556 UTC+02:00"
"PAUSE",1.509470538333335E2,1.717764754502641E9,"2024-06-07 14:52:34.503 UTC+02:00"
