"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.908729167E-2,3.003055115E0,-4.144880676E-1,9.434281311E0
3.909829167E-2,3.065774689E0,-6.222560120E-1,9.094188538E0
4.910929167E-2,3.157384186E0,-6.827302551E-1,8.925788727E0
5.912029167E-2,3.225342865E0,-6.429130554E-1,9.012608185E0
6.913129167E-2,3.297492828E0,-6.366261292E-1,9.356143799E0
7.914229167E-2,3.333567810E0,-6.487509155E-1,9.680070190E0
8.915329166E-2,3.333118744E0,-5.992039490E-1,9.937085724E0
9.916429167E-2,3.312611389E0,-4.745132446E-1,9.932295685E0
1.091762917E-1,3.269051971E0,-4.499642944E-1,9.762398987E0
1.191872917E-1,3.204985199E0,-5.143304443E-1,9.638007660E0
1.291982917E-1,3.148552551E0,-5.947132874E-1,9.619895325E0
1.392092917E-1,3.088227997E0,-6.400689697E-1,9.588909760E0
1.492202917E-1,3.093317413E0,-5.860313416E-1,9.390871582E0
1.592312917E-1,3.117716675E0,-5.510041809E-1,9.249715118E0
1.692422917E-1,3.122057648E0,-5.017565918E-1,9.344617767E0
1.792532917E-1,3.103346558E0,-5.068460083E-1,9.470955048E0
1.892642917E-1,3.106040955E0,-5.198689270E-1,9.481133881E0
1.992752917E-1,3.164419556E0,-4.447251892E-1,9.322314148E0
2.092862917E-1,3.195704498E0,-3.920347595E-1,9.117539978E0
2.192972917E-1,3.128793640E0,-4.297563171E-1,8.978778534E0
2.293082917E-1,3.042273560E0,-4.797523499E-1,8.902736664E0
2.393192917E-1,2.978805542E0,-5.718109131E-1,8.932375031E0
2.493302917E-1,3.021017761E0,-6.457571411E-1,9.031768341E0
2.593412917E-1,3.157234497E0,-5.809419250E-1,8.971743164E0
2.693522917E-1,3.280727692E0,-5.686674500E-1,8.851842499E0
2.793632917E-1,3.310665436E0,-5.743556213E-1,8.777147827E0
2.893742917E-1,3.281625824E0,-5.019062805E-1,8.758137360E0
2.993852917E-1,3.176843719E0,-4.294569397E-1,8.871900787E0
3.093962917E-1,3.056943054E0,-4.364923096E-1,9.041797485E0
3.194072917E-1,3.030448151E0,-4.477189636E-1,9.125772858E0
3.294182917E-1,3.043620758E0,-4.790039062E-1,9.093739471E0
3.394292917E-1,3.139571228E0,-4.411326599E-1,9.071735229E0
3.494402917E-1,3.270548859E0,-2.990780640E-1,9.172625427E0
3.594512917E-1,3.381019135E0,-2.848576355E-1,9.406738586E0
3.694622917E-1,3.407064972E0,-3.249742126E-1,9.657616882E0
3.794732917E-1,3.429218903E0,-2.621049500E-1,9.633367310E0
3.894842917E-1,3.425027618E0,-1.950444031E-1,9.450447693E0
3.994962917E-1,3.334016876E0,-1.986369324E-1,9.407786407E0
4.095072917E-1,3.215463409E0,-2.191442871E-1,9.371412048E0
4.195228333E-1,3.150348816E0,-2.897973633E-1,9.260193329E0
4.295338333E-1,3.114124146E0,-3.667373657E-1,9.144783325E0
4.395448333E-1,3.141816559E0,-3.896397400E-1,9.013356628E0
4.495558333E-1,3.216511230E0,-3.824546814E-1,8.918154602E0
4.595668333E-1,3.271297302E0,-4.230203247E-1,8.857680359E0
4.695778333E-1,3.313210144E0,-4.704716492E-1,8.904383240E0
4.795888333E-1,3.354075165E0,-4.540058899E-1,8.972341919E0
4.895998333E-1,3.363206177E0,-4.351451111E-1,8.984317017E0
4.996108333E-1,3.350931702E0,-4.382885742E-1,8.943002930E0
5.096218333E-1,3.311713257E0,-3.950285339E-1,8.888516235E0
5.196328333E-1,3.251388702E0,-3.143463135E-1,8.880433044E0
5.296438333E-1,3.207829285E0,-2.270777893E-1,8.939560089E0
5.396548333E-1,3.135978699E0,-2.186952209E-1,9.085805969E0
5.496658333E-1,3.033591614E0,-2.421963501E-1,9.341174927E0
5.596768333E-1,3.018323364E0,-1.986369324E-1,9.498348083E0
5.696878333E-1,3.076851654E0,-6.840774536E-2,9.422755280E0
5.796988333E-1,3.217559052E0,1.103205872E-1,9.064999237E0
5.897098333E-1,3.383863220E0,1.850152588E-1,8.700207825E0
5.997208333E-1,3.557801514E0,2.332150269E-1,8.386160889E0
6.097318333E-1,3.683090973E0,3.052153015E-1,8.172255707E0
6.197428333E-1,3.790567474E0,3.128494263E-1,8.168214111E0
6.297538333E-1,3.777245178E0,3.556604004E-1,8.403375092E0
6.397648333E-1,3.772155762E0,4.634362793E-1,8.544232178E0
6.497758333E-1,3.721860352E0,3.888912964E-1,8.287965088E0
6.597868333E-1,3.491788788E0,4.493655396E-1,8.131540375E0
6.697978333E-1,3.461401978E0,9.533674622E-1,8.545729065E0
6.798098333E-1,3.670816498E0,1.437460785E0,9.076076202E0
6.898208333E-1,3.765419769E0,1.587897949E0,9.341623993E0
6.998318333E-1,3.793261871E0,1.653311920E0,9.075627136E0
7.098428333E-1,4.028722229E0,1.852397919E0,8.902736664E0
7.198538333E-1,4.335733795E0,2.138303375E0,9.142088928E0
7.298648333E-1,4.702171783E0,2.369871826E0,9.715247040E0
