"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.034929167E-2,1.293609887E-1,-4.969432950E-1,-1.191077456E-1
5.036029167E-2,2.256166935E-1,-2.757816017E-1,-9.884642065E-2
6.037129167E-2,2.686251104E-1,-1.104602888E-1,-7.816427201E-2
7.038229167E-2,2.380077988E-1,-5.174957588E-2,-5.436865985E-2
8.039329167E-2,1.843219101E-1,-9.656292945E-2,-2.801509947E-2
9.040429167E-2,1.088122427E-1,-1.534645706E-1,-2.911610529E-3
1.004152917E-1,2.481376939E-2,-1.519788802E-1,2.171431482E-2
1.104272917E-1,-5.091934279E-2,-1.169841439E-1,3.627887741E-2
1.204382917E-1,-1.047278792E-1,-9.122678638E-2,4.175866768E-2
1.304492917E-1,-1.093561873E-1,-8.286925405E-2,3.752663732E-2
1.404602917E-1,-8.268649876E-2,-7.170162629E-3,3.198208660E-2
1.504712917E-1,-7.234118134E-2,1.324050426E-1,2.866511978E-2
1.604822917E-1,-8.407831937E-2,2.271532267E-1,1.875013672E-2
1.704932917E-1,-1.105631888E-1,2.213864177E-1,9.466622956E-3
1.805042917E-1,-1.278918684E-1,1.367125660E-1,-7.341750897E-4
1.905152917E-1,-1.389809996E-1,5.524486676E-2,2.896512160E-3
2.005262917E-1,-1.305227727E-1,2.899276838E-2,1.603215747E-2
2.105372917E-1,-1.034791693E-1,4.052425548E-2,2.133291215E-2
2.205482917E-1,-6.151756272E-2,6.438870728E-2,1.008610986E-2
2.305592917E-1,-4.218008369E-2,5.929487944E-2,2.235909458E-3
2.405702917E-1,-2.902503684E-2,-4.832015373E-3,-1.946859248E-2
2.505812917E-1,-7.777803577E-3,-8.302961290E-2,-2.271258831E-2
2.605922917E-1,1.706904732E-2,-1.248641089E-1,-1.023991220E-2
2.706032917E-1,5.204354227E-2,-1.134860218E-1,-1.783043612E-3
2.806142917E-1,8.664681762E-2,-7.992255688E-2,7.692957763E-3
2.906252917E-1,1.089081839E-1,-6.564322114E-2,3.358396934E-3
3.006362917E-1,1.161197573E-1,-9.805609286E-2,-1.476829126E-2
3.106472917E-1,1.330571920E-1,-1.417569816E-1,-4.642448947E-2
3.206582917E-1,1.618188024E-1,-1.211125106E-1,-7.415777445E-2
3.306692917E-1,1.952297539E-1,-1.907482371E-2,-1.016684994E-1
3.406802917E-1,2.024693638E-1,1.076802462E-1,-1.112900227E-1
3.506912917E-1,1.705710888E-1,1.680088192E-1,-1.038342416E-1
3.607022917E-1,1.202087700E-1,1.214527264E-1,-9.593071789E-2
3.707132917E-1,7.871273160E-2,4.454463348E-2,-8.016959578E-2
3.807242917E-1,2.930942737E-2,1.798318326E-2,-6.302322447E-2
3.907352917E-1,-1.662424393E-2,2.353720367E-2,-5.417167768E-2
4.007472917E-1,-4.642971605E-2,5.712265149E-3,-4.755403847E-2
4.107582917E-1,-5.936096236E-2,-3.348786756E-2,-4.828693718E-2
4.207738333E-1,-3.944804519E-2,-6.305176020E-2,-5.711544305E-2
4.307848333E-1,-6.545488257E-3,-6.475565583E-2,-6.928423047E-2
4.407958333E-1,3.750304505E-2,-3.108030558E-2,-8.064929396E-2
4.508068333E-1,7.714153826E-2,1.572288573E-2,-7.745137066E-2
4.608178333E-1,1.099373773E-1,3.548042104E-2,-7.520049065E-2
4.708288333E-1,1.362302303E-1,2.250976302E-2,-6.527728587E-2
4.808398333E-1,1.808972657E-1,-1.005916484E-2,-4.688826576E-2
4.908508333E-1,2.526665330E-1,-1.395750046E-2,-3.265473619E-2
5.008618333E-1,3.449164033E-1,4.416789860E-2,-2.180299163E-2
5.108728333E-1,4.345600009E-1,1.475739032E-1,-1.246515103E-2
5.208838333E-1,4.926918745E-1,2.837537229E-1,-2.330732718E-2
5.308948333E-1,5.003817677E-1,3.941127360E-1,-4.110256955E-2
5.409058333E-1,4.723587036E-1,3.961213529E-1,-7.458318770E-2
5.509168333E-1,4.225786328E-1,2.777140141E-1,-1.222396493E-1
5.609278333E-1,3.898808956E-1,9.626928717E-2,-1.699307114E-1
5.709388333E-1,4.353588820E-1,-1.312085427E-2,-2.056559622E-1
5.809498333E-1,5.557281971E-1,-1.329708844E-3,-2.225257456E-1
5.909608333E-1,7.492012382E-1,1.410910785E-1,-2.181443125E-1
6.009718333E-1,9.560728073E-1,3.810553253E-1,-1.903484464E-1
6.109828333E-1,1.141773701E0,6.360775232E-1,-1.608811021E-1
6.209938333E-1,1.298557758E0,8.111697435E-1,-1.415460110E-1
6.310048333E-1,1.482305765E0,8.332234025E-1,-1.189959645E-1
6.410158333E-1,1.763223648E0,7.866100073E-1,-1.700599939E-1
6.510268333E-1,1.915422559E0,7.875064611E-1,-2.498544157E-1
6.610378333E-1,2.011227846E0,6.421868801E-1,-3.056024015E-1
6.710488333E-1,2.095215797E0,2.465471327E-1,-3.116768003E-1
6.810608333E-1,2.180543423E0,-3.074980378E-1,-3.117182851E-1
6.910718333E-1,2.256051779E0,-6.806687117E-1,-3.380700052E-1
7.010828333E-1,2.338903904E0,-7.961311340E-1,-4.165533781E-1
7.110938333E-1,2.376701117E0,-8.023557663E-1,-5.072449446E-1
7.211048333E-1,2.401351213E0,-8.713822365E-1,-5.611141324E-1
7.311158333E-1,2.396806717E0,-9.839324355E-1,-5.685145259E-1
7.411268333E-1,2.231394291E0,-1.056599259E0,-4.724978209E-1
7.511378333E-1,1.956057906E0,-1.136693835E0,-2.766790688E-1
7.611488333E-1,1.678295255E0,-1.181443810E0,-9.596880525E-2
7.711598333E-1,1.431929946E0,-1.056883574E0,5.968790501E-2
7.811708333E-1,1.191670537E0,-8.218795657E-1,1.913696378E-1
7.911818333E-1,9.705066681E-1,-6.663604975E-1,2.848418057E-1
8.011928333E-1,7.656539083E-1,-6.358065009E-1,3.556205332E-1
8.112038333E-1,5.737864375E-1,-7.140544653E-1,3.799261451E-1
8.212148333E-1,3.931918442E-1,-8.430368900E-1,3.833979070E-1
8.312258333E-1,2.594191432E-1,-9.330706596E-1,3.785922229E-1
8.412368333E-1,1.858593822E-1,-9.462731481E-1,3.717506826E-1
8.512478333E-1,1.904658526E-1,-9.273508191E-1,3.355993330E-1
8.612588333E-1,2.515606582E-1,-8.778451085E-1,2.933148444E-1
8.712698333E-1,2.912020683E-1,-7.795464993E-1,2.756234705E-1
8.812808333E-1,3.128636181E-1,-7.152912021E-1,2.459716797E-1
8.912918333E-1,2.984591126E-1,-6.323710680E-1,2.215430439E-1
9.013028333E-1,2.406141609E-1,-5.092046857E-1,1.997841001E-1
9.113138333E-1,1.749877483E-1,-3.992885351E-1,2.060957849E-1
9.213248333E-1,1.248994544E-1,-3.310603499E-1,2.199064493E-1
9.313358333E-1,1.143176481E-1,-2.643266022E-1,2.054151297E-1
9.413468333E-1,8.951877058E-2,-1.242807060E-1,1.736310571E-1
9.513578333E-1,1.767676622E-1,-9.567249566E-2,9.633867443E-2
9.613688333E-1,3.493808210E-1,-1.496294141E-2,6.429158896E-2
9.713808333E-1,5.567936301E-1,2.052844763E-1,9.264067560E-2
9.813918333E-1,7.517451048E-1,4.696005285E-1,1.435904503E-1
9.914028333E-1,9.103462100E-1,6.200076342E-1,2.019048929E-1
1.001413833E0,9.807254076E-1,6.341101527E-1,2.600998580E-1
1.011424833E0,9.721348286E-1,4.767019153E-1,3.076263666E-1
1.021435833E0,9.339972734E-1,2.315332592E-1,3.551273346E-1
1.031446833E0,9.262887836E-1,-2.104733884E-2,4.311131835E-1
1.041457833E0,1.016095757E0,-1.765391976E-1,5.578359365E-1
1.051468833E0,1.179071307E0,-1.472018212E-1,7.589685321E-1
1.061479833E0,1.400979042E0,-3.821626678E-2,9.654854536E-1
1.071490833E0,1.615865469E0,1.348417997E-1,1.163316727E0
1.081501833E0,1.779202461E0,3.088806272E-1,1.321224570E0
1.091512833E0,1.867170453E0,4.303175807E-1,1.429345369E0
1.101523833E0,1.923994541E0,5.244590640E-1,1.458106518E0
1.111534833E0,2.030995131E0,5.453742146E-1,1.418896794E0
1.121545833E0,2.154150963E0,5.276935101E-1,1.343913317E0
1.131556833E0,2.262305737E0,4.677414596E-1,1.251084328E0
1.141567833E0,2.373980761E0,3.640978038E-1,1.168422818E0
1.151578833E0,2.455204487E0,2.561140954E-1,1.145065784E0
1.161589833E0,2.503643513E0,1.813533306E-1,1.184233904E0
1.171600833E0,2.597696066E0,1.772342175E-1,1.318539500E0
1.181611833E0,2.721216917E0,3.473800719E-1,1.485962629E0
1.191622833E0,2.855413675E0,7.106706500E-1,1.674276948E0
1.201633833E0,2.927935839E0,1.180822372E0,1.872542739E0
1.211644833E0,2.895319939E0,1.493723035E0,2.049808264E0
1.221655833E0,2.706698418E0,1.584200263E0,2.175258636E0
1.231666833E0,2.447001219E0,1.405844092E0,2.292743921E0
1.241678833E0,2.264298916E0,1.147566319E0,2.446745396E0
1.251689833E0,2.231469393E0,1.133454204E0,2.609404087E0
1.261700833E0,2.349900961E0,1.475052238E0,2.751722336E0
1.271711833E0,2.626468182E0,1.914278626E0,2.823667526E0
1.281722833E0,2.869638681E0,2.465595961E0,2.815814972E0
1.291733833E0,2.941280603E0,2.835008860E0,2.753401041E0
1.301744833E0,2.852279425E0,2.844044924E0,2.761112213E0
1.311755833E0,2.647725821E0,2.798110485E0,2.795189381E0
1.321766833E0,2.479177475E0,2.835260391E0,2.838947535E0
1.331777833E0,2.328109026E0,2.985711575E0,2.887849092E0
1.341788833E0,2.183234692E0,3.024403095E0,2.894001961E0
1.351799833E0,2.057660818E0,3.108454704E0,2.792389393E0
1.361810833E0,1.053314447E0,1.517548919E0,2.218359470E0
1.371821833E0,-7.999199033E-1,-9.361445308E-1,1.137066483E0
1.381832833E0,-2.954208374E0,-3.457674503E0,-4.256739318E-1
1.391843833E0,-4.555775642E0,-4.666625500E0,-2.019234896E0
1.401854833E0,-5.147582531E0,-3.416225433E0,-2.994666576E0
1.411865833E0,-5.529890537E0,-2.421443462E0,-3.473235846E0
1.421876833E0,-5.820273399E0,-2.768198967E0,-3.523228645E0
1.431887833E0,-5.825775146E0,-3.210952759E0,-3.218198299E0
1.441898833E0,-5.535979748E0,-3.371828079E0,-2.865428686E0
1.451909833E0,-5.313409805E0,-3.386205912E0,-2.660726070E0
1.461920833E0,-5.052484035E0,-3.082058907E0,-2.329391956E0
1.471931833E0,-4.857769966E0,-2.376299381E0,-2.129709244E0
1.481942833E0,-4.690308094E0,-1.538614869E0,-2.023766756E0
1.491953833E0,-4.413220882E0,-1.009351254E0,-1.920381308E0
1.501964833E0,-3.937860966E0,-5.712414980E-1,-1.803265095E0
1.511975833E0,-3.421446085E0,-3.564121947E-2,-1.705129266E0
